"GeographyCode","QS607EW0001","QS607EW0002","QS607EW0003","QS607EW0004","QS607EW0005","QS607EW0006","QS607EW0007","QS607EW0008","QS607EW0009","QS607EW0010","QS607EW0011","QS607EW0012","QS607EW0013","QS607EW0014","QS607EW0015","QS607EW0016","QS607EW0017","QS607EW0018","QS607EW0019","QS607EW0020","QS607EW0021","QS607EW0022","QS607EW0023","QS607EW0024","QS607EW0025","QS607EW0026","QS607EW0027","QS607EW0028","QS607EW0029","QS607EW0030","QS607EW0031","QS607EW0032","QS607EW0033","QS607EW0034","QS607EW0035","QS607EW0036","QS607EW0037","QS607EW0038","QS607EW0039","QS607EW0040","QS607EW0041","QS607EW0042","QS607EW0043","QS607EW0044","QS607EW0045","QS607EW0046","QS607EW0047","QS607EW0048","QS607EW0049","QS607EW0050","QS607EW0051","QS607EW0052","QS607EW0053","QS607EW0054","QS607EW0055"
"E00021172",233,28,4,0,4,24,14,9,0,1,71,55,36,2,10,7,11,5,20,10,9,1,0,23,1,1,0,22,22,0,2,2,0,0,0,24,6,8,2,2,0,5,1,14,4,0,3,6,1,23,19,4,28,28,0
"E00021173",280,32,4,0,4,28,19,5,3,1,76,53,32,4,16,1,17,6,32,17,11,4,0,18,6,6,0,12,12,0,15,7,8,7,1,22,3,11,1,4,0,3,0,9,5,1,3,0,0,32,26,6,44,44,0
"E00021174",219,54,8,0,8,46,27,12,6,1,101,84,42,8,29,5,9,8,17,10,4,3,0,26,3,3,0,23,22,1,1,1,0,0,0,5,0,1,2,1,0,1,0,3,2,1,0,0,0,5,0,5,7,7,0
"E00021175",246,31,0,0,0,31,20,8,3,0,66,53,41,6,6,0,8,5,28,16,8,4,0,13,3,3,0,10,10,0,11,6,5,5,0,30,5,16,2,4,0,3,0,14,5,0,6,3,0,29,23,6,24,24,0
"E00021176",234,30,9,0,9,21,11,8,1,1,64,56,40,6,10,0,7,1,29,18,9,2,0,13,3,3,0,10,10,0,9,6,3,3,0,25,5,17,1,0,0,2,0,20,7,5,2,6,0,24,18,6,20,20,0
"E00021177",296,13,1,0,1,12,7,2,2,1,41,29,23,1,3,2,5,7,23,10,10,2,1,20,3,3,0,17,17,0,13,8,5,5,0,28,11,11,2,1,0,3,0,33,8,4,5,16,0,77,66,11,48,48,0
"E00021179",290,57,5,0,5,52,25,22,3,2,58,48,38,4,2,4,8,2,22,15,7,0,0,15,6,6,0,9,9,0,12,9,3,2,1,19,8,7,1,1,0,2,0,14,8,3,1,2,0,25,17,8,68,68,0
"E00021180",335,21,8,0,8,13,8,4,1,0,48,40,27,5,8,0,7,1,23,10,10,2,1,13,6,6,0,7,7,0,22,16,6,6,0,48,21,20,0,3,0,3,1,28,17,0,5,6,0,65,48,17,67,67,0
"E00021181",203,30,6,0,6,24,18,4,1,1,47,35,22,3,9,1,10,2,23,12,6,5,0,17,6,6,0,11,11,0,2,2,0,0,0,17,3,8,1,0,0,5,0,9,2,2,2,3,0,23,19,4,35,35,0
"E00021182",315,54,5,0,5,49,22,20,5,2,112,91,61,13,15,2,15,6,35,14,16,5,0,24,6,6,0,18,18,0,10,6,4,3,1,15,8,6,0,0,0,0,1,5,4,0,0,0,1,18,11,7,42,42,0
"E00021183",221,46,5,1,4,41,25,13,2,1,87,66,44,7,13,2,18,3,23,13,3,7,0,17,3,3,0,14,14,0,6,5,1,1,0,11,5,5,0,1,0,0,0,4,3,0,1,0,0,7,4,3,20,20,0
"E00021184",131,21,2,0,2,19,10,6,1,2,37,31,24,1,6,0,5,1,20,11,8,1,0,7,1,1,0,6,6,0,3,3,0,0,0,9,5,2,1,1,0,0,0,4,2,0,1,1,0,13,12,1,17,17,0
"E00021185",240,24,0,0,0,24,12,9,3,0,62,42,30,4,7,1,11,9,34,15,10,9,0,11,0,0,0,11,11,0,18,13,5,5,0,23,10,8,1,2,0,2,0,23,5,2,8,8,0,19,15,4,26,26,0
"E00021186",333,19,2,0,2,17,12,4,1,0,39,34,27,4,3,0,5,0,32,21,8,3,0,16,9,9,0,7,7,0,20,14,6,6,0,33,10,13,4,0,0,6,0,38,13,8,6,10,1,73,63,10,63,63,0
"E00021187",190,11,1,0,1,10,6,2,2,0,33,25,15,1,9,0,3,5,15,11,4,0,0,7,1,1,0,6,6,0,19,12,7,7,0,20,3,16,0,0,0,1,0,17,10,0,3,4,0,42,39,3,26,26,0
"E00021188",243,11,5,0,5,6,4,1,1,0,29,19,11,4,4,0,5,5,24,9,10,5,0,22,5,5,0,17,17,0,9,7,2,2,0,27,8,7,3,2,0,6,1,21,6,4,2,9,0,35,33,2,65,65,0
"E00021189",305,11,1,0,1,10,6,4,0,0,40,30,23,2,5,0,7,3,33,20,10,3,0,11,2,2,0,9,9,0,17,12,5,4,1,33,16,13,3,1,0,0,0,25,13,3,2,7,0,70,62,8,65,65,0
"E00021190",397,47,5,0,5,42,25,10,7,0,114,79,53,8,15,3,29,6,32,18,9,3,2,30,8,8,0,22,22,0,22,19,3,3,0,24,10,11,1,0,0,1,1,30,14,2,2,12,0,41,33,8,57,57,0
"E00021191",297,28,2,0,2,26,12,10,1,3,56,41,30,6,5,0,12,3,28,16,11,0,1,15,2,2,0,13,13,0,15,4,11,11,0,29,9,12,3,0,0,4,1,12,4,3,0,5,0,69,61,8,45,45,0
"E00021192",233,9,2,0,2,7,5,2,0,0,34,29,24,0,4,1,4,1,22,15,5,1,1,12,2,2,0,10,10,0,17,13,4,4,0,27,6,11,2,3,0,5,0,20,6,5,7,2,0,43,38,5,49,49,0
"E00021193",314,86,14,0,14,72,40,27,4,1,107,87,70,8,7,2,14,6,19,16,1,2,0,19,3,3,0,16,16,0,7,4,3,3,0,8,3,1,1,0,0,2,1,4,3,0,1,0,0,10,7,3,54,54,0
"E00021194",408,18,0,0,0,18,11,5,2,0,63,43,36,1,5,1,14,6,48,29,17,2,0,23,3,3,0,20,20,0,20,16,4,4,0,43,12,23,3,0,0,3,2,24,8,8,5,3,0,92,77,15,77,77,0
"E00021195",286,11,0,0,0,11,8,0,2,1,42,28,23,3,2,0,11,3,26,10,12,4,0,15,4,4,0,11,11,0,26,19,7,7,0,38,15,16,2,2,0,3,0,16,5,3,4,4,0,72,61,11,40,40,0
"E00021196",245,15,1,0,1,14,10,4,0,0,34,24,17,1,6,0,7,3,16,8,8,0,0,13,1,1,0,12,12,0,17,9,8,8,0,30,12,11,2,1,0,3,1,18,4,3,6,5,0,66,53,13,36,36,0
"E00021197",459,65,5,0,5,60,36,17,4,3,102,85,58,9,14,4,16,1,36,17,15,3,1,27,4,4,0,23,23,0,16,12,4,4,0,20,5,10,1,0,0,4,0,13,4,0,3,6,0,34,28,6,146,146,0
"E00021198",214,9,0,0,0,9,6,1,1,1,44,24,18,3,3,0,13,7,25,16,8,1,0,10,3,3,0,7,7,0,15,9,6,6,0,23,10,10,0,1,0,2,0,14,4,3,4,3,0,41,36,5,33,33,0
"E00021199",143,12,2,0,2,10,6,4,0,0,25,21,19,0,1,1,2,2,19,12,5,0,2,10,2,2,0,8,8,0,6,3,3,3,0,19,4,12,1,1,0,1,0,14,4,1,4,5,0,26,17,9,12,12,0
"E00021200",246,17,1,0,1,16,10,6,0,0,37,26,22,2,2,0,8,3,13,5,5,3,0,16,3,3,0,13,13,0,16,7,9,9,0,31,13,8,3,2,0,5,0,19,9,2,4,4,0,43,41,2,54,54,0
"E00021201",232,18,1,0,1,17,7,7,2,1,52,41,34,0,7,0,5,6,21,11,7,3,0,20,5,5,0,15,15,0,11,9,2,1,1,23,8,10,2,1,0,2,0,23,10,1,3,9,0,35,31,4,29,29,0
"E00021202",179,12,1,0,1,11,6,5,0,0,32,23,19,2,2,0,4,5,12,5,6,1,0,5,4,4,0,1,1,0,10,6,4,4,0,17,8,8,1,0,0,0,0,15,4,4,3,4,0,43,35,8,33,33,0
"E00021203",189,12,1,0,1,11,5,4,2,0,25,16,12,2,2,0,4,5,16,10,5,1,0,19,1,1,0,18,18,0,9,8,1,1,0,24,5,11,0,2,0,4,2,15,7,5,1,2,0,31,26,5,38,38,0
"E00021204",336,23,0,0,0,23,10,12,1,0,67,48,34,4,6,4,12,7,20,12,5,3,0,17,6,6,0,11,11,0,18,12,6,6,0,37,16,9,4,4,1,2,1,27,8,8,4,7,0,73,64,9,54,54,0
"E00021205",245,4,1,0,1,3,0,2,0,1,25,12,10,1,1,0,10,3,27,14,10,3,0,12,1,1,0,11,11,0,17,13,4,4,0,29,11,13,1,2,0,2,0,21,4,5,4,8,0,63,55,8,47,47,0
"E00021206",153,4,1,0,1,3,2,1,0,0,24,13,11,2,0,0,6,5,17,11,5,1,0,6,1,1,0,5,5,0,6,6,0,0,0,18,7,7,1,0,1,2,0,14,3,4,1,6,0,44,37,7,20,20,0
"E00021207",232,47,7,0,7,40,24,12,3,1,86,72,47,4,19,2,12,2,26,17,4,5,0,17,4,4,0,13,13,0,6,5,1,0,1,14,4,6,0,0,0,4,0,10,5,2,1,2,0,12,9,3,14,14,0
"E00021208",223,9,3,0,3,6,2,2,2,0,29,27,21,2,4,0,1,1,18,14,3,1,0,18,4,4,0,14,14,0,12,11,1,1,0,31,14,10,1,0,0,6,0,16,5,2,2,7,0,40,32,8,50,50,0
"E00021209",179,6,1,0,1,5,3,0,0,2,30,20,18,1,1,0,4,6,16,7,7,2,0,6,2,2,0,4,4,0,15,10,5,5,0,20,6,9,1,1,0,3,0,15,4,2,3,6,0,40,35,5,31,31,0
"E00021210",224,9,1,0,1,8,6,1,1,0,39,28,20,4,4,0,8,3,17,11,6,0,0,13,3,3,0,10,10,0,9,5,4,4,0,29,13,10,3,0,0,2,1,15,5,1,3,6,0,41,39,2,52,52,0
"E00021211",300,23,2,0,2,21,12,8,1,0,62,45,26,6,12,1,11,6,37,17,16,4,0,19,4,4,0,15,14,1,19,12,7,7,0,26,9,13,1,3,0,0,0,27,14,4,6,3,0,42,37,5,45,45,0
"E00021212",203,5,1,0,1,4,1,3,0,0,20,14,9,1,4,0,4,2,15,6,7,2,0,17,7,7,0,10,10,0,19,12,7,7,0,27,14,10,1,1,0,1,0,15,4,5,2,4,0,49,44,5,36,36,0
"E00021213",298,15,1,0,1,14,6,6,1,1,40,34,22,5,7,0,5,1,18,12,6,0,0,18,4,4,0,14,14,0,15,8,7,7,0,39,13,14,3,2,0,7,0,21,5,5,5,6,0,80,66,14,52,52,0
"E00021214",394,28,4,0,4,24,14,9,0,1,57,37,34,1,2,0,13,7,17,9,6,2,0,15,6,5,1,9,9,0,27,16,11,11,0,30,8,20,1,0,0,1,0,23,7,3,5,8,0,52,43,9,145,145,0
"E00021215",423,52,7,0,7,45,27,13,4,1,86,62,41,8,9,4,22,2,39,24,11,4,0,21,3,3,0,18,18,0,16,8,8,8,0,15,6,5,0,0,0,3,1,7,3,1,0,3,0,12,5,7,175,175,0
"E00021216",260,13,0,0,0,13,4,7,2,0,37,29,24,1,4,0,7,1,23,9,13,0,1,21,5,5,0,16,16,0,17,11,6,6,0,30,11,10,2,1,0,4,2,26,8,0,7,11,0,50,43,7,43,43,0
"E00021217",426,21,6,0,6,15,14,1,0,0,47,36,24,2,10,0,8,3,22,10,9,3,0,19,5,5,0,14,14,0,18,13,5,5,0,26,11,13,0,1,0,0,1,25,14,0,4,7,0,43,34,9,205,205,0
"E00021218",399,99,11,0,11,88,45,30,10,3,103,80,48,16,14,2,19,4,47,35,6,3,3,28,8,8,0,20,20,0,21,16,5,5,0,22,8,11,0,1,0,1,1,14,7,1,1,5,0,22,14,8,43,43,0
"E00021219",194,15,2,0,2,13,7,3,3,0,41,26,15,6,4,1,12,3,29,24,4,1,0,26,8,8,0,18,18,0,19,12,7,7,0,19,8,6,2,0,0,3,0,17,4,2,5,5,1,19,14,5,9,9,0
"E00021220",287,94,10,0,10,84,40,38,3,3,91,70,51,11,6,2,15,6,33,24,5,3,1,8,2,2,0,6,6,0,6,6,0,0,0,9,1,6,0,1,0,1,0,6,3,0,1,2,0,21,15,6,19,19,0
"E00021223",353,108,12,1,11,96,45,34,11,6,112,74,49,14,8,3,29,9,33,16,14,2,1,21,8,8,0,13,13,0,12,9,3,3,0,7,1,3,0,1,0,1,1,10,5,1,2,2,0,20,12,8,30,30,0
"E00021224",329,51,10,1,9,41,17,18,3,3,83,59,38,11,6,4,18,6,43,31,10,1,1,28,6,6,0,22,22,0,16,12,4,4,0,26,4,16,1,3,0,1,1,10,5,1,0,4,0,34,28,6,38,38,0
"E00021225",222,49,8,0,8,41,20,17,3,1,45,28,20,3,5,0,10,7,19,14,4,1,0,16,0,0,0,16,16,0,14,10,4,2,2,18,6,11,0,0,0,1,0,25,6,1,8,10,0,22,18,4,14,14,0
"E00021227",214,42,9,0,9,33,20,10,1,2,48,33,27,2,1,3,9,6,37,23,12,1,1,9,2,2,0,7,7,0,14,4,10,10,0,17,4,3,3,0,1,5,1,12,2,1,3,6,0,14,9,5,21,21,0
"E00021228",268,23,8,1,7,15,9,3,2,1,43,27,19,5,2,1,10,6,30,18,9,2,1,24,5,5,0,19,19,0,26,13,13,12,1,24,5,12,2,0,0,4,1,33,7,0,13,13,0,36,28,8,29,29,0
"E00021229",215,17,2,0,2,15,6,8,1,0,25,13,10,3,0,0,8,4,26,11,11,4,0,10,4,4,0,6,6,0,20,15,5,4,1,39,13,10,7,0,0,9,0,10,2,1,3,3,1,43,39,4,25,25,0
"E00021230",204,51,9,0,9,42,20,14,7,1,61,40,25,8,5,2,14,7,27,17,7,2,1,14,6,6,0,8,8,0,2,0,2,2,0,14,3,3,1,0,0,6,1,12,4,0,3,5,0,13,7,6,10,10,0
"E00021231",169,24,7,0,7,17,9,5,3,0,33,21,13,3,5,0,10,2,29,21,5,0,3,14,4,4,0,10,10,0,9,6,3,3,0,20,4,12,0,2,0,2,0,20,3,0,11,6,0,14,13,1,6,6,0
"E00021235",242,4,0,0,0,4,2,1,1,0,26,23,21,0,1,1,2,1,15,9,4,1,1,13,6,6,0,7,7,0,16,8,8,8,0,37,11,17,2,2,1,3,1,24,8,6,2,8,0,66,55,11,41,41,0
"E00021236",236,31,5,0,5,26,15,9,2,0,53,29,16,11,2,0,19,5,21,13,4,2,2,19,4,4,0,15,15,0,11,8,3,3,0,26,6,15,0,2,0,2,1,14,7,2,4,1,0,37,30,7,24,24,0
"E00021238",366,132,25,0,25,107,59,36,7,5,116,82,56,14,8,4,22,12,20,15,2,2,1,13,6,6,0,7,7,0,1,0,1,1,0,23,4,10,1,0,3,4,1,8,3,0,2,3,0,13,6,7,40,40,0
"E00021239",253,104,21,0,21,83,55,23,3,2,82,57,39,11,5,2,23,2,21,20,0,1,0,12,2,2,0,10,10,0,6,5,1,1,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,7,4,3,15,15,0
"E00021240",283,96,12,0,12,84,30,41,7,6,98,69,51,10,6,2,25,4,30,20,5,4,1,17,6,6,0,11,11,0,7,6,1,0,1,5,1,1,0,1,0,2,0,4,2,0,1,1,0,7,6,1,19,19,0
"E00021241",249,68,8,0,8,60,26,28,5,1,77,60,34,9,16,1,12,5,21,15,6,0,0,17,5,5,0,12,12,0,10,9,1,0,1,11,1,4,1,2,0,3,0,3,1,2,0,0,0,4,3,1,38,38,0
"E00021243",269,23,5,0,5,18,9,8,1,0,45,25,15,6,3,1,16,4,36,16,16,1,3,21,2,2,0,19,19,0,15,12,3,3,0,30,10,12,2,1,0,4,1,22,2,1,7,12,0,46,30,16,31,31,0
"E00021244",185,9,1,0,1,8,4,3,1,0,27,12,11,0,1,0,7,8,16,12,4,0,0,16,3,3,0,13,13,0,12,6,6,6,0,25,5,14,0,1,0,4,1,35,7,4,8,16,0,34,21,13,11,11,0
"E00021245",176,14,3,0,3,11,5,6,0,0,26,17,9,7,1,0,5,4,22,16,6,0,0,20,5,5,0,15,15,0,13,8,5,4,1,20,5,9,2,1,0,2,1,16,4,3,1,7,1,31,25,6,14,14,0
"E00021246",383,35,2,0,2,33,12,17,3,1,73,53,35,11,5,2,16,4,50,25,19,4,2,18,6,6,0,12,12,0,23,13,10,8,2,48,15,20,5,2,0,6,0,32,7,6,5,13,1,64,48,16,40,40,0
"E00021247",266,9,0,0,0,9,7,1,1,0,34,25,22,2,1,0,5,4,23,10,9,3,1,15,3,3,0,12,12,0,14,7,7,6,1,29,8,14,1,1,0,4,1,27,11,3,5,8,0,63,50,13,52,52,0
"E00021248",236,15,2,0,2,13,10,3,0,0,37,25,20,3,1,1,8,4,21,13,8,0,0,19,7,7,0,12,12,0,21,11,10,8,2,33,8,16,1,0,0,7,1,23,9,3,5,6,0,41,32,9,26,26,0
"E00021249",242,7,0,0,0,7,5,1,1,0,22,13,11,1,1,0,3,6,37,22,12,2,1,18,0,0,0,18,18,0,16,10,6,6,0,41,12,22,0,1,0,5,1,29,6,4,6,13,0,41,33,8,31,31,0
"E00021251",210,18,4,0,4,14,6,6,1,1,41,27,20,3,4,0,12,2,23,14,6,2,1,14,2,2,0,12,12,0,9,6,3,3,0,36,16,14,1,2,0,1,2,15,1,4,5,5,0,40,24,16,14,14,0
"E00021252",240,59,7,0,7,52,24,26,1,1,78,49,34,9,5,1,20,9,31,19,8,2,2,18,2,2,0,16,16,0,13,11,2,2,0,7,4,2,0,1,0,0,0,2,1,0,0,1,0,7,3,4,25,25,0
"E00021253",234,21,3,0,3,18,6,9,3,0,42,29,21,4,4,0,9,4,24,15,6,0,3,22,3,3,0,19,19,0,13,10,3,3,0,22,7,8,0,0,1,4,2,22,7,1,4,10,0,39,28,11,29,29,0
"E00021254",203,57,16,0,16,41,15,21,4,1,61,40,22,10,4,4,18,3,21,15,5,0,1,16,2,2,0,14,14,0,8,5,3,3,0,7,1,3,0,0,0,3,0,3,1,0,1,1,0,3,1,2,27,27,0
"E00021255",193,62,10,0,10,52,26,19,6,1,74,56,30,14,9,3,18,0,20,12,7,0,1,6,3,3,0,3,3,0,4,3,1,1,0,6,3,1,0,0,0,2,0,2,2,0,0,0,0,8,4,4,11,11,0
"E00021256",213,54,4,0,4,50,27,21,0,2,47,32,21,7,3,1,13,2,23,19,3,1,0,12,4,4,0,8,8,0,11,7,4,4,0,7,6,1,0,0,0,0,0,4,1,2,1,0,0,10,6,4,45,45,0
"E00021257",207,46,9,0,9,37,19,9,6,3,48,34,30,2,2,0,10,4,25,22,1,1,1,12,1,1,0,11,11,0,8,5,3,3,0,18,2,9,0,2,0,5,0,11,6,1,1,3,0,12,7,5,27,27,0
"E00021258",238,10,2,0,2,8,7,1,0,0,27,15,12,1,2,0,8,4,26,15,10,1,0,18,3,3,0,15,15,0,20,13,7,7,0,33,12,15,2,0,0,4,0,22,8,4,4,6,0,41,28,13,41,41,0
"E00021259",297,24,2,0,2,22,12,8,1,1,46,31,18,4,8,1,10,5,34,17,13,3,1,21,5,5,0,16,16,0,12,8,4,4,0,43,14,12,2,3,0,10,2,33,9,5,8,11,0,44,32,12,40,40,0
"E00021260",245,17,1,0,1,16,9,5,2,0,43,32,24,1,3,4,6,5,17,11,5,0,1,17,5,5,0,12,12,0,13,12,1,1,0,31,4,20,2,2,0,3,0,33,13,4,6,10,0,35,30,5,39,39,0
"E00021261",193,31,4,0,4,27,14,12,0,1,60,42,28,9,5,0,14,4,13,10,1,2,0,11,4,4,0,7,7,0,6,5,1,1,0,22,8,4,2,3,0,4,1,8,2,0,1,5,0,18,15,3,24,24,0
"E00021262",201,8,1,0,1,7,3,3,1,0,29,20,15,2,3,0,6,3,15,8,4,2,1,18,2,2,0,16,16,0,16,7,9,9,0,25,9,7,1,0,0,7,1,21,5,4,4,8,0,38,28,10,31,31,0
"E00021263",308,51,4,0,4,47,26,16,4,1,94,76,59,9,7,1,10,8,50,29,14,6,1,19,5,5,0,14,14,0,13,9,4,4,0,24,9,9,0,1,1,3,1,12,3,0,1,8,0,18,15,3,27,27,0
"E00021266",225,27,7,1,6,20,11,5,2,2,82,66,42,4,17,3,13,3,23,17,5,1,0,35,9,9,0,26,26,0,10,9,1,1,0,13,7,5,1,0,0,0,0,10,2,0,3,4,1,12,8,4,13,13,0
