"GeographyCode","QS211EW0001","QS211EW0002","QS211EW0003","QS211EW0004","QS211EW0005","QS211EW0006","QS211EW0007","QS211EW0008","QS211EW0009","QS211EW0010","QS211EW0011","QS211EW0012","QS211EW0013","QS211EW0014","QS211EW0015","QS211EW0016","QS211EW0017","QS211EW0018","QS211EW0019","QS211EW0020","QS211EW0021","QS211EW0022","QS211EW0023","QS211EW0024","QS211EW0025","QS211EW0026","QS211EW0027","QS211EW0028","QS211EW0029","QS211EW0030","QS211EW0031","QS211EW0032","QS211EW0033","QS211EW0034","QS211EW0035","QS211EW0036","QS211EW0037","QS211EW0038","QS211EW0039","QS211EW0040","QS211EW0041","QS211EW0042","QS211EW0043","QS211EW0044","QS211EW0045","QS211EW0046","QS211EW0047","QS211EW0048","QS211EW0049","QS211EW0050","QS211EW0051","QS211EW0052","QS211EW0053","QS211EW0054","QS211EW0055","QS211EW0056","QS211EW0057","QS211EW0058","QS211EW0059","QS211EW0060","QS211EW0061","QS211EW0062","QS211EW0063","QS211EW0064","QS211EW0065","QS211EW0066","QS211EW0067","QS211EW0068","QS211EW0069","QS211EW0070","QS211EW0071","QS211EW0072","QS211EW0073","QS211EW0074","QS211EW0075","QS211EW0076","QS211EW0077","QS211EW0078","QS211EW0079","QS211EW0080","QS211EW0081","QS211EW0082","QS211EW0083","QS211EW0084","QS211EW0085","QS211EW0086","QS211EW0087","QS211EW0088","QS211EW0089","QS211EW0090","QS211EW0091","QS211EW0092","QS211EW0093","QS211EW0094","QS211EW0095","QS211EW0096","QS211EW0097","QS211EW0098","QS211EW0099","QS211EW0100","QS211EW0101","QS211EW0102","QS211EW0103","QS211EW0104","QS211EW0105","QS211EW0106","QS211EW0107","QS211EW0108","QS211EW0109","QS211EW0110","QS211EW0111","QS211EW0112","QS211EW0113","QS211EW0114","QS211EW0115","QS211EW0116","QS211EW0117","QS211EW0118","QS211EW0119","QS211EW0120","QS211EW0121","QS211EW0122","QS211EW0123","QS211EW0124","QS211EW0125","QS211EW0126","QS211EW0127","QS211EW0128","QS211EW0129","QS211EW0130","QS211EW0131","QS211EW0132","QS211EW0133","QS211EW0134","QS211EW0135","QS211EW0136","QS211EW0137","QS211EW0138","QS211EW0139","QS211EW0140","QS211EW0141","QS211EW0142","QS211EW0143","QS211EW0144","QS211EW0145","QS211EW0146","QS211EW0147","QS211EW0148","QS211EW0149","QS211EW0150","QS211EW0151","QS211EW0152","QS211EW0153","QS211EW0154","QS211EW0155","QS211EW0156","QS211EW0157","QS211EW0158","QS211EW0159","QS211EW0160","QS211EW0161","QS211EW0162","QS211EW0163","QS211EW0164","QS211EW0165","QS211EW0166","QS211EW0167","QS211EW0168","QS211EW0169","QS211EW0170","QS211EW0171","QS211EW0172","QS211EW0173","QS211EW0174","QS211EW0175","QS211EW0176","QS211EW0177","QS211EW0178","QS211EW0179","QS211EW0180","QS211EW0181","QS211EW0182","QS211EW0183","QS211EW0184","QS211EW0185","QS211EW0186","QS211EW0187","QS211EW0188","QS211EW0189","QS211EW0190","QS211EW0191","QS211EW0192","QS211EW0193","QS211EW0194","QS211EW0195","QS211EW0196","QS211EW0197","QS211EW0198","QS211EW0199","QS211EW0200","QS211EW0201","QS211EW0202","QS211EW0203","QS211EW0204","QS211EW0205","QS211EW0206","QS211EW0207","QS211EW0208","QS211EW0209","QS211EW0210","QS211EW0211","QS211EW0212","QS211EW0213","QS211EW0214","QS211EW0215","QS211EW0216","QS211EW0217","QS211EW0218","QS211EW0219","QS211EW0220","QS211EW0221","QS211EW0222","QS211EW0223","QS211EW0224","QS211EW0225","QS211EW0226","QS211EW0227","QS211EW0228","QS211EW0229","QS211EW0230","QS211EW0231","QS211EW0232","QS211EW0233","QS211EW0234","QS211EW0235","QS211EW0236","QS211EW0237","QS211EW0238","QS211EW0239","QS211EW0240","QS211EW0241","QS211EW0242","QS211EW0243","QS211EW0244","QS211EW0245","QS211EW0246","QS211EW0247","QS211EW0248","QS211EW0249","QS211EW0250","QS211EW0251"
"E02000874",7129,1641,95,0,0,1,0,0,49,20,1,4,0,0,0,1,37,1,0,8,1,78,0,28,1,0,1,78,0,0,0,1,8,0,0,2,0,0,0,1,17,38,0,156,0,34,0,0,6,1,0,0,0,6,5,0,0,2,0,81,52,39,81,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,10,0,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,32,110,67,3308,211,3,0,12,0,0,0,2,2,0,1,2,2,0,12,0,13,7,1,4,4,0,0,0,1,1,0,0,0,1,14,5,1,7,1,0,24,10,240,146,0,0,34,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,77,24,0,9,59,0,1,1,0,0,0,1,3,0,0,0,0,1,1,0,1,0,2,0,0,2,0,0,1,0,0,0,1,5,0,3,2,0,0,4,0,0,1,2,0,0,0,0,3,0,0,0,0,4,2,2,22
"E02000875",9440,2477,101,36,0,1,0,0,42,41,2,11,0,0,0,2,23,1,0,8,0,84,2,25,1,1,0,48,0,0,1,0,9,0,1,1,0,0,0,0,14,41,0,128,0,61,1,0,4,0,0,0,0,19,3,0,0,2,0,90,142,52,70,0,0,0,0,0,0,8,2,4,2,0,0,0,0,0,3,0,8,4,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,3,5,0,0,1,0,41,125,85,3798,232,7,0,4,2,4,1,4,0,0,10,1,2,0,15,0,8,1,0,5,2,5,0,0,0,0,0,1,0,0,24,0,4,1,7,0,98,24,505,362,0,2,58,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,4,0,98,20,0,48,100,1,7,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,8,21,0,2,9,0,0,0,0,0,2,4,0,0,0,0,17,1,0,0,0,12,11,0,14
"E02000876",7037,1734,116,3,0,1,0,0,72,18,0,9,0,0,0,4,15,4,0,3,1,89,0,25,3,0,1,83,0,0,0,3,12,0,0,0,2,0,0,6,26,25,0,226,0,45,0,2,1,0,0,0,0,18,1,0,0,2,0,101,51,52,74,0,0,0,0,5,0,1,0,2,0,0,0,3,0,0,0,0,7,1,0,0,0,2,0,2,0,0,0,2,3,0,1,0,0,0,0,0,3,0,0,0,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,1,0,45,133,64,3050,134,1,0,6,0,0,0,7,0,0,13,6,3,0,29,0,14,1,0,1,0,13,0,0,0,0,0,0,0,0,9,2,2,6,2,0,27,11,234,95,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,40,10,0,16,61,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,9,0,0,4,0,8,0,0,0,0,0,0,1,11,0,0,1,2,0,2,0,0,4,3,0,0,1,0,0,5,0,0,0,8,4,4,20
"E02000877",9803,2157,92,7,1,5,0,0,33,55,1,10,2,0,0,1,33,2,0,0,0,78,0,14,7,1,0,93,0,0,4,0,21,0,3,1,0,0,0,1,23,41,1,201,2,109,0,0,1,5,0,0,0,23,1,0,0,1,0,110,129,26,89,0,1,0,0,0,0,3,0,5,0,0,3,5,1,0,3,0,1,0,0,0,2,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,1,0,48,188,100,4525,175,2,1,4,3,0,0,9,1,0,25,2,2,2,29,1,10,0,0,9,2,7,0,0,1,0,0,1,0,0,22,3,1,6,0,0,44,19,527,287,0,0,48,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,56,26,0,22,75,0,6,1,0,1,0,0,4,0,0,0,0,0,0,3,0,2,0,0,0,7,0,5,0,0,1,0,4,15,0,1,2,3,0,8,0,0,0,0,0,0,0,1,2,0,0,0,0,7,0,0,15
"E02000878",10286,2666,162,14,0,5,0,1,158,26,3,17,0,0,1,0,48,1,0,12,0,179,0,56,12,0,4,192,1,0,0,5,31,0,1,3,0,0,0,2,117,57,2,586,0,75,0,4,0,0,0,0,0,24,1,0,0,0,1,189,51,51,112,0,0,0,0,0,0,0,0,2,0,0,0,4,1,1,0,0,4,0,4,0,1,0,0,3,1,2,0,0,2,0,0,0,0,0,0,1,15,0,0,0,2,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1,0,0,0,58,220,159,3852,198,1,0,1,2,0,0,4,1,0,20,5,2,0,47,1,30,0,0,5,3,2,0,0,0,0,0,0,0,0,15,2,1,14,0,0,6,24,264,97,0,0,15,0,1,0,2,0,0,0,0,0,1,3,0,0,1,0,1,0,41,17,0,17,100,1,1,0,0,0,0,0,14,0,1,0,0,4,0,0,0,2,0,2,0,10,2,1,0,0,0,2,4,32,1,2,12,2,0,3,0,1,2,0,0,0,1,0,2,0,0,0,0,11,2,1,10
"E02000879",7634,2266,105,2,0,0,0,1,43,30,0,13,0,0,1,3,15,0,0,3,0,92,0,9,1,2,0,69,1,0,3,0,16,0,0,6,0,0,0,1,17,43,0,170,0,61,0,1,9,1,0,0,1,11,2,0,0,2,1,104,65,43,85,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,1,0,3,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,4,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,1,0,0,0,4,5,0,0,0,0,41,126,93,3080,114,8,0,1,1,1,0,1,3,0,16,1,1,0,14,0,10,0,0,5,3,1,0,0,0,0,0,0,1,0,19,0,2,7,7,0,15,30,201,149,0,0,25,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,38,8,0,10,134,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,3,0,5,0,4,0,0,0,1,9,12,0,0,15,4,0,7,0,0,1,5,0,0,1,0,5,0,0,0,0,17,2,0,10
"E02000880",5776,1403,79,3,0,9,0,1,41,17,0,8,0,0,0,3,13,0,0,1,0,65,0,8,1,1,1,75,1,0,0,0,11,0,0,0,0,0,0,5,27,20,0,157,0,48,0,4,1,0,0,0,0,11,1,0,1,2,0,88,41,19,63,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,2,2,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,35,128,96,2567,77,0,1,1,6,0,0,0,0,0,46,3,3,0,10,0,3,9,0,29,1,0,0,0,0,0,0,0,0,0,9,3,6,4,0,0,12,18,170,52,0,0,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,37,1,0,8,80,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,11,0,0,14,1,0,8,1,0,1,4,0,3,0,0,11,0,0,0,0,9,4,2,9
"E02000881",6909,1802,56,11,0,0,0,1,8,32,0,9,2,0,1,1,23,0,0,5,0,71,0,8,7,1,0,24,0,0,0,0,8,0,0,0,0,0,0,3,8,64,0,75,0,65,0,0,1,6,0,0,0,40,2,1,1,0,0,66,150,60,42,0,0,0,0,0,0,2,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,3,0,0,0,0,1,2,0,0,0,23,96,76,2749,145,4,0,5,0,0,0,0,0,0,28,0,2,0,2,0,7,0,0,7,2,0,0,0,0,0,0,0,0,0,4,1,0,5,8,0,61,22,433,223,0,2,38,1,1,8,0,0,0,0,0,0,4,0,1,1,0,0,1,0,79,20,0,17,52,1,13,0,0,2,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,2,4,0,0,5,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,21,4,11,21
"E02000882",8604,1934,67,2,0,3,0,1,35,22,1,3,0,0,0,2,13,0,1,2,0,76,0,2,7,0,2,38,0,0,3,0,17,0,0,2,1,0,0,5,18,26,1,112,0,68,0,3,0,3,0,0,0,12,1,0,0,1,0,61,109,45,94,0,0,0,0,1,0,6,0,4,2,0,0,2,1,0,0,0,5,0,1,0,0,2,0,7,0,0,1,0,1,0,1,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,3,0,0,0,1,4,0,0,1,0,30,150,62,4539,101,1,0,10,1,0,0,2,0,0,57,3,1,0,6,4,5,0,0,13,5,0,0,0,2,0,0,0,0,0,6,0,0,2,0,0,8,18,278,179,0,0,32,1,0,0,0,0,0,2,0,0,3,6,2,0,0,0,4,0,70,19,0,20,63,0,0,1,0,0,0,0,0,0,0,0,0,5,2,0,6,0,0,1,0,2,1,0,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,2,2,7
"E02000883",7950,2291,67,1,6,14,0,0,21,58,0,16,4,0,0,2,37,0,0,1,1,91,1,10,4,0,1,40,0,1,4,0,5,0,1,5,0,0,0,11,20,51,0,74,0,46,0,0,1,0,0,0,0,26,0,0,1,3,2,82,143,47,44,0,0,0,0,0,0,4,1,1,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,29,99,56,3074,204,8,0,4,2,0,0,7,0,0,11,0,0,0,2,0,5,0,0,5,0,10,0,0,0,0,0,0,0,1,10,0,0,2,4,0,71,16,453,251,0,0,47,0,0,4,0,0,0,0,0,0,1,0,5,1,1,0,2,0,98,17,0,25,72,5,1,0,0,0,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,5,0,0,0,0,0,2,3,10,0,0,4,0,0,4,4,0,2,12,0,0,0,0,0,0,0,0,0,9,0,0,19
"E02000884",9086,2235,154,8,0,2,0,0,97,28,2,8,0,0,0,1,37,2,2,9,0,135,0,47,3,0,0,136,0,0,0,0,21,1,0,1,0,0,0,7,51,48,1,497,0,99,0,10,0,0,0,0,0,10,1,0,0,2,0,158,37,37,110,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,23,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,0,0,0,0,9,0,0,2,0,44,269,221,3360,227,2,1,6,7,1,2,2,1,0,38,3,2,0,26,3,26,3,0,12,9,3,2,1,2,1,1,1,1,0,36,5,1,16,0,0,30,37,251,55,0,0,16,1,0,0,0,0,0,0,1,0,0,0,0,0,7,0,1,0,22,6,0,17,143,0,7,0,0,0,0,0,4,1,0,0,0,12,0,0,1,2,4,0,0,15,1,1,0,0,0,0,6,15,0,0,9,2,0,4,0,0,0,2,0,0,1,0,2,0,0,0,1,11,2,0,9
"E02000885",6895,1404,94,3,0,1,0,1,28,29,1,13,0,0,0,0,17,0,0,2,0,72,0,9,1,0,0,46,0,0,5,3,5,0,1,0,0,0,0,0,13,19,0,151,0,54,0,5,0,0,0,0,0,25,1,0,0,1,0,85,33,35,70,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,32,114,79,3491,99,2,0,3,7,0,0,7,2,0,19,1,0,0,10,0,4,1,0,4,6,4,0,0,6,0,0,0,0,0,8,0,0,4,0,0,18,14,253,137,0,0,29,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,16,0,11,107,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,13,0,0,1,2,0,4,0,2,4,8,0,0,0,0,7,0,1,0,0,9,8,0,13
"E02000886",7326,2423,132,1,0,2,0,2,73,35,1,18,0,0,1,3,61,1,1,2,0,129,0,24,3,0,1,82,0,0,9,0,7,0,0,3,0,0,0,4,32,67,1,266,0,73,0,0,0,0,0,0,0,47,4,1,0,2,0,113,64,48,78,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,7,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,1,2,1,3,0,0,6,0,42,216,43,2027,330,12,0,5,4,2,0,7,0,0,14,1,5,0,9,0,19,0,0,2,5,4,0,0,0,0,0,0,0,0,12,4,0,6,0,0,69,22,246,119,0,0,16,2,5,3,1,1,0,0,0,0,0,0,0,0,0,0,2,0,41,7,0,15,70,0,2,0,0,0,0,0,2,0,1,0,0,2,1,0,2,0,1,0,0,6,0,0,0,0,0,0,2,12,0,2,6,3,0,0,2,0,1,8,0,1,0,0,10,5,0,0,0,9,0,0,5
"E02000887",8660,2313,86,2,0,5,0,1,22,81,0,12,0,0,0,3,22,1,3,3,3,122,0,20,2,2,1,75,0,0,8,3,11,0,1,0,0,0,0,5,16,92,1,155,0,71,0,1,0,0,0,0,0,14,1,0,0,3,0,113,114,64,80,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,3,2,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,55,143,89,3349,237,15,1,12,5,0,0,9,1,0,21,4,3,0,6,0,11,0,0,6,5,1,0,0,3,0,0,0,0,0,7,2,4,10,0,0,50,41,443,240,0,0,35,0,2,0,0,0,0,0,0,0,0,3,2,0,4,0,2,0,68,14,0,23,73,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,15,0,1,8,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,26,3,0,6
"E02000888",8215,2071,128,2,0,5,0,7,80,40,0,20,0,0,0,3,36,1,0,1,0,142,0,49,1,0,0,78,0,0,0,0,19,0,2,1,0,0,0,1,34,84,3,236,1,58,0,5,0,0,0,0,0,43,1,1,0,1,0,129,75,50,85,0,0,0,0,0,0,12,0,1,2,0,1,7,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,2,0,0,0,0,2,0,0,2,0,35,269,77,3179,254,2,0,2,5,0,0,3,1,0,21,2,3,1,35,1,9,0,0,9,3,0,0,0,0,0,0,0,0,0,9,1,0,12,0,0,17,23,320,128,0,0,40,0,0,0,0,1,0,0,0,0,0,2,0,1,2,0,0,0,41,23,0,20,63,0,1,0,0,1,0,0,2,0,0,3,0,4,0,0,0,1,2,0,0,5,0,0,0,0,0,0,0,16,0,0,0,1,0,4,0,0,4,2,0,0,0,0,0,0,0,0,0,10,0,0,5
"E02000889",6616,2166,143,1,0,1,2,0,97,22,1,4,0,0,0,2,52,2,0,0,0,105,0,32,6,2,0,92,0,0,0,0,4,0,0,2,0,0,0,4,35,84,2,274,1,66,0,7,0,0,0,0,0,16,6,0,0,0,0,110,49,37,111,0,1,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,3,1,1,0,0,1,0,2,0,0,0,0,0,7,0,0,0,2,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,3,2,0,1,0,32,192,46,2039,165,5,0,3,6,2,0,2,1,0,16,1,1,0,25,3,17,4,0,3,6,0,0,4,0,0,0,0,1,0,7,1,3,5,0,0,13,23,162,69,0,0,12,0,3,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,5,6,0,12,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,0,0,0,0,0,0,13,0,0,4,1,0,3,0,1,2,2,0,0,0,0,2,0,0,0,0,3,0,1,6
"E02000890",5795,2986,139,16,0,0,0,0,111,15,0,9,0,0,2,0,70,3,0,1,0,144,0,45,2,1,1,95,0,0,0,0,9,0,1,0,0,0,0,7,85,55,3,397,0,63,0,7,0,0,0,0,0,14,0,0,0,2,2,120,31,16,84,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,0,0,0,27,131,22,537,153,10,0,0,1,0,0,1,1,0,13,0,4,0,25,1,10,0,0,9,3,0,0,0,0,0,1,0,0,0,15,0,1,3,0,0,9,9,53,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,2,37,0,1,0,0,2,0,0,0,1,0,0,0,16,0,0,2,0,0,0,0,9,0,0,0,0,0,0,2,18,0,0,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,1,4,1,0,7
"E02000891",12678,3385,191,2,1,3,0,2,124,63,0,33,0,0,0,10,118,3,0,6,0,252,2,77,1,16,3,162,0,0,0,1,32,0,3,0,0,0,0,9,82,189,2,454,0,179,0,9,0,0,0,0,0,47,3,1,1,1,0,269,164,75,173,0,0,0,1,1,0,7,0,4,2,0,1,4,0,0,1,0,7,3,0,0,2,0,0,2,8,1,0,0,3,0,1,0,0,1,0,0,9,0,0,1,2,0,0,2,0,0,1,4,0,0,3,0,0,0,0,0,4,0,0,0,0,2,1,0,2,0,86,880,167,2241,1196,11,0,7,3,2,2,16,1,0,54,8,16,0,29,3,75,0,0,26,7,12,1,0,7,0,0,1,0,0,51,3,1,14,0,0,73,55,604,250,0,0,38,0,1,0,2,0,0,1,0,0,2,0,4,0,3,2,2,0,55,33,0,35,166,0,1,0,0,1,0,0,2,0,0,0,1,2,0,0,0,2,0,0,1,43,0,0,1,0,0,0,2,54,0,1,3,0,0,12,2,1,7,2,0,0,4,0,4,0,0,0,1,33,2,0,22
"E02000893",6783,2782,82,1,0,0,0,1,57,83,1,10,0,0,3,3,28,6,0,4,0,146,0,30,4,5,3,49,0,0,2,0,6,0,4,0,0,0,0,1,19,110,0,193,0,113,0,2,0,0,0,0,0,21,1,1,1,6,0,129,80,59,96,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,46,313,59,1159,354,7,2,1,2,0,0,0,0,0,6,3,4,1,13,0,14,0,0,10,4,6,0,0,0,0,0,0,0,0,9,0,1,7,2,0,69,23,206,119,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,11,61,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,0,6,16,0,0,0,0,0,18,0,0,4,2,0,0,1,0,1,1,0,0,0,5,0,0,7
"E02000894",10137,3593,148,2,0,6,0,6,136,81,0,19,0,0,0,5,105,9,0,0,0,285,0,66,2,8,5,120,0,0,0,0,35,0,2,0,0,0,0,5,74,173,1,436,0,181,1,1,2,0,0,0,5,56,6,0,0,2,0,237,97,49,146,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,14,1,2,3,0,1,0,4,1,2,0,0,1,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,4,0,0,3,0,1,0,0,0,0,0,0,4,0,0,1,1,8,4,0,3,1,32,734,97,1265,853,2,0,2,2,0,0,6,0,0,26,3,3,0,27,0,35,0,0,22,10,0,0,0,1,0,0,1,1,0,20,4,1,27,0,0,79,44,231,147,0,0,18,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,28,3,0,14,85,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,2,0,3,0,10,0,1,1,0,0,0,3,44,0,2,0,5,0,3,0,0,5,1,0,0,2,0,0,2,0,0,0,9,4,0,23
"E02006853",7064,1904,110,1,0,1,0,0,65,41,0,16,0,0,0,1,116,1,0,6,0,122,0,58,0,2,3,55,0,0,4,0,24,0,1,6,0,0,0,0,38,107,3,254,0,64,0,8,0,0,0,0,0,54,7,0,0,1,0,151,80,56,103,0,1,0,0,0,0,7,0,4,0,0,0,1,0,0,2,0,6,0,0,0,0,0,0,3,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,1,1,0,0,0,12,0,0,0,0,49,426,57,1361,617,1,0,4,11,1,0,11,0,0,11,4,7,0,23,0,35,0,0,4,3,1,0,0,0,0,0,0,0,0,22,0,2,7,7,0,54,26,266,156,0,0,21,0,1,3,0,0,0,0,0,0,1,0,0,2,9,0,0,0,24,15,0,48,110,0,2,0,0,1,0,1,3,0,1,0,0,1,2,0,1,0,8,1,0,19,0,0,0,0,0,0,3,27,0,0,2,1,0,11,0,0,3,1,0,1,1,0,3,0,0,0,0,15,2,1,29
"E02006854",5883,1661,75,1,0,0,0,1,100,14,2,12,0,0,1,1,96,1,0,5,0,104,0,58,2,5,1,87,0,0,4,0,27,2,0,4,0,0,0,4,94,74,2,345,0,68,0,6,0,0,0,0,1,55,0,1,0,1,0,136,53,39,84,0,0,0,0,1,0,1,0,2,0,0,0,4,0,0,1,0,4,0,1,0,0,2,0,3,0,2,0,0,0,0,1,0,0,0,0,0,1,0,2,1,1,0,0,0,2,0,0,0,2,0,1,5,0,0,0,0,1,0,0,0,0,6,2,0,0,0,35,413,64,733,615,2,1,2,7,0,0,10,0,0,22,3,7,0,27,0,36,3,0,9,3,1,0,0,0,0,0,0,1,0,13,3,1,26,3,0,19,24,184,71,0,0,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,7,0,5,105,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,3,0,1,0,0,20,2,0,3,0,2,0,6,17,0,0,0,6,0,9,1,0,1,2,1,0,1,0,0,0,0,0,0,13,0,0,11
