"GeographyCode","QS606EW0001","QS606EW0002","QS606EW0003","QS606EW0004","QS606EW0005","QS606EW0006","QS606EW0007","QS606EW0008","QS606EW0009","QS606EW0010","QS606EW0011","QS606EW0012","QS606EW0013","QS606EW0014","QS606EW0015","QS606EW0016","QS606EW0017","QS606EW0018","QS606EW0019","QS606EW0020","QS606EW0021","QS606EW0022","QS606EW0023","QS606EW0024","QS606EW0025","QS606EW0026","QS606EW0027","QS606EW0028","QS606EW0029","QS606EW0030","QS606EW0031","QS606EW0032","QS606EW0033","QS606EW0034","QS606EW0035","QS606EW0036","QS606EW0037","QS606EW0038","QS606EW0039","QS606EW0040","QS606EW0041","QS606EW0042","QS606EW0043","QS606EW0044","QS606EW0045","QS606EW0046","QS606EW0047","QS606EW0048","QS606EW0049","QS606EW0050","QS606EW0051","QS606EW0052","QS606EW0053","QS606EW0054","QS606EW0055","QS606EW0056","QS606EW0057","QS606EW0058","QS606EW0059","QS606EW0060","QS606EW0061","QS606EW0062","QS606EW0063","QS606EW0064","QS606EW0065","QS606EW0066","QS606EW0067","QS606EW0068","QS606EW0069","QS606EW0070","QS606EW0071","QS606EW0072","QS606EW0073","QS606EW0074","QS606EW0075","QS606EW0076","QS606EW0077","QS606EW0078","QS606EW0079","QS606EW0080","QS606EW0081","QS606EW0082","QS606EW0083","QS606EW0084","QS606EW0085","QS606EW0086","QS606EW0087","QS606EW0088","QS606EW0089","QS606EW0090","QS606EW0091","QS606EW0092","QS606EW0093","QS606EW0094","QS606EW0095","QS606EW0096","QS606EW0097","QS606EW0098","QS606EW0099","QS606EW0100","QS606EW0101","QS606EW0102","QS606EW0103","QS606EW0104","QS606EW0105","QS606EW0106","QS606EW0107","QS606EW0108","QS606EW0109","QS606EW0110","QS606EW0111","QS606EW0112","QS606EW0113","QS606EW0114","QS606EW0115","QS606EW0116","QS606EW0117","QS606EW0118","QS606EW0119","QS606EW0120","QS606EW0121","QS606EW0122","QS606EW0123","QS606EW0124","QS606EW0125"
"E00021157",121,5,5,0,0,1,0,3,0,0,1,0,0,0,0,0,25,4,0,2,2,0,0,4,1,3,0,9,9,8,0,2,2,2,0,0,2,20,1,0,0,1,4,1,3,0,0,10,5,3,2,5,0,0,1,2,0,2,12,8,2,3,1,0,2,4,4,9,0,0,1,0,0,0,1,0,2,1,1,0,6,1,0,2,3,9,6,4,0,2,3,0,3,0,0,11,10,8,2,0,1,1,0,10,3,0,0,3,0,7,7,0,0,20,1,0,0,1,19,0,5,2,0,0,12
"E00021158",91,3,1,0,0,1,0,0,0,0,0,2,0,0,0,2,17,5,1,2,2,0,0,3,2,0,1,3,3,6,0,1,0,1,2,0,2,16,3,0,2,1,3,0,3,0,0,6,3,2,1,4,0,1,0,3,0,0,10,4,0,2,0,1,1,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,1,8,8,8,0,0,0,0,0,0,0,14,12,11,1,0,2,2,0,4,0,0,0,0,0,4,4,0,0,12,0,0,0,0,12,0,1,3,0,1,7
"E00021159",249,20,13,0,1,3,1,0,0,2,6,7,0,3,0,4,57,14,1,4,9,0,0,11,3,2,6,10,10,22,1,8,5,2,0,1,5,52,4,1,2,1,3,2,1,0,0,24,16,8,0,21,0,2,6,6,0,7,26,21,4,3,5,8,1,5,5,17,0,0,4,0,1,0,3,0,4,2,1,1,9,1,1,2,5,19,11,5,0,6,8,2,4,1,1,15,12,8,4,0,3,3,0,15,5,1,2,1,1,10,9,1,0,28,3,1,0,2,25,0,3,6,0,0,16
"E00021160",121,5,2,0,0,2,0,0,0,0,0,3,0,2,0,1,26,5,0,0,5,0,0,1,1,0,0,6,6,14,0,7,2,0,1,1,3,24,0,0,0,0,2,0,2,0,0,12,5,6,1,10,0,0,4,4,0,2,18,13,5,2,1,3,2,5,5,10,0,0,3,0,1,0,2,0,1,0,1,0,6,1,0,4,1,5,4,4,0,0,1,0,0,0,1,11,9,8,1,0,2,2,0,4,0,0,0,0,0,4,3,0,1,18,0,0,0,0,18,0,2,0,1,2,13
"E00021161",203,11,8,1,1,5,0,0,0,0,1,3,0,3,0,0,47,5,0,0,4,1,0,4,4,0,0,20,20,18,4,5,2,0,0,0,7,40,4,2,1,1,4,2,2,1,1,20,15,5,0,11,0,0,6,5,0,0,24,16,2,4,1,9,0,8,8,18,1,1,4,0,2,0,2,0,4,4,0,0,9,0,0,9,0,17,14,9,0,5,3,3,0,0,0,18,15,14,1,0,3,2,1,11,1,0,0,1,0,10,10,0,0,17,0,0,0,0,17,1,2,0,0,0,14
"E00021162",183,17,10,2,1,1,0,0,0,0,6,7,0,0,0,7,36,10,0,2,8,0,0,3,0,1,2,7,7,16,1,5,0,0,4,0,6,44,5,3,2,0,1,0,1,1,1,22,19,3,0,15,0,0,6,7,0,2,12,9,2,3,4,0,0,3,3,14,1,1,0,0,0,0,0,0,5,4,1,0,8,0,0,8,0,10,6,4,0,2,4,2,2,0,0,19,15,10,2,3,4,4,0,7,3,0,0,2,1,4,4,0,0,24,0,0,0,0,24,4,0,2,0,2,16
"E00021163",110,4,3,0,0,2,0,0,0,0,1,1,0,0,0,1,20,4,1,1,2,0,0,3,3,0,0,7,7,6,1,2,1,0,0,1,1,24,0,0,0,0,2,0,2,1,1,7,7,0,0,14,0,0,4,9,0,1,12,8,1,4,0,3,0,4,4,12,0,0,1,0,0,0,1,0,2,0,2,0,9,1,0,7,1,9,6,2,1,3,3,0,3,0,0,9,9,8,1,0,0,0,0,6,1,0,1,0,0,5,5,0,0,14,0,0,0,0,14,4,4,1,0,0,5
"E00021164",104,11,3,0,0,1,0,0,0,0,2,8,0,7,0,1,19,2,0,1,1,0,0,1,0,0,1,13,13,3,0,1,0,0,0,1,1,17,1,1,0,0,2,0,2,0,0,8,7,1,0,6,0,0,0,4,0,2,5,5,0,1,1,3,0,0,0,7,1,1,2,0,1,0,1,0,0,0,0,0,4,0,0,3,1,11,6,2,0,4,5,0,2,2,1,3,2,1,0,1,1,1,0,11,3,0,2,1,0,8,8,0,0,20,1,0,0,1,19,1,10,3,0,0,5
"E00021165",134,10,6,0,3,0,0,0,0,1,2,4,0,1,0,3,17,2,0,0,2,0,0,5,2,0,3,2,2,8,0,5,0,1,0,0,2,28,3,0,1,2,3,2,1,0,0,14,11,3,0,8,0,0,4,4,0,0,25,22,1,4,5,6,6,3,3,8,0,0,0,0,0,0,0,0,2,2,0,0,6,0,0,5,1,9,9,6,0,3,0,0,0,0,0,13,10,10,0,0,3,3,0,4,0,0,0,0,0,4,4,0,0,20,1,0,1,0,19,0,3,4,0,2,10
"E00021166",176,12,7,0,0,3,1,0,0,0,3,5,0,3,0,2,25,5,0,0,5,0,0,3,1,2,0,6,6,11,0,5,2,0,1,0,3,44,1,0,0,1,3,1,2,1,1,18,14,3,1,21,0,1,4,11,0,5,13,11,4,0,2,4,1,2,2,21,1,1,4,0,2,0,2,0,4,2,2,0,12,2,0,10,0,7,2,2,0,0,5,3,0,0,2,19,17,15,2,0,2,1,1,6,2,0,1,0,1,4,4,0,0,29,1,0,1,0,28,1,1,7,1,0,18
"E00021167",154,18,12,1,2,5,1,0,0,0,3,6,0,4,0,2,51,16,1,5,9,0,1,4,2,1,1,9,9,22,4,5,2,0,1,1,9,31,1,0,0,1,1,0,1,1,1,16,14,1,1,12,0,0,3,7,0,2,13,10,2,2,2,3,1,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,1,6,4,1,0,3,2,0,2,0,0,10,8,7,1,0,2,2,0,1,0,0,0,0,0,1,0,0,1,13,1,0,1,0,12,1,1,0,0,0,10
"E00021168",319,25,18,2,3,2,2,2,1,0,6,7,0,5,0,2,115,31,3,2,24,1,1,16,9,1,6,11,11,57,5,17,10,3,1,0,21,97,4,1,2,1,2,0,2,0,0,46,29,15,2,45,0,2,16,21,0,6,24,20,2,2,8,6,2,4,4,17,1,1,6,2,0,1,3,0,1,1,0,0,9,0,1,6,2,11,1,0,0,1,10,4,4,2,0,13,9,6,3,0,4,4,0,3,0,0,0,0,0,3,2,1,0,14,0,0,0,0,14,1,0,1,0,1,11
"E00021169",262,19,10,0,2,3,1,1,0,2,1,9,0,3,1,5,94,14,1,4,9,0,0,7,6,0,1,16,16,57,8,15,6,5,1,2,20,59,5,0,2,3,2,0,2,1,1,23,18,5,0,28,0,1,7,15,0,5,22,17,6,3,3,5,0,5,5,11,0,0,4,0,1,1,2,0,3,2,1,0,4,0,1,3,0,15,13,11,0,2,2,1,1,0,0,17,12,10,0,2,5,4,1,7,1,1,0,0,0,6,6,0,0,18,1,0,1,0,17,1,4,2,1,1,8
"E00021170",180,13,8,1,2,0,2,1,0,0,2,5,0,1,0,4,38,5,1,0,4,0,0,1,0,0,1,14,14,18,2,5,2,0,0,0,9,29,2,0,1,1,3,0,3,3,3,9,6,2,1,12,0,0,0,9,0,3,14,8,3,1,2,2,0,6,6,9,0,0,1,0,0,0,1,0,2,2,0,0,6,0,0,5,1,22,16,9,0,7,6,3,0,2,1,22,21,20,1,0,1,0,1,15,5,3,1,0,1,10,10,0,0,18,0,0,0,0,18,0,3,7,3,0,5
"E00021171",252,22,10,0,0,4,1,0,0,0,5,12,0,7,1,4,46,10,1,1,8,0,0,4,1,2,1,9,9,23,2,8,4,1,0,0,8,43,3,0,1,2,5,1,4,0,0,20,14,4,2,15,0,1,5,7,0,2,24,22,6,7,2,6,1,2,2,14,0,0,1,0,0,0,1,0,0,0,0,0,13,1,0,11,1,17,14,6,0,8,3,0,2,0,1,33,24,20,2,2,9,7,2,16,2,1,1,0,0,14,14,0,0,37,3,0,2,1,34,1,4,6,0,0,23
"E00021172",138,15,3,0,0,1,0,0,0,1,1,12,0,3,1,8,44,6,0,1,5,0,0,3,3,0,0,15,15,20,3,5,0,1,1,0,10,29,1,0,0,1,4,1,3,2,2,12,9,3,0,10,0,0,5,2,0,3,12,10,6,0,1,2,1,2,2,11,3,3,3,0,1,0,1,1,5,4,1,0,0,0,0,0,0,7,6,4,0,2,1,0,0,1,0,9,5,5,0,0,4,4,0,2,0,0,0,0,0,2,2,0,0,9,1,1,0,0,8,3,3,1,0,0,1
"E00021173",177,20,9,1,0,2,1,1,0,1,3,11,0,2,0,9,45,6,3,0,3,0,0,5,1,1,3,14,14,20,1,11,1,1,0,0,6,43,5,0,4,1,2,1,1,2,2,20,16,3,1,14,0,1,3,6,0,4,17,14,2,2,4,4,2,3,3,6,1,1,3,0,1,0,2,0,0,0,0,0,2,0,1,0,1,12,10,4,0,6,2,0,1,0,1,12,10,8,2,0,2,2,0,9,4,3,0,0,1,5,4,0,1,13,2,0,2,0,11,0,1,3,0,0,7
"E00021174",199,22,12,0,1,5,1,0,0,1,4,10,0,1,1,8,68,18,5,1,8,3,1,3,2,0,1,9,9,38,4,9,6,4,1,1,13,74,4,1,1,2,7,4,3,0,0,42,28,13,1,21,0,0,5,12,0,4,15,10,1,4,3,1,1,5,5,7,1,1,0,0,0,0,0,0,0,0,0,0,6,3,0,2,1,1,0,0,0,0,1,1,0,0,0,4,2,0,2,0,2,2,0,2,2,0,0,1,1,0,0,0,0,6,1,1,0,0,5,0,0,1,1,0,3
"E00021175",179,11,10,0,3,4,0,0,0,0,3,1,0,0,0,1,58,11,3,0,8,0,0,10,4,2,4,9,9,28,6,8,2,4,0,0,8,34,4,2,2,0,3,0,3,0,0,12,9,3,0,15,0,0,4,7,0,4,24,15,1,2,4,8,0,9,9,6,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,3,1,10,8,4,0,4,2,0,2,0,0,10,8,5,3,0,2,2,0,7,2,0,1,0,1,5,4,0,1,19,0,0,0,0,19,1,0,8,1,1,8
"E00021176",163,12,12,0,1,9,1,0,0,0,1,0,0,0,0,0,47,6,0,2,4,0,0,6,2,2,2,8,8,27,4,6,3,1,1,0,12,29,2,1,1,0,4,1,3,0,0,13,12,0,1,10,0,0,2,4,0,4,18,13,1,5,2,4,1,5,5,9,0,0,2,0,1,1,0,0,1,0,0,1,6,0,0,6,0,14,12,7,0,5,2,1,0,1,0,11,10,10,0,0,1,1,0,8,4,0,0,3,1,4,4,0,0,15,0,0,0,0,15,0,2,6,0,1,6
"E00021177",140,5,2,0,2,0,0,0,0,0,0,3,0,3,0,0,26,4,0,0,4,0,0,7,3,0,4,6,6,9,0,4,2,1,0,0,2,32,2,1,0,1,3,0,3,2,2,12,8,4,0,13,0,0,5,8,0,0,11,8,2,3,0,3,0,3,3,20,0,0,6,0,1,0,5,0,2,1,1,0,12,1,0,11,0,8,5,5,0,0,3,1,0,2,0,9,8,8,0,0,1,1,0,7,2,1,0,1,0,5,5,0,0,22,2,0,1,1,20,0,8,2,0,2,8
"E00021179",186,17,11,1,2,4,1,1,0,1,1,6,0,2,0,4,65,16,1,2,13,0,0,6,4,0,2,8,8,35,5,16,2,1,1,0,10,38,4,1,0,3,2,0,2,0,0,8,4,4,0,24,1,0,7,14,0,2,20,15,5,3,0,5,2,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,7,0,7,3,0,0,3,4,2,1,1,0,12,10,9,1,0,2,2,0,1,1,0,1,0,0,0,0,0,0,18,0,0,0,0,18,0,1,1,0,0,16
"E00021180",179,15,7,1,2,3,0,0,0,0,1,8,0,5,0,3,29,5,0,1,3,0,1,9,3,3,3,6,6,9,2,4,0,1,0,0,2,22,2,0,0,2,2,1,1,0,0,8,7,1,0,10,0,0,4,3,0,3,16,14,1,3,5,5,0,2,2,9,0,0,1,0,0,0,1,0,2,2,0,0,6,0,0,6,0,13,11,8,0,3,2,0,2,0,0,27,24,24,0,0,3,3,0,8,3,2,1,0,0,5,4,0,1,40,0,0,0,0,40,2,5,6,0,1,26
"E00021181",133,21,9,1,0,3,0,0,0,2,3,12,0,9,0,3,34,7,0,1,6,0,0,3,3,0,0,5,5,19,6,4,4,1,0,0,4,30,2,0,0,2,0,0,0,0,0,16,10,6,0,12,0,0,4,8,0,0,17,15,0,2,3,10,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,2,1,0,1,3,3,0,0,0,12,9,7,1,1,3,3,0,6,1,0,0,1,0,5,5,0,0,7,2,0,0,2,5,1,2,1,0,0,1
"E00021182",239,20,12,0,0,10,0,0,0,0,2,8,0,3,0,5,71,15,0,1,13,0,1,10,7,1,2,8,8,38,2,12,7,0,0,0,17,74,5,0,3,2,1,0,1,1,1,35,28,7,0,32,0,1,14,12,0,5,14,11,2,1,0,7,1,3,3,9,0,0,1,0,0,0,1,0,3,2,1,0,5,1,0,4,0,13,8,6,1,1,5,0,4,0,1,26,15,11,2,2,11,11,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,11,0,0,1,0,1,9
"E00021183",179,26,12,2,0,6,1,0,0,0,3,14,0,5,0,9,64,6,0,2,4,0,0,6,5,1,0,17,17,35,5,14,4,3,0,1,8,47,1,1,0,0,2,0,2,0,0,19,11,8,0,25,0,0,6,15,0,4,14,9,3,1,1,4,0,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,7,5,2,0,3,2,1,1,0,0,9,9,5,4,0,0,0,0,3,2,0,1,0,1,1,1,0,0,7,0,0,0,0,7,0,0,2,1,0,4
"E00021184",96,11,7,1,1,2,0,0,0,1,2,4,0,2,0,2,28,4,0,1,3,0,0,0,0,0,0,8,8,16,3,7,0,2,0,0,4,24,2,0,0,2,2,1,1,1,1,5,4,1,0,14,0,1,5,5,0,3,9,8,1,3,2,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,1,5,3,2,0,1,2,2,0,0,0,9,8,6,1,1,1,1,0,3,1,1,0,0,0,2,2,0,0,3,0,0,0,0,3,0,1,0,0,0,2
"E00021185",166,12,6,0,0,1,2,1,0,0,2,6,0,3,0,3,36,4,2,1,1,0,0,7,3,0,4,10,10,15,2,3,0,1,0,0,9,33,3,1,1,1,5,0,5,0,0,8,5,3,0,17,0,0,6,9,0,2,19,9,3,3,0,2,1,10,10,10,0,0,1,0,0,0,1,0,5,4,1,0,4,1,1,2,0,18,13,8,0,5,5,1,3,1,0,14,11,10,1,0,3,2,1,8,2,1,1,0,0,6,6,0,0,16,0,0,0,0,16,1,4,2,0,1,8
"E00021186",145,8,5,1,0,3,0,0,0,0,1,3,0,2,0,1,26,4,1,0,3,0,0,7,3,0,4,6,6,9,1,6,0,0,0,0,2,17,2,1,1,0,1,0,1,1,1,5,5,0,0,8,0,1,4,1,0,2,19,14,0,2,4,8,0,5,5,14,0,0,0,0,0,0,0,0,1,0,0,1,13,3,0,10,0,10,8,4,0,4,2,0,1,1,0,11,6,6,0,0,5,4,1,9,2,0,0,2,0,7,7,0,0,31,2,1,0,1,29,2,3,4,0,0,20
"E00021187",87,3,2,0,1,0,0,0,0,0,1,1,0,1,0,0,13,3,0,0,3,0,0,1,0,0,1,1,1,8,1,3,2,0,1,0,1,17,1,0,1,0,2,0,2,0,0,7,6,1,0,7,0,1,2,3,0,1,10,10,5,1,2,2,0,0,0,10,1,1,1,0,0,1,0,0,0,0,0,0,8,0,0,8,0,5,4,3,0,1,1,1,0,0,0,4,3,3,0,0,1,1,0,5,1,0,0,0,1,4,4,0,0,20,0,0,0,0,20,2,1,6,1,1,9
"E00021188",114,10,9,1,4,3,0,0,0,0,1,1,0,0,0,1,11,4,0,1,3,0,0,2,1,0,1,4,4,1,0,0,0,0,0,0,1,22,2,1,0,1,2,0,2,1,1,10,5,5,0,7,1,1,2,1,0,2,12,7,3,1,0,3,0,5,5,8,0,0,2,0,0,1,1,0,3,3,0,0,3,1,0,2,0,9,9,7,0,2,0,0,0,0,0,15,13,12,0,1,2,1,1,9,2,0,0,1,1,7,7,0,0,18,2,0,1,1,16,3,2,4,1,1,5
"E00021189",144,7,3,0,0,1,0,0,0,0,2,4,0,2,0,2,18,2,0,0,1,0,1,5,1,0,4,6,6,5,1,2,2,0,0,0,0,25,2,0,1,1,2,0,2,1,1,5,3,2,0,15,0,0,5,8,0,2,17,14,2,5,1,6,0,3,3,11,0,0,0,0,0,0,0,0,1,0,1,0,10,0,0,10,0,11,8,5,0,3,3,1,2,0,0,21,19,15,2,2,2,1,1,6,3,1,1,0,1,3,2,0,1,28,1,0,1,0,27,1,2,1,0,2,21
