"GeographyCode","QS606EW0001","QS606EW0002","QS606EW0003","QS606EW0004","QS606EW0005","QS606EW0006","QS606EW0007","QS606EW0008","QS606EW0009","QS606EW0010","QS606EW0011","QS606EW0012","QS606EW0013","QS606EW0014","QS606EW0015","QS606EW0016","QS606EW0017","QS606EW0018","QS606EW0019","QS606EW0020","QS606EW0021","QS606EW0022","QS606EW0023","QS606EW0024","QS606EW0025","QS606EW0026","QS606EW0027","QS606EW0028","QS606EW0029","QS606EW0030","QS606EW0031","QS606EW0032","QS606EW0033","QS606EW0034","QS606EW0035","QS606EW0036","QS606EW0037","QS606EW0038","QS606EW0039","QS606EW0040","QS606EW0041","QS606EW0042","QS606EW0043","QS606EW0044","QS606EW0045","QS606EW0046","QS606EW0047","QS606EW0048","QS606EW0049","QS606EW0050","QS606EW0051","QS606EW0052","QS606EW0053","QS606EW0054","QS606EW0055","QS606EW0056","QS606EW0057","QS606EW0058","QS606EW0059","QS606EW0060","QS606EW0061","QS606EW0062","QS606EW0063","QS606EW0064","QS606EW0065","QS606EW0066","QS606EW0067","QS606EW0068","QS606EW0069","QS606EW0070","QS606EW0071","QS606EW0072","QS606EW0073","QS606EW0074","QS606EW0075","QS606EW0076","QS606EW0077","QS606EW0078","QS606EW0079","QS606EW0080","QS606EW0081","QS606EW0082","QS606EW0083","QS606EW0084","QS606EW0085","QS606EW0086","QS606EW0087","QS606EW0088","QS606EW0089","QS606EW0090","QS606EW0091","QS606EW0092","QS606EW0093","QS606EW0094","QS606EW0095","QS606EW0096","QS606EW0097","QS606EW0098","QS606EW0099","QS606EW0100","QS606EW0101","QS606EW0102","QS606EW0103","QS606EW0104","QS606EW0105","QS606EW0106","QS606EW0107","QS606EW0108","QS606EW0109","QS606EW0110","QS606EW0111","QS606EW0112","QS606EW0113","QS606EW0114","QS606EW0115","QS606EW0116","QS606EW0117","QS606EW0118","QS606EW0119","QS606EW0120","QS606EW0121","QS606EW0122","QS606EW0123","QS606EW0124","QS606EW0125"
"E01004207",562,45,28,4,4,8,3,2,0,1,6,17,1,7,1,8,94,21,3,3,14,1,0,11,4,1,6,26,26,36,8,10,1,4,2,0,11,101,10,6,1,3,13,0,13,1,1,29,19,9,1,48,1,1,21,14,0,11,58,35,11,8,3,10,3,23,23,41,0,0,5,2,0,1,2,0,13,11,2,0,23,2,3,17,1,55,42,26,0,16,13,2,6,5,0,71,63,57,2,4,8,6,2,29,8,1,2,2,3,21,21,0,0,68,2,0,1,1,66,6,14,13,1,4,28
"E01004208",1085,123,81,5,3,42,12,1,0,3,15,42,0,26,1,15,319,74,6,5,59,2,2,40,30,2,8,46,46,159,31,60,16,7,2,0,43,261,26,7,6,13,11,1,10,4,4,79,55,19,5,141,2,6,55,60,0,18,118,84,19,19,14,23,9,34,34,55,2,2,8,0,3,0,5,0,5,4,1,0,40,6,0,33,1,32,22,14,1,7,10,7,1,2,0,80,66,59,7,0,14,13,1,13,7,0,4,1,2,6,6,0,0,84,2,0,1,1,82,5,9,4,3,2,59
"E01004209",478,23,11,0,3,1,1,3,0,0,3,12,0,10,0,2,64,8,0,1,6,0,1,8,4,0,4,18,18,30,4,11,3,4,2,0,6,79,4,1,1,2,11,2,9,3,3,23,18,4,1,38,0,2,9,17,0,10,53,47,12,15,5,13,2,6,6,40,3,3,3,0,0,1,2,0,5,2,2,1,29,2,0,27,0,41,35,28,0,7,6,2,1,3,0,64,51,44,2,5,13,11,2,31,5,2,2,0,1,26,24,1,1,83,2,0,2,0,81,6,14,23,2,4,32
"E01004211",903,102,56,3,4,30,3,0,0,4,12,46,0,22,0,24,275,54,3,6,41,1,3,31,18,5,8,46,46,144,25,48,20,4,0,2,45,236,16,1,4,11,10,1,9,1,1,100,67,32,1,109,0,2,39,54,0,14,75,59,11,5,13,27,3,16,16,29,0,0,3,1,0,1,1,0,6,4,2,0,20,3,0,14,3,43,24,16,1,7,19,6,7,5,1,69,53,41,8,4,16,16,0,21,7,0,2,3,2,14,14,0,0,53,6,1,1,4,47,4,4,6,1,2,30
"E01004212",717,58,31,2,4,16,3,0,0,1,5,27,0,13,1,13,178,28,4,4,18,0,2,20,8,4,8,35,35,95,16,38,7,4,3,0,27,150,15,3,7,5,10,2,8,2,2,44,31,11,2,79,0,5,19,35,0,20,54,42,4,17,13,7,1,12,12,44,0,0,5,0,2,1,2,0,7,6,1,0,32,2,0,29,1,40,23,14,0,9,17,7,5,4,1,78,67,54,9,4,11,10,1,37,10,2,2,1,5,27,26,1,0,78,2,0,1,1,76,1,14,11,0,5,45
"E01004214",582,34,21,0,6,4,8,0,0,0,3,13,0,2,0,11,90,23,2,2,19,0,0,12,5,1,6,24,24,31,1,16,3,5,1,0,5,70,7,4,0,3,18,1,17,2,2,17,12,1,4,26,0,1,12,6,0,7,65,48,4,19,8,14,3,17,17,64,1,1,16,1,2,4,9,0,18,10,6,2,29,1,0,27,1,65,52,29,1,22,13,2,5,4,2,46,37,29,3,5,9,6,3,43,6,1,0,2,3,37,33,1,3,105,5,0,4,1,100,8,19,18,1,6,48
"E01004215",1371,179,141,12,13,54,31,9,3,3,16,38,0,17,0,21,389,150,6,19,125,0,0,31,22,2,7,37,37,171,19,124,9,3,0,4,12,287,25,5,2,18,12,1,11,5,5,48,30,12,6,197,1,7,141,34,1,13,157,126,21,51,17,35,2,31,31,67,0,0,14,0,1,2,11,0,25,17,6,2,28,2,0,26,0,78,45,28,4,13,33,17,3,6,7,85,73,58,7,8,12,9,3,38,10,1,2,3,4,28,25,1,2,91,2,0,1,1,89,6,17,19,6,1,40
"E01004216",952,134,101,2,11,39,30,1,7,2,9,33,0,10,0,23,292,112,1,8,102,1,0,19,12,2,5,27,27,134,10,96,10,3,0,5,10,185,15,2,3,10,7,1,6,6,6,40,29,7,4,117,1,13,70,22,0,11,92,73,7,33,7,18,8,19,19,52,0,0,17,1,2,0,14,0,14,8,5,1,21,1,0,19,1,45,25,19,1,5,20,12,1,4,3,48,43,35,5,3,5,4,1,27,6,2,1,1,2,21,19,1,1,77,3,0,2,1,74,7,11,9,4,5,38
"E01004217",893,96,69,8,11,28,7,2,1,3,9,27,0,13,0,14,213,66,2,11,52,0,1,25,14,5,6,34,34,88,10,54,7,2,3,3,9,145,11,1,3,7,9,1,8,5,5,24,15,6,3,96,2,6,42,37,0,9,121,90,18,24,11,28,9,31,31,85,3,3,23,1,5,5,12,0,23,16,5,2,36,1,4,27,4,60,41,24,1,16,19,7,8,4,0,58,43,37,3,3,15,9,6,44,7,1,1,0,5,37,33,2,2,71,7,2,4,1,64,9,16,9,0,2,28
"E01004218",989,122,91,6,19,36,11,4,0,4,11,31,0,14,1,16,304,84,6,12,63,0,3,37,25,1,11,39,39,144,22,84,14,2,1,7,14,183,19,3,3,13,9,5,4,3,3,29,17,12,0,123,0,2,59,47,0,15,122,91,11,30,15,32,3,31,31,57,2,2,20,0,4,1,15,0,17,14,3,0,18,1,0,16,1,57,37,27,0,10,20,5,5,3,7,41,28,27,0,1,13,11,2,26,9,0,2,3,4,17,11,2,4,77,1,0,1,0,76,7,13,12,1,6,37
"E01004219",1009,97,61,5,6,21,21,0,1,1,6,36,0,13,0,23,291,93,2,10,80,0,1,22,10,0,12,34,34,142,10,87,14,9,3,4,15,171,18,5,1,12,9,3,6,8,8,19,11,4,4,117,2,5,75,21,1,13,105,70,11,26,12,16,5,35,35,62,1,1,8,0,0,2,6,0,8,6,2,0,45,1,1,42,1,57,35,17,0,18,22,4,12,3,3,88,73,67,2,4,15,12,3,39,12,4,0,6,2,27,24,0,3,99,3,0,2,1,96,2,18,26,1,6,43
"E01004221",1108,146,102,9,9,38,29,5,0,0,12,44,0,20,1,23,335,115,5,8,101,0,1,29,21,2,6,39,39,152,23,95,11,7,1,3,12,253,17,3,1,13,12,1,11,10,10,47,31,12,4,167,0,3,102,43,1,18,104,78,18,30,8,19,3,26,26,45,0,0,14,0,1,2,10,1,13,5,7,1,18,1,1,15,1,55,32,20,0,12,23,13,6,2,2,54,39,31,5,3,15,15,0,38,11,3,4,2,2,27,21,2,4,78,2,0,2,0,76,3,22,13,0,6,32
"E01004222",931,64,43,1,6,11,6,5,0,1,13,21,0,8,0,13,188,34,4,5,20,2,3,24,12,0,12,40,40,90,6,35,6,7,3,2,31,169,20,8,9,3,15,2,13,5,5,57,38,15,4,72,0,4,13,41,0,14,92,68,20,11,15,19,3,24,24,84,2,2,14,0,1,6,7,0,18,9,6,3,50,9,3,32,6,88,64,33,0,31,24,6,12,5,1,81,67,52,13,2,14,13,1,48,15,0,4,7,4,33,31,2,0,117,10,1,5,4,107,11,22,21,2,11,40
"E01004223",936,83,44,3,5,14,6,3,1,4,8,39,2,14,0,23,198,27,3,5,18,0,1,52,16,4,32,58,58,61,6,21,9,4,5,3,13,164,13,8,1,4,12,1,11,2,2,51,33,12,6,86,0,0,30,33,0,23,98,70,15,15,13,20,7,28,28,62,3,3,7,0,1,0,5,1,24,16,5,3,28,4,1,20,3,90,67,34,3,30,23,9,5,7,2,85,68,58,5,5,17,16,1,48,11,2,2,2,5,37,35,0,2,108,5,1,2,2,103,14,23,14,2,4,46
"E01004224",950,79,50,3,7,21,2,3,0,4,10,29,0,15,0,14,214,45,3,7,30,2,3,38,18,4,16,48,48,83,10,31,8,7,2,5,20,202,19,6,8,5,14,5,9,5,5,61,36,21,4,103,0,5,39,51,0,8,103,76,14,27,14,17,4,27,27,64,0,0,9,1,0,1,7,0,21,18,2,1,34,3,3,28,0,63,44,24,1,19,19,3,7,7,2,73,66,59,6,1,7,7,0,43,14,2,4,5,3,29,27,1,1,109,6,0,1,5,103,9,14,18,1,8,53
"E01004225",1622,182,131,6,14,55,17,8,2,5,24,51,2,15,1,33,569,121,8,22,87,1,3,86,62,6,18,92,92,270,51,100,32,12,1,9,65,440,28,7,7,14,24,5,19,6,6,132,74,52,6,250,0,10,93,112,0,35,155,109,20,30,22,31,6,46,46,55,1,1,12,0,3,1,8,0,5,3,2,0,37,3,3,27,4,67,46,29,4,13,21,8,9,3,1,66,53,35,14,4,13,8,5,22,5,0,2,2,1,17,15,2,0,66,3,0,2,1,63,3,9,8,0,2,41
"E01004226",775,62,34,3,8,14,2,1,0,0,6,28,0,10,0,18,143,30,3,3,16,3,5,27,11,7,9,30,30,56,9,19,4,7,1,2,14,118,8,3,0,5,9,0,9,2,2,41,20,15,6,58,0,0,28,17,0,13,87,59,19,14,6,17,3,28,28,75,1,1,20,0,2,5,13,0,15,9,5,1,39,1,6,31,1,70,49,25,1,23,21,11,6,2,2,82,66,53,7,6,16,15,1,33,7,1,1,3,2,26,25,1,0,105,4,0,2,2,101,13,21,8,2,3,54
"E01004228",1024,108,71,6,15,28,4,2,1,6,9,37,0,9,2,26,310,52,6,10,34,0,2,43,24,6,13,70,70,145,31,48,17,5,4,3,37,235,8,5,1,2,14,7,7,7,7,93,68,23,2,113,0,4,34,56,1,18,99,76,18,21,13,20,4,23,23,58,1,1,10,2,1,2,5,0,22,14,8,0,25,4,2,17,2,50,37,20,1,16,13,8,4,1,0,47,37,26,8,3,10,9,1,29,6,0,3,3,0,23,21,0,2,88,9,0,6,3,79,6,13,14,0,2,44
"E01004229",697,76,43,4,4,16,7,0,0,3,9,33,0,11,1,21,158,28,4,4,17,0,3,14,8,4,2,42,42,74,11,25,7,4,5,0,22,94,5,2,1,2,4,0,4,4,4,34,24,9,1,47,0,2,19,20,0,6,85,67,20,13,12,17,5,18,18,36,1,1,6,0,3,0,2,1,5,3,1,1,24,2,1,21,0,52,37,19,0,18,15,5,1,6,3,76,62,50,5,7,14,13,1,32,8,1,2,2,3,24,19,1,4,88,2,0,1,1,86,7,13,18,1,3,44
"E01004230",979,82,46,4,7,14,5,1,0,3,12,36,0,15,2,19,220,43,6,5,26,1,5,30,11,4,15,53,53,94,20,31,10,7,3,0,23,200,22,4,11,7,13,2,11,3,3,85,55,26,4,77,1,1,24,36,0,15,120,85,20,22,10,23,10,35,35,57,3,3,9,2,0,0,6,1,13,8,5,0,32,2,0,29,1,67,46,21,1,24,21,9,9,2,1,94,71,56,10,5,23,22,1,48,16,1,4,7,4,32,30,2,0,91,6,1,3,2,85,9,14,17,1,6,38
"E01004231",685,42,22,1,3,5,1,0,0,3,9,20,0,15,0,5,119,22,3,7,10,1,1,17,9,4,4,35,35,45,5,24,3,2,1,2,8,85,11,3,3,5,9,1,8,3,3,32,21,9,2,30,0,0,7,19,0,4,73,50,5,9,5,25,6,23,23,67,0,0,10,0,3,1,6,0,7,6,1,0,50,1,3,41,5,60,44,27,0,17,16,2,6,4,4,87,72,56,10,6,15,15,0,39,7,0,2,1,4,32,26,2,4,113,3,0,2,1,110,6,14,13,0,4,73
"E01004232",979,120,87,7,5,38,7,5,0,9,16,33,0,9,0,24,316,43,8,9,24,1,1,62,44,12,6,55,55,156,26,56,24,4,3,5,38,212,12,4,4,4,11,0,11,1,1,87,68,16,3,101,0,5,39,46,0,11,87,56,11,12,13,17,3,31,31,38,2,2,7,0,3,0,3,1,10,7,3,0,19,3,1,13,2,42,24,12,0,12,18,12,5,1,0,71,60,47,8,5,11,10,1,20,6,1,0,5,0,14,14,0,0,73,1,0,1,0,72,8,3,10,0,1,50
"E01004233",719,57,36,1,0,18,4,3,1,1,8,21,0,10,0,11,137,26,3,3,18,2,0,26,16,5,5,35,35,50,9,14,6,5,1,1,14,140,16,8,1,7,13,2,11,6,6,47,33,12,2,58,0,2,21,26,0,9,61,49,10,15,9,12,3,12,12,60,0,0,16,0,4,2,10,0,13,8,5,0,31,2,0,28,1,59,45,22,0,23,14,7,5,2,0,56,44,38,2,4,12,11,1,49,10,0,6,1,3,39,36,2,1,100,5,1,2,2,95,8,12,24,3,8,40
"E01004234",1281,159,105,3,12,50,13,3,0,6,18,54,0,15,1,38,412,70,8,16,42,2,2,66,41,16,9,111,111,165,32,52,13,10,1,4,53,280,13,3,5,5,12,4,8,8,8,126,91,34,1,121,0,2,37,65,2,15,118,80,18,20,8,31,3,38,38,52,4,4,8,1,0,2,4,1,21,14,7,0,19,5,2,11,1,67,42,30,3,9,25,13,10,2,0,70,50,38,10,2,20,15,5,37,13,1,2,5,5,24,21,1,2,86,6,1,4,1,80,14,9,16,0,3,38
"E01004235",501,25,15,1,1,5,0,0,0,2,6,10,0,4,0,6,65,22,2,6,12,2,0,13,5,0,8,16,16,14,4,6,0,1,0,0,3,67,7,3,0,4,13,0,13,3,3,14,10,4,0,30,0,2,11,13,1,3,54,41,13,9,8,9,2,13,13,55,1,1,7,0,3,1,3,0,13,7,5,1,34,3,0,31,0,43,28,10,1,17,15,8,3,4,0,74,61,51,3,7,13,11,2,25,4,0,0,2,2,21,21,0,0,93,1,0,0,1,92,2,18,21,5,2,44
"E01004236",528,30,17,1,0,8,0,1,0,1,6,13,0,7,0,6,64,10,0,2,7,1,0,8,4,1,3,20,20,26,0,13,4,1,2,0,6,67,7,1,0,6,5,0,5,3,3,25,18,5,2,27,0,2,8,10,0,7,70,58,10,13,13,19,3,12,12,45,0,0,6,2,0,1,3,0,11,5,4,2,28,2,1,23,2,51,38,19,0,19,13,1,6,3,3,81,68,64,1,3,13,10,3,33,7,3,1,2,1,26,23,1,2,87,2,0,1,1,85,9,14,10,2,7,43
"E01004237",521,30,22,0,2,5,6,0,0,0,9,8,0,5,0,3,116,30,0,4,25,0,1,23,8,2,13,27,27,36,4,17,1,4,0,1,9,89,5,1,0,4,3,1,2,1,1,30,21,7,2,50,0,3,13,26,0,8,57,45,5,13,7,17,3,12,12,43,3,3,10,0,1,5,3,1,7,5,2,0,23,4,3,16,0,32,19,11,0,8,13,2,4,6,1,54,47,39,5,3,7,6,1,30,8,3,1,2,2,22,19,2,1,70,7,0,5,2,63,8,18,16,0,4,17
"E01004238",1183,98,64,1,2,19,3,2,0,2,35,34,0,21,1,12,224,59,7,4,47,0,1,31,15,2,14,49,49,85,8,50,5,10,0,3,9,207,18,0,4,14,19,6,13,7,7,46,32,12,2,117,0,5,54,41,0,17,147,111,14,41,16,34,6,36,36,87,0,0,17,0,8,2,7,0,12,7,3,2,58,1,1,55,1,93,65,36,1,28,28,12,6,9,1,118,96,70,10,16,22,20,2,49,12,2,2,5,3,37,33,0,4,160,6,0,4,2,154,10,23,24,5,14,78
"E01004239",595,43,19,0,0,7,0,2,0,0,10,24,0,7,2,15,74,12,1,2,9,0,0,15,3,3,9,14,14,33,5,16,5,2,0,0,5,65,8,3,0,5,11,0,11,2,2,14,9,3,2,30,0,1,7,15,1,6,80,58,11,22,10,11,4,22,22,70,3,3,12,0,3,5,4,0,17,11,1,5,38,3,6,28,1,63,48,27,0,21,15,5,5,4,1,74,58,47,5,6,16,13,3,37,11,1,2,2,6,26,22,0,4,89,11,0,9,2,78,5,17,15,4,2,35
"E01004240",630,45,26,0,4,4,3,2,0,3,10,19,0,7,2,10,96,18,4,4,9,1,0,18,5,6,7,27,27,33,6,16,3,0,2,1,5,80,4,2,0,2,10,2,8,4,4,28,22,5,1,34,0,3,13,8,0,10,75,49,9,16,10,11,3,26,26,60,1,1,9,0,3,2,4,0,12,10,2,0,38,2,0,33,3,53,35,23,0,12,18,6,8,2,2,74,58,52,6,0,16,16,0,48,13,2,1,5,5,35,31,2,2,99,4,0,3,1,95,3,18,23,2,7,42
"E01004241",533,39,18,2,1,3,0,0,0,2,10,21,0,9,0,12,85,18,1,0,17,0,0,13,2,0,11,25,25,29,5,5,4,5,3,0,7,47,4,2,0,2,6,2,4,3,3,9,7,1,1,25,0,3,7,13,0,2,54,42,9,16,6,9,2,12,12,43,1,1,11,1,4,2,4,0,9,4,4,1,22,0,0,22,0,47,32,18,0,14,15,3,8,3,1,77,61,55,5,1,16,15,1,39,9,1,4,3,1,30,28,2,0,102,3,0,1,2,99,1,28,20,4,4,42
"E01004242",942,60,31,1,2,11,4,4,0,3,6,29,0,18,0,11,200,63,8,9,42,1,3,19,6,1,12,38,38,80,8,43,11,9,1,1,7,171,15,1,1,13,27,3,24,5,5,34,26,6,2,90,1,4,39,29,0,17,98,77,9,24,13,27,4,21,21,91,4,4,12,2,1,1,8,0,16,14,0,2,59,4,1,54,0,67,45,26,0,19,22,10,7,2,3,75,55,48,3,4,20,18,2,54,19,2,6,4,7,35,33,0,2,126,2,0,0,2,124,10,20,29,3,2,60
"E01004243",607,43,25,1,5,5,0,3,0,1,10,18,0,10,0,8,85,26,0,3,23,0,0,10,2,1,7,29,29,20,4,9,0,1,1,0,5,88,10,1,3,6,8,0,8,2,2,18,15,1,2,50,0,3,23,16,0,8,63,46,6,16,6,13,5,17,17,65,2,2,14,0,6,1,7,0,10,8,0,2,39,0,1,36,2,58,33,19,1,13,25,9,6,5,5,68,53,45,4,4,15,12,3,44,13,2,3,3,5,31,30,0,1,93,9,2,4,3,84,5,16,14,2,4,43
"E01004244",593,50,22,0,1,5,5,2,0,0,9,28,0,14,0,14,99,32,2,1,27,2,0,12,3,1,8,21,21,34,2,22,1,3,1,0,5,74,9,4,1,4,14,0,14,3,3,18,13,2,3,30,1,1,10,9,0,9,71,48,11,12,3,22,0,23,23,57,0,0,6,0,1,0,5,0,16,6,9,1,35,2,1,31,1,55,34,21,0,13,21,3,11,4,3,61,45,41,1,3,16,15,1,30,8,1,1,2,4,22,19,2,1,96,6,1,5,0,90,6,28,14,2,3,37
"E01004245",417,18,11,0,2,3,3,1,0,0,2,7,0,1,1,5,40,7,1,0,5,0,1,3,1,0,2,17,17,13,1,8,2,2,0,0,0,46,5,2,0,3,9,1,8,2,2,12,8,2,2,18,0,1,6,5,0,6,52,40,5,17,7,8,3,12,12,43,2,2,3,1,0,0,2,0,7,4,3,0,31,1,3,26,1,53,40,27,0,13,13,3,6,3,1,45,31,26,4,1,14,9,5,45,6,1,1,3,1,39,35,1,3,75,5,1,3,1,70,5,10,20,0,4,31
"E01004246",928,96,55,1,12,21,6,4,1,2,8,41,0,12,2,27,188,48,2,6,39,0,1,28,16,1,11,41,41,71,9,37,7,1,4,2,11,184,17,6,1,10,16,1,15,4,4,61,44,11,6,86,0,1,43,22,0,20,97,75,23,25,9,14,4,22,22,73,0,0,15,0,6,0,8,1,17,11,5,1,41,0,3,37,1,59,36,23,0,13,23,4,8,7,4,71,52,47,3,2,19,18,1,39,12,2,3,3,4,27,23,1,3,121,4,0,3,1,117,8,25,22,1,4,57
