"GeographyCode","QS405EW0001","QS405EW0002","QS405EW0003","QS405EW0004","QS405EW0005","QS405EW0006","QS405EW0007","QS405EW0008","QS405EW0009","QS405EW0010","QS405EW0011","QS405EW0012","QS405EW0013","QS405EW0014"
"E00021185",131,28,10,18,1,74,5,69,27,27,0,0,0,1
"E00021186",156,27,9,18,0,87,78,9,39,37,0,1,1,3
"E00021187",97,14,10,4,0,58,50,8,22,20,0,1,1,3
"E00021188",120,9,1,8,0,87,8,79,22,19,0,2,1,2
"E00021189",122,32,13,19,0,60,55,5,28,26,0,1,1,2
"E00021190",161,42,18,24,1,41,40,1,75,73,0,2,0,2
"E00021191",124,47,15,32,2,36,35,1,39,30,0,9,0,0
"E00021192",113,18,10,8,1,62,59,3,30,28,0,0,2,2
"E00021193",182,66,19,47,0,5,5,0,108,96,0,8,4,3
"E00021194",176,22,13,9,8,95,57,38,50,49,0,0,1,1
"E00021195",108,20,6,14,1,62,60,2,25,25,0,0,0,0
"E00021196",114,10,3,7,1,93,49,44,9,8,0,1,0,1
"E00021197",215,73,29,44,2,60,35,25,77,72,0,1,4,3
"E00021198",92,31,15,16,0,40,26,14,19,19,0,0,0,2
"E00021199",111,4,2,2,0,104,15,89,3,2,0,0,1,0
"E00021200",107,18,6,12,1,51,48,3,36,34,1,1,0,1
"E00021201",107,28,10,18,1,48,41,7,29,27,0,2,0,1
"E00021202",92,21,6,15,0,50,42,8,18,17,0,1,0,3
"E00021203",104,17,10,7,0,61,47,14,25,24,0,0,1,1
"E00021204",145,27,5,22,1,87,11,76,29,27,0,1,1,1
"E00021205",100,17,5,12,0,56,51,5,25,25,0,0,0,2
"E00021206",78,10,2,8,0,54,48,6,12,12,0,0,0,2
"E00021207",164,52,12,40,1,33,3,30,77,76,0,1,0,1
"E00021208",108,20,5,15,2,65,51,14,20,19,0,1,0,1
"E00021209",72,10,1,9,1,46,42,4,15,14,0,1,0,0
"E00021210",78,14,3,11,1,43,38,5,18,17,0,0,1,2
"E00021211",135,21,5,16,0,53,51,2,58,58,0,0,0,3
"E00021212",75,12,1,11,1,44,36,8,18,17,0,0,1,0
"E00021213",132,18,3,15,0,77,59,18,36,33,0,2,1,1
"E00021214",156,38,15,23,1,67,55,12,47,39,0,1,7,3
"E00021215",181,65,26,39,2,9,8,1,104,98,0,4,2,1
"E00021216",163,6,1,5,2,124,36,88,28,27,0,1,0,3
"E00021217",225,36,16,20,2,91,44,47,94,83,0,0,11,2
"E00021218",201,92,29,63,1,25,8,17,78,77,0,1,0,5
"E00021219",107,50,22,28,1,40,9,31,16,14,0,1,1,0
"E00021220",181,67,13,54,2,25,2,23,86,80,0,6,0,1
"E00021223",195,56,9,47,0,30,0,30,107,100,2,3,2,2
"E00021224",168,59,28,31,1,42,13,29,64,60,0,3,1,2
"E00021225",152,23,8,15,0,81,9,72,46,44,1,0,1,2
"E00021227",118,51,23,28,1,31,6,25,35,35,0,0,0,0
"E00021228",135,57,28,29,1,43,17,26,30,29,0,1,0,4
"E00021229",116,15,2,13,0,72,17,55,18,17,0,1,0,11
"E00021230",128,65,29,36,0,27,5,22,34,32,0,1,1,2
"E00021231",122,21,9,12,0,82,7,75,18,15,0,2,1,1
"E00021235",105,13,2,11,0,86,83,3,5,5,0,0,0,1
"E00021236",132,25,6,19,1,64,57,7,40,39,0,0,1,2
"E00021238",181,71,30,41,0,5,0,5,102,101,0,1,0,3
"E00021239",147,53,23,30,0,2,0,2,88,84,0,3,1,4
"E00021240",162,54,14,40,0,21,3,18,83,81,0,2,0,4
"E00021241",116,63,15,48,0,5,2,3,47,46,0,0,1,1
"E00021243",147,16,1,15,0,80,32,48,50,48,0,1,1,1
"E00021244",148,10,2,8,1,128,19,109,8,7,0,1,0,1
"E00021245",113,40,17,23,1,46,10,36,25,25,0,0,0,1
"E00021246",182,30,12,18,33,84,22,62,30,29,0,0,1,5
"E00021247",115,16,5,11,2,75,25,50,22,20,0,1,1,0
"E00021248",136,14,5,9,0,102,26,76,20,18,0,0,2,0
"E00021249",122,5,3,2,2,107,9,98,6,6,0,0,0,2
"E00021251",114,34,15,19,0,49,9,40,28,27,0,0,1,3
"E00021252",126,52,24,28,0,1,0,1,69,66,0,3,0,4
"E00021253",144,19,3,16,0,90,31,59,33,30,0,2,1,2
"E00021254",109,43,8,35,0,3,0,3,62,59,0,2,1,1
"E00021255",109,58,12,46,2,3,0,3,46,45,0,0,1,0
"E00021256",107,39,8,31,1,2,0,2,65,63,0,2,0,0
"E00021257",102,51,19,32,9,5,0,5,36,35,0,1,0,1
"E00021258",134,32,13,19,1,80,21,59,21,20,0,0,1,0
"E00021259",134,38,15,23,1,54,24,30,39,37,0,2,0,2
"E00021260",143,40,21,19,0,75,25,50,25,24,0,1,0,3
"E00021261",128,26,2,24,1,58,5,53,42,39,0,2,1,1
"E00021262",119,20,5,15,3,75,71,4,20,20,0,0,0,1
"E00021263",175,85,32,53,17,44,13,31,25,24,1,0,0,4
"E00021266",119,39,13,26,0,43,13,30,37,36,0,1,0,0
"E00021267",145,21,9,12,0,96,10,86,27,26,0,1,0,1
"E00021268",106,18,6,12,1,61,14,47,26,24,0,2,0,0
"E00021271",189,22,12,10,2,158,10,148,6,4,0,2,0,1
"E00021272",89,13,5,8,1,51,12,39,22,22,0,0,0,2
"E00021273",125,31,14,17,2,82,29,53,8,7,0,1,0,2
"E00021274",192,23,9,14,1,143,25,118,23,22,0,0,1,2
"E00021275",116,18,7,11,0,90,33,57,8,8,0,0,0,0
"E00021277",101,6,1,5,0,88,8,80,5,5,0,0,0,2
"E00021278",82,8,1,7,0,54,12,42,20,19,0,1,0,0
"E00021279",153,17,3,14,1,118,29,89,13,11,0,2,0,4
"E00021280",151,33,17,16,2,53,27,26,61,59,0,1,1,2
"E00021281",204,49,20,29,16,64,33,31,74,71,0,2,1,1
"E00021282",181,50,11,39,9,72,30,42,50,46,0,2,2,0
"E00021285",77,18,3,15,33,6,3,3,20,18,0,2,0,0
"E00021286",106,47,19,28,1,18,8,10,40,40,0,0,0,0
"E00021287",160,64,11,53,0,3,1,2,93,90,0,3,0,0
"E00021288",133,69,14,55,0,3,1,2,60,57,0,3,0,1
"E00021289",127,9,5,4,2,108,103,5,8,8,0,0,0,0
"E00021290",120,30,12,18,1,69,63,6,18,17,0,1,0,2
"E00021291",239,99,26,73,0,3,1,2,134,129,0,4,1,3
"E00021292",113,27,15,12,0,58,50,8,26,26,0,0,0,2
"E00021294",201,24,10,14,0,162,24,138,13,13,0,0,0,2
"E00021295",145,52,18,34,4,30,10,20,50,47,0,3,0,9
"E00021296",160,45,11,34,0,61,2,59,52,49,0,3,0,2
"E00021297",156,71,31,40,2,47,10,37,32,32,0,0,0,4
"E00021298",173,81,28,53,20,25,1,24,44,42,0,2,0,3
"E00021299",165,56,20,36,12,44,27,17,52,49,0,1,2,1
"E00021300",181,97,44,53,2,19,5,14,62,56,0,6,0,1
"E00021301",175,32,8,24,1,107,60,47,31,29,1,1,0,4
"E00021302",185,41,17,24,7,79,44,35,54,52,0,2,0,4
"E00021303",126,21,7,14,0,73,64,9,32,31,0,0,1,0
"E00021304",119,27,13,14,1,50,10,40,39,39,0,0,0,2
"E00021305",100,66,40,26,0,9,1,8,25,23,0,1,1,0
"E00021306",126,61,28,33,1,26,12,14,35,33,0,1,1,3
"E00021307",183,66,24,42,2,26,4,22,88,84,0,3,1,1
"E00021308",139,42,26,16,1,46,29,17,49,49,0,0,0,1
"E00021309",105,43,9,34,0,4,0,4,58,56,0,2,0,0
"E00021310",112,51,29,22,0,37,9,28,24,23,0,1,0,0
"E00021311",119,28,15,13,0,70,6,64,21,19,1,1,0,0
"E00021312",123,34,15,19,2,53,13,40,33,30,0,2,1,1
"E00021313",204,69,23,46,0,49,22,27,83,76,0,6,1,3
"E00021314",148,83,32,51,0,31,2,29,33,33,0,0,0,1
"E00021315",112,0,0,0,0,110,16,94,2,2,0,0,0,0
"E00021316",102,33,15,18,0,48,8,40,19,19,0,0,0,2
"E00021317",123,82,34,48,0,14,3,11,27,27,0,0,0,0
"E00021318",142,31,12,19,1,50,39,11,59,56,0,3,0,1
"E00021319",138,29,11,18,1,62,14,48,46,46,0,0,0,0
"E00021320",120,42,14,28,4,55,35,20,17,16,0,1,0,2
"E00021321",114,43,20,23,0,37,5,32,34,31,0,2,1,0
"E00021322",116,22,11,11,1,65,13,52,27,23,0,4,0,1
"E00021323",138,14,3,11,1,93,54,39,28,25,0,2,1,2
"E00021324",166,63,23,40,1,55,5,50,44,44,0,0,0,3
"E00021325",150,40,18,22,2,78,14,64,28,26,0,2,0,2
"E00021326",134,31,9,22,1,78,72,6,24,21,0,3,0,0
"E00021327",178,43,14,29,9,87,3,84,37,30,1,5,1,2
"E00021328",131,18,5,13,1,72,63,9,37,37,0,0,0,3
"E00021329",187,17,8,9,3,129,75,54,34,33,0,0,1,4
"E00021330",122,18,7,11,1,68,50,18,32,30,0,1,1,3
"E00021331",90,6,2,4,0,64,15,49,19,15,0,1,3,1
"E00021332",134,16,2,14,1,99,44,55,17,15,0,1,1,1
"E00021333",126,27,8,19,1,71,31,40,26,24,1,1,0,1
"E00021334",155,39,8,31,0,95,68,27,20,15,0,4,1,1
"E00021335",180,22,12,10,7,125,21,104,22,22,0,0,0,4
"E00021336",88,17,3,14,0,60,26,34,7,7,0,0,0,4
"E00021337",88,11,1,10,8,61,6,55,7,7,0,0,0,1
"E00021338",134,20,9,11,1,84,33,51,27,23,1,1,2,2
"E00021339",125,32,18,14,6,44,37,7,41,38,0,3,0,2
"E00021340",211,21,4,17,0,61,14,47,124,124,0,0,0,5
"E00021342",101,17,6,11,0,74,27,47,10,10,0,0,0,0
"E00021344",152,16,9,7,4,106,48,58,26,24,0,2,0,0
"E00021345",115,18,5,13,0,68,29,39,29,27,0,1,1,0
"E00021346",116,16,3,13,10,67,26,41,23,21,0,1,1,0
"E00021347",149,12,3,9,2,110,54,56,25,23,0,1,1,0
"E00021349",136,21,4,17,0,90,35,55,23,21,0,1,1,2
"E00021350",110,18,3,15,4,55,12,43,30,30,0,0,0,3
"E00021351",134,16,6,10,0,96,35,61,21,20,0,1,0,1
"E00021352",116,15,1,14,0,88,8,80,13,13,0,0,0,0
"E00021353",127,8,0,8,0,89,30,59,25,22,0,1,2,5
"E00021354",142,18,5,13,9,91,9,82,22,20,0,1,1,2
"E00021355",161,65,29,36,1,24,8,16,71,62,0,9,0,0
"E00021357",118,25,3,22,0,80,37,43,12,10,0,0,2,1
"E00021359",110,28,8,20,1,60,20,40,21,21,0,0,0,0
"E00021360",127,12,3,9,1,73,33,40,41,39,0,1,1,0
"E00021361",131,6,4,2,9,103,13,90,10,9,0,1,0,3
"E00021363",141,23,8,15,1,85,33,52,30,29,0,0,1,2
"E00021364",161,55,28,27,1,71,22,49,32,30,1,0,1,2
"E00021365",139,34,12,22,0,63,25,38,40,36,0,3,1,2
"E00021366",141,26,15,11,1,86,35,51,26,25,0,0,1,2
"E00021367",133,30,10,20,1,75,16,59,26,20,0,4,2,1
"E00021368",140,17,9,8,0,103,29,74,18,15,0,1,2,2
"E00021369",60,8,2,6,0,51,17,34,1,1,0,0,0,0
"E00021370",172,36,8,28,4,105,25,80,26,25,0,0,1,1
"E00021371",46,4,1,3,0,39,9,30,2,2,0,0,0,1
"E00021372",148,38,19,19,8,69,38,31,32,32,0,0,0,1
"E00021374",126,20,11,9,1,88,29,59,16,14,0,1,1,1
"E00021375",135,19,9,10,0,96,23,73,17,17,0,0,0,3
"E00021376",129,20,4,16,0,79,36,43,28,27,0,0,1,2
"E00021377",219,51,17,34,6,93,34,59,66,61,2,2,1,3
"E00021378",177,28,11,17,0,70,22,48,79,78,0,1,0,0
"E00021379",130,35,25,10,2,62,24,38,30,29,0,1,0,1
"E00021380",117,9,3,6,1,69,21,48,38,36,1,1,0,0
"E00021381",141,13,6,7,0,95,42,53,31,29,0,0,2,2
"E00021382",124,12,5,7,0,96,28,68,14,11,0,0,3,2
"E00021383",176,16,4,12,0,129,48,81,28,21,0,0,7,3
"E00021384",122,81,18,63,1,1,1,0,36,31,1,4,0,3
"E00021385",155,45,18,27,37,30,13,17,42,40,0,2,0,1
"E00021386",120,26,10,16,2,78,28,50,13,13,0,0,0,1
"E00021387",225,33,8,25,24,121,39,82,44,39,0,4,1,3
"E00021388",141,12,6,6,0,102,33,69,26,26,0,0,0,1
"E00021391",155,12,4,8,0,113,47,66,28,25,0,1,2,2
"E00021392",161,87,39,48,26,16,10,6,30,30,0,0,0,2
"E00021393",147,16,10,6,0,103,37,66,28,23,0,1,4,0
"E00021394",137,12,6,6,0,105,35,70,20,18,0,0,2,0
"E00021395",119,2,0,2,2,92,27,65,21,20,0,0,1,2
"E00021396",147,19,13,6,2,107,51,56,19,16,0,1,2,0
"E00021397",171,28,12,16,1,120,29,91,20,20,0,0,0,2
"E00021398",175,37,6,31,3,89,48,41,46,42,0,2,2,0
"E00021399",175,87,49,38,0,33,31,2,48,45,1,1,1,7
"E00021400",137,34,16,18,0,42,28,14,59,57,0,1,1,2
"E00021402",119,22,5,17,0,68,26,42,27,26,0,0,1,2
"E00021404",143,61,19,42,0,3,3,0,78,73,1,3,1,1
"E00021405",132,57,32,25,0,38,17,21,37,33,1,2,1,0
"E00021406",146,20,8,12,1,96,45,51,27,25,1,1,0,2
"E00021407",193,22,8,14,2,147,60,87,19,18,0,1,0,3
"E00021408",171,57,13,44,14,20,7,13,78,78,0,0,0,2
"E00021409",142,70,20,50,0,1,0,1,68,64,0,4,0,3
"E00021410",112,32,5,27,0,48,33,15,30,28,0,1,1,2
"E00021411",153,42,16,26,0,89,85,4,20,18,1,1,0,2
"E00021412",136,27,15,12,1,96,69,27,10,10,0,0,0,2
"E00021413",141,21,4,17,12,85,49,36,20,19,0,0,1,3
"E00021414",107,27,4,23,0,56,52,4,23,23,0,0,0,1
"E00021415",125,26,9,17,2,75,67,8,22,21,0,1,0,0
"E00021416",123,32,13,19,0,61,57,4,28,25,0,2,1,2
"E00021417",119,26,10,16,0,61,58,3,30,29,0,1,0,2
"E00021418",118,63,20,43,1,4,4,0,50,44,0,5,1,0
"E00021419",135,10,5,5,0,80,73,7,44,42,0,1,1,1
"E00021420",128,47,19,28,1,55,36,19,23,23,0,0,0,2
"E00021421",195,26,8,18,7,124,53,71,38,34,0,1,3,0
"E00021422",87,6,2,4,0,61,19,42,15,12,0,1,2,5
"E00021423",140,22,6,16,0,81,70,11,36,33,0,3,0,1
"E00021424",105,55,21,34,0,3,2,1,47,44,0,3,0,0
"E00021425",133,67,29,38,1,1,0,1,60,60,0,0,0,4
"E00021426",109,12,7,5,0,73,29,44,21,19,0,2,0,3
"E00021427",124,52,20,32,1,1,1,0,68,63,1,4,0,2
"E00021428",140,19,7,12,0,91,38,53,28,26,0,1,1,2
"E00021429",60,12,3,9,11,24,3,21,13,12,0,0,1,0
"E00021430",125,23,5,18,2,83,80,3,16,16,0,0,0,1
"E00021431",125,34,15,19,0,67,61,6,24,23,0,1,0,0
"E00021432",159,34,16,18,0,102,95,7,23,22,0,0,1,0
"E00021433",243,71,14,57,0,103,68,35,68,67,0,1,0,1
"E00021434",127,37,14,23,0,67,64,3,23,23,0,0,0,0
"E00021437",118,17,8,9,2,76,32,44,23,21,0,0,2,0
"E00021438",103,27,14,13,1,54,22,32,19,17,0,1,1,2
"E00021439",90,14,9,5,0,53,50,3,22,22,0,0,0,1
"E00021440",128,48,22,26,0,40,38,2,37,32,0,4,1,3
"E00021441",129,61,27,34,0,47,1,46,20,15,0,4,1,1
"E00021442",130,13,6,7,1,101,3,98,13,13,0,0,0,2
"E00021443",116,18,2,16,0,72,11,61,25,22,0,0,3,1
"E00021444",117,24,13,11,0,59,11,48,32,20,0,0,12,2
"E00021445",116,13,3,10,1,80,73,7,21,17,0,0,4,1
"E00021446",117,17,6,11,0,84,83,1,16,16,0,0,0,0
"E00021447",123,61,15,46,3,9,8,1,50,47,0,2,1,0
"E00021448",139,30,11,19,0,95,76,19,13,12,0,1,0,1
"E00021449",138,37,12,25,4,50,28,22,44,42,0,2,0,3
"E00021450",71,35,17,18,1,17,0,17,17,17,0,0,0,1
"E00021451",147,23,12,11,0,102,92,10,21,19,0,2,0,1
"E00021452",117,32,13,19,7,53,49,4,24,22,0,1,1,1
"E00021453",129,26,13,13,1,67,42,25,31,29,0,2,0,4
"E00021454",116,13,2,11,0,84,21,63,19,18,0,1,0,0
"E00021455",148,20,7,13,0,115,111,4,13,12,0,1,0,0
"E00021458",148,55,17,38,4,27,16,11,60,58,0,2,0,2
"E00021459",139,55,16,39,2,24,19,5,58,55,0,3,0,0
"E00021460",166,58,21,37,1,41,36,5,66,65,0,1,0,0
"E00021461",120,35,11,24,2,56,52,4,27,24,0,3,0,0
"E00021462",137,30,16,14,0,76,76,0,31,30,1,0,0,0
"E00021463",130,43,17,26,0,61,59,2,23,22,0,1,0,3
"E00021464",128,29,5,24,0,58,30,28,41,40,0,1,0,0
"E00021465",128,31,10,21,2,65,60,5,26,25,0,1,0,4
"E00021466",139,28,15,13,0,71,62,9,40,21,0,0,19,0
"E00021467",121,21,9,12,0,69,64,5,26,17,0,0,9,5
"E00021468",111,19,6,13,11,51,47,4,29,26,0,2,1,1
"E00021469",149,30,16,14,2,74,69,5,39,39,0,0,0,4
"E00021470",117,29,12,17,4,56,50,6,27,22,1,2,2,1
"E00021471",134,27,9,18,2,86,60,26,16,15,0,1,0,3
"E00021473",95,23,8,15,2,43,40,3,27,17,0,0,10,0
"E00021474",122,27,12,15,1,63,62,1,30,29,0,0,1,1
"E00021475",122,32,11,21,1,42,36,6,45,43,1,0,1,2
"E00021476",122,25,5,20,0,61,22,39,34,32,0,1,1,2
"E00021477",166,43,14,29,1,49,7,42,62,58,2,2,0,11
"E00021478",130,39,20,19,0,48,9,39,41,38,0,2,1,2
"E00021479",151,36,12,24,1,19,3,16,93,90,0,2,1,2
"E00021480",144,49,11,38,0,15,3,12,80,76,0,4,0,0
"E00021481",134,22,11,11,0,68,22,46,44,40,0,3,1,0
"E00021482",127,46,13,33,1,32,8,24,47,43,0,2,2,1
"E00021483",231,73,13,60,5,48,11,37,104,95,0,8,1,1
"E00021484",114,53,15,38,2,7,2,5,51,49,0,2,0,1
"E00021485",122,5,1,4,1,99,9,90,16,16,0,0,0,1
"E00021486",121,25,13,12,0,62,20,42,34,31,0,2,1,0
"E00021487",71,7,2,5,0,58,19,39,3,1,0,1,1,3
"E00021488",157,31,7,24,7,80,31,49,38,38,0,0,0,1
"E00021489",119,18,4,14,0,74,22,52,26,25,0,1,0,1
"E00021490",115,16,4,12,0,72,22,50,23,19,0,2,2,4
"E00021491",87,11,2,9,1,67,24,43,8,8,0,0,0,0
"E00021492",136,15,4,11,1,93,46,47,25,24,0,0,1,2
"E00021493",126,12,4,8,0,96,47,49,18,17,0,0,1,0
"E00021494",176,36,13,23,0,113,23,90,23,22,0,1,0,4
"E00021495",184,25,8,17,0,125,43,82,33,32,0,1,0,1
"E00021496",107,12,4,8,1,75,23,52,19,18,0,0,1,0
"E00021497",133,17,2,15,0,93,42,51,22,21,0,0,1,1
"E00021498",127,13,3,10,0,98,37,61,15,14,0,0,1,1
"E00021499",124,36,6,30,0,42,5,37,44,38,0,6,0,2
"E00021500",139,35,8,27,0,56,2,54,47,46,0,1,0,1
"E00021501",131,8,4,4,0,86,28,58,37,36,0,0,1,0
"E00021502",134,4,1,3,0,119,10,109,9,9,0,0,0,2
"E00021503",129,17,4,13,0,95,30,65,15,12,0,2,1,2
"E00021504",164,11,3,8,0,102,24,78,49,49,0,0,0,2
"E00021505",95,17,6,11,0,64,11,53,13,13,0,0,0,1
"E00021506",142,23,8,15,1,91,28,63,26,26,0,0,0,1
"E00021507",169,21,6,15,0,83,18,65,64,63,0,1,0,1
"E00021508",136,30,11,19,0,59,24,35,46,45,0,0,1,1
"E00021509",184,28,14,14,1,111,37,74,44,43,0,1,0,0
"E00021510",121,46,25,21,0,2,1,1,72,71,0,1,0,1
"E00021511",109,37,16,21,0,2,0,2,70,66,2,1,1,0
"E00021516",106,26,8,18,0,49,1,48,28,28,0,0,0,3
"E00021517",136,33,9,24,1,36,3,33,65,62,0,2,1,1
"E00021518",151,29,8,21,0,33,0,33,84,83,0,0,1,5
"E00021519",200,73,19,54,5,20,9,11,101,98,0,3,0,1
"E00021520",97,35,7,28,1,6,3,3,53,53,0,0,0,2
"E00021521",98,42,15,27,1,43,13,30,12,10,1,1,0,0
"E00021522",136,13,2,11,1,103,11,92,18,17,0,1,0,1
"E00021524",194,35,11,24,1,81,7,74,75,72,0,3,0,2
"E00021525",134,44,13,31,0,10,3,7,78,76,1,1,0,2
"E00021526",169,60,13,47,0,4,0,4,101,100,0,1,0,4
"E00021527",145,51,18,33,0,3,2,1,91,89,0,2,0,0
"E00021528",94,39,17,22,2,38,13,25,14,14,0,0,0,1
"E00021529",116,11,3,8,1,86,3,83,16,16,0,0,0,2
"E00021531",186,41,15,26,0,105,37,68,37,34,0,2,1,3
"E00021532",138,62,24,38,0,1,0,1,73,71,0,2,0,2
"E00021533",141,70,19,51,1,1,0,1,64,62,0,2,0,5
"E00021534",127,50,18,32,1,1,0,1,74,72,0,1,1,1
"E00021535",115,46,16,30,13,14,3,11,37,35,0,0,2,5
"E00021536",118,53,9,44,0,2,1,1,63,63,0,0,0,0
"E00021537",163,76,25,51,0,4,0,4,80,77,0,3,0,3
"E00021538",309,136,48,88,2,1,1,0,168,163,0,4,1,2
"E00021539",138,46,9,37,0,3,2,1,85,83,0,0,2,4
"E00021541",139,38,14,24,0,13,0,13,85,83,0,2,0,3
"E00021542",106,40,14,26,1,1,0,1,56,36,18,1,1,8
"E00021543",142,57,24,33,0,2,0,2,82,80,0,1,1,1
"E00021544",83,47,14,33,0,3,0,3,33,31,0,1,1,0
"E00021546",102,42,15,27,0,0,0,0,58,57,1,0,0,2
"E00021547",115,29,11,18,0,62,17,45,21,18,0,3,0,3
"E00021549",128,26,11,15,2,70,13,57,28,28,0,0,0,2
"E00021550",150,18,8,10,2,112,20,92,16,14,0,0,2,2
"E00021552",99,28,11,17,0,49,14,35,22,21,0,1,0,0
"E00021553",119,11,4,7,0,89,12,77,16,14,0,1,1,3
"E00021554",127,35,12,23,16,19,3,16,56,54,0,0,2,1
"E00021555",145,18,5,13,0,85,21,64,40,40,0,0,0,2
"E00021556",147,57,19,38,0,2,1,1,87,82,0,5,0,1
"E00021557",172,63,17,46,0,2,0,2,106,105,0,1,0,1
"E00021559",157,63,20,43,1,72,50,22,21,21,0,0,0,0
"E00021560",157,26,5,21,9,97,44,53,22,20,0,2,0,3
"E00021561",144,39,19,20,1,14,4,10,89,83,0,4,2,1
"E00021562",140,55,15,40,0,31,28,3,49,47,0,2,0,5
"E00021563",124,36,13,23,1,60,21,39,27,24,0,2,1,0
"E00021564",123,31,17,14,1,59,7,52,28,24,0,2,2,4
"E00021565",89,15,9,6,0,57,43,14,17,16,0,0,1,0
"E00021566",156,42,21,21,1,46,16,30,65,63,0,2,0,2
"E00021567",143,61,33,28,2,27,23,4,52,47,0,3,2,1
"E00021569",142,33,16,17,0,40,2,38,64,57,0,0,7,5
"E00021572",143,34,16,18,3,56,15,41,50,48,0,2,0,0
"E00021574",93,29,9,20,0,32,22,10,30,29,0,1,0,2
"E00021577",128,8,5,3,0,108,12,96,7,6,0,0,1,5
"E00021579",106,33,12,21,0,58,44,14,14,14,0,0,0,1
"E00021580",124,19,7,12,1,81,60,21,23,20,0,3,0,0
"E00021582",98,22,10,12,3,58,17,41,13,13,0,0,0,2
"E00021583",150,24,8,16,0,95,67,28,29,21,0,2,6,2
"E00021584",113,22,5,17,5,74,25,49,11,10,0,0,1,1
"E00021585",149,24,9,15,4,90,47,43,28,27,0,1,0,3
"E00021586",130,33,8,25,0,63,28,35,33,28,0,5,0,1
"E00021587",128,27,13,14,2,69,62,7,30,30,0,0,0,0
"E00021588",148,24,5,19,0,103,25,78,16,16,0,0,0,5
"E00021590",137,36,21,15,0,80,15,65,20,20,0,0,0,1
"E00021591",127,5,3,2,0,114,96,18,7,5,0,0,2,1
"E00021592",112,41,15,26,4,52,27,25,15,15,0,0,0,0
"E00021593",140,14,3,11,3,102,14,88,18,16,1,1,0,3
"E00021594",129,34,20,14,2,71,62,9,21,20,0,0,1,1
"E00021595",134,35,15,20,0,72,43,29,26,24,0,2,0,1
"E00021596",164,78,41,37,2,46,45,1,38,34,0,4,0,0
"E00021597",121,39,8,31,0,63,56,7,17,17,0,0,0,2
"E00021598",115,59,25,34,1,3,1,2,50,46,2,2,0,2
"E00021599",162,82,27,55,5,8,1,7,65,60,1,4,0,2
"E00021600",164,89,39,50,3,6,2,4,62,60,0,1,1,4
