"GeographyCode","QS415EW0001","QS415EW0002","QS415EW0003","QS415EW0004","QS415EW0005","QS415EW0006","QS415EW0007","QS415EW0008"
"E00021311",119,4,42,12,11,1,44,5
"E00021312",123,3,106,3,0,0,5,6
"E00021313",204,2,169,18,1,0,2,12
"E00021314",148,7,124,5,0,0,4,8
"E00021315",112,1,35,23,13,1,36,3
"E00021316",102,1,84,5,0,0,5,7
"E00021317",123,7,96,10,0,1,5,4
"E00021318",142,0,127,2,0,0,2,11
"E00021319",138,7,112,11,0,0,3,5
"E00021320",120,0,106,5,0,0,0,9
"E00021321",114,2,102,4,0,0,0,6
"E00021322",116,0,103,5,0,0,1,7
"E00021323",138,1,102,23,0,0,6,6
"E00021324",166,8,146,6,0,0,3,3
"E00021325",150,1,135,4,0,0,3,7
"E00021326",134,1,109,7,0,0,5,12
"E00021327",178,3,144,23,0,0,1,7
"E00021328",131,1,105,12,0,0,6,7
"E00021329",187,3,127,21,2,0,21,13
"E00021330",122,2,96,4,0,0,9,11
"E00021331",90,2,65,7,1,0,11,4
"E00021332",134,0,83,9,3,0,20,19
"E00021333",126,3,64,7,2,0,39,11
"E00021334",155,1,63,14,5,0,59,13
"E00021335",180,0,150,11,0,0,8,11
"E00021336",88,1,70,6,0,0,6,5
"E00021337",88,1,68,7,0,0,9,3
"E00021338",134,1,107,9,0,0,5,12
"E00021339",125,2,66,20,1,0,32,4
"E00021340",211,9,70,114,2,0,8,8
"E00021342",101,2,84,5,0,0,8,2
"E00021344",152,0,128,4,0,0,5,15
"E00021345",115,3,94,3,0,0,9,6
"E00021346",116,3,89,8,0,0,4,12
"E00021347",149,3,109,12,1,0,10,14
"E00021349",136,1,113,7,0,0,6,9
"E00021350",110,0,87,6,1,0,5,11
"E00021351",134,1,76,17,1,0,33,6
"E00021352",116,1,96,5,0,0,8,6
"E00021353",127,2,86,13,0,0,20,6
"E00021354",142,2,126,0,1,0,4,9
"E00021355",161,13,62,73,0,0,10,3
"E00021357",118,2,88,5,1,0,10,12
"E00021359",110,1,88,9,0,0,6,6
"E00021360",127,2,106,3,0,0,8,8
"E00021361",131,0,61,53,0,0,12,5
"E00021363",141,4,113,7,0,0,5,12
"E00021364",161,2,131,7,0,0,6,15
"E00021365",139,5,79,48,0,0,4,3
"E00021366",141,3,101,7,3,0,14,13
"E00021367",133,3,96,18,0,0,10,6
"E00021368",140,5,35,18,44,0,25,13
"E00021369",60,0,51,2,0,0,3,4
"E00021370",172,1,138,7,1,0,9,16
"E00021371",46,2,37,1,0,0,2,4
"E00021372",148,5,98,34,0,0,4,7
"E00021374",126,4,99,7,1,0,7,8
"E00021375",135,1,113,9,0,0,5,7
"E00021376",129,3,92,13,1,0,8,12
"E00021377",219,9,140,51,3,0,6,10
"E00021378",177,8,119,27,0,0,6,17
"E00021379",130,1,113,5,0,0,3,8
"E00021380",117,1,69,20,0,0,10,17
"E00021381",141,5,97,24,1,0,5,9
"E00021382",124,1,103,5,0,0,2,13
"E00021383",176,1,124,22,0,0,8,21
"E00021384",122,4,101,10,0,0,2,5
"E00021385",155,3,131,11,1,1,1,7
"E00021386",120,2,100,3,0,0,4,11
"E00021387",225,4,148,59,1,0,5,8
"E00021388",141,0,117,5,1,0,6,12
"E00021391",155,2,120,13,0,0,5,15
"E00021392",161,3,92,19,16,0,18,13
"E00021393",147,1,85,23,6,0,20,12
"E00021394",137,3,89,21,1,0,14,9
"E00021395",119,2,97,12,1,1,4,2
"E00021396",147,6,116,6,0,0,7,12
"E00021397",171,6,130,3,0,0,7,25
"E00021398",175,1,106,55,0,0,10,3
"E00021399",175,7,114,44,0,0,6,4
"E00021400",137,3,105,14,0,0,6,9
"E00021402",119,0,104,3,0,0,2,10
"E00021404",143,10,19,108,0,0,1,5
"E00021405",132,1,111,7,0,0,4,9
"E00021406",146,3,115,8,0,0,4,16
"E00021407",193,2,146,12,0,0,8,25
"E00021408",171,7,128,26,2,0,3,5
"E00021409",142,0,126,9,0,0,3,4
"E00021410",112,0,94,6,0,0,2,10
"E00021411",153,2,35,74,1,0,38,3
"E00021412",136,3,112,4,1,0,8,8
"E00021413",141,0,106,6,0,0,11,18
"E00021414",107,0,94,2,0,0,2,9
"E00021415",125,2,110,6,0,0,5,2
"E00021416",123,1,95,8,1,0,10,8
"E00021417",119,2,87,15,0,0,12,3
"E00021418",118,1,101,8,0,0,2,6
"E00021419",135,0,117,6,0,0,2,10
"E00021420",128,15,27,83,0,0,1,2
"E00021421",195,1,165,12,1,0,5,11
"E00021422",87,2,65,3,0,0,4,13
"E00021423",140,1,115,4,0,0,5,15
"E00021424",105,0,98,3,0,0,0,4
"E00021425",133,13,11,106,0,0,1,2
"E00021426",109,2,65,9,1,0,17,15
"E00021427",124,4,76,41,0,0,2,1
"E00021428",140,2,102,24,0,0,3,9
"E00021429",60,0,53,5,0,0,0,2
"E00021430",125,1,102,7,1,0,8,6
"E00021431",125,3,105,7,0,0,4,6
"E00021432",159,1,56,24,4,0,61,13
"E00021433",243,6,133,81,0,0,9,14
"E00021434",127,2,71,14,3,0,27,10
"E00021437",118,1,100,7,0,0,5,5
"E00021438",103,0,89,0,0,0,8,6
"E00021439",90,0,59,15,4,0,5,7
"E00021440",128,2,104,2,0,0,7,13
"E00021441",129,2,111,8,0,0,3,5
"E00021442",130,4,117,1,0,0,2,6
"E00021443",116,3,102,6,0,0,3,2
"E00021444",117,4,98,4,0,0,2,9
"E00021445",116,2,87,9,0,1,5,12
"E00021446",117,1,95,2,0,0,7,12
"E00021447",123,4,84,32,0,0,0,3
"E00021448",139,4,96,34,0,0,1,4
"E00021449",138,2,128,2,0,0,0,6
"E00021450",71,5,59,2,0,0,0,5
"E00021451",147,0,128,9,0,0,1,9
"E00021452",117,3,89,10,0,0,3,12
"E00021453",129,1,109,5,0,0,6,8
"E00021454",116,2,44,63,0,0,1,6
"E00021455",148,1,132,8,0,0,4,3
"E00021458",148,7,125,6,0,0,1,9
"E00021459",139,15,91,22,0,0,2,9
"E00021460",166,9,85,66,0,0,1,5
"E00021461",120,3,99,6,0,0,5,7
"E00021462",137,7,106,10,0,0,5,9
"E00021463",130,1,108,8,1,0,3,9
"E00021464",128,12,90,20,0,0,1,5
"E00021465",128,1,106,7,1,0,3,10
"E00021466",139,1,92,31,0,0,2,13
"E00021467",121,2,88,15,0,0,7,9
"E00021468",111,0,93,3,0,0,3,12
"E00021469",149,9,125,5,1,0,1,8
"E00021470",117,3,84,15,0,0,10,5
"E00021471",134,4,113,4,0,0,6,7
"E00021473",95,3,70,8,1,0,6,7
"E00021474",122,2,89,11,0,0,6,14
"E00021475",122,4,90,10,0,0,9,9
"E00021476",122,0,108,1,0,0,5,8
"E00021477",166,13,101,40,0,2,7,3
"E00021478",130,3,111,8,0,0,4,4
"E00021479",151,2,116,24,0,0,6,3
"E00021480",144,0,133,4,0,0,2,5
"E00021481",134,1,105,8,0,1,6,13
"E00021482",127,1,104,9,0,0,3,10
"E00021483",231,8,96,113,0,0,4,10
"E00021484",114,1,100,4,1,0,3,5
"E00021485",122,1,103,4,1,0,4,9
"E00021486",121,4,94,10,0,0,2,11
"E00021487",71,3,13,52,0,0,1,2
"E00021488",157,0,128,14,0,0,6,9
"E00021489",119,0,46,18,2,0,48,5
"E00021490",115,2,85,13,0,0,11,4
"E00021491",87,0,41,17,0,0,25,4
"E00021492",136,1,90,5,0,0,32,8
"E00021493",126,1,88,6,0,0,11,20
"E00021494",176,4,137,9,0,1,11,14
"E00021495",184,2,104,45,0,3,20,10
"E00021496",107,1,81,7,0,0,6,12
"E00021497",133,0,107,4,0,0,9,13
"E00021498",127,0,105,5,0,0,5,12
"E00021499",124,2,99,16,0,0,2,5
"E00021500",139,1,109,21,0,0,3,5
"E00021501",131,1,87,21,3,0,8,11
"E00021502",134,4,97,17,0,0,5,11
"E00021503",129,4,5,113,0,0,5,2
"E00021504",164,0,41,113,0,0,3,7
"E00021505",95,0,82,5,0,0,2,6
"E00021506",142,1,80,22,0,0,34,5
"E00021507",169,3,114,38,0,0,6,8
"E00021508",136,2,91,31,0,0,4,8
"E00021509",184,0,121,28,1,0,19,15
"E00021510",121,1,12,66,0,0,39,3
"E00021511",109,0,4,76,0,0,26,3
"E00021516",106,4,60,36,0,0,2,4
"E00021517",136,12,51,63,0,0,3,7
"E00021518",151,13,87,48,0,0,1,2
"E00021519",200,9,110,60,1,0,10,10
"E00021520",97,11,46,34,0,0,0,6
"E00021521",98,9,84,4,0,0,0,1
"E00021522",136,0,117,6,0,0,3,10
"E00021524",194,11,130,37,3,0,2,11
"E00021525",134,15,46,67,0,0,2,4
"E00021526",169,21,44,100,0,0,2,2
"E00021527",145,15,61,66,0,0,0,3
"E00021528",94,3,79,5,0,0,3,4
"E00021529",116,1,42,47,0,0,24,2
"E00021531",186,2,143,21,0,0,6,14
"E00021532",138,2,101,25,0,0,1,9
"E00021533",141,4,46,42,10,0,37,2
"E00021534",127,6,20,78,4,0,15,4
"E00021535",115,3,86,13,0,0,4,9
"E00021536",118,0,67,23,4,0,22,2
"E00021537",163,7,34,120,0,0,1,1
"E00021538",309,31,42,232,0,0,1,3
"E00021539",138,17,8,112,0,0,0,1
"E00021541",139,8,42,87,0,0,1,1
"E00021542",106,11,16,75,0,0,2,2
"E00021543",142,2,47,45,8,0,36,4
"E00021544",83,0,64,11,2,0,2,4
"E00021546",102,3,88,8,0,0,0,3
"E00021547",115,3,42,37,2,0,21,10
"E00021549",128,0,65,27,0,0,27,9
"E00021550",150,1,104,13,0,0,10,22
"E00021552",99,0,46,27,0,0,22,4
"E00021553",119,6,85,16,0,0,6,6
"E00021554",127,10,61,50,0,0,2,4
"E00021555",145,2,100,29,1,0,6,7
"E00021556",147,16,13,117,0,0,0,1
"E00021557",172,11,96,59,0,0,2,4
"E00021559",157,1,142,2,0,0,7,5
"E00021560",157,8,118,19,0,0,5,7
"E00021561",144,6,111,17,0,0,5,5
"E00021562",140,5,98,25,0,0,2,10
"E00021563",124,4,107,7,0,0,1,5
"E00021564",123,1,96,10,2,0,8,6
"E00021565",89,3,68,11,0,0,2,5
"E00021566",156,8,115,15,0,0,5,13
"E00021567",143,6,103,22,1,0,5,6
"E00021569",142,7,110,14,0,0,1,10
"E00021572",143,6,108,18,0,0,5,6
"E00021574",93,3,75,6,2,0,3,4
"E00021577",128,0,108,8,3,0,3,6
"E00021579",106,5,51,28,1,0,17,4
"E00021580",124,0,74,22,0,0,18,10
"E00021582",98,0,79,6,0,0,3,10
"E00021583",150,4,114,7,0,0,6,19
"E00021584",113,5,84,15,0,0,5,4
"E00021585",149,3,98,26,0,0,13,9
"E00021586",130,1,105,8,0,0,8,8
"E00021587",128,2,110,5,0,0,2,9
"E00021588",148,4,122,5,0,0,5,12
"E00021590",137,0,116,4,0,0,11,6
"E00021591",127,1,96,6,0,0,11,13
"E00021592",112,1,100,8,0,0,1,2
"E00021593",140,4,86,17,3,0,23,7
"E00021594",129,6,106,6,0,0,4,7
"E00021595",134,1,108,14,0,0,2,9
"E00021596",164,0,146,10,0,0,1,7
"E00021597",121,0,102,8,0,0,2,9
"E00021598",115,8,77,24,0,0,1,5
"E00021599",162,19,60,81,0,0,0,2
"E00021600",164,1,150,6,0,0,1,6
"E00021601",118,3,65,46,0,0,1,3
"E00021602",124,3,102,14,0,0,0,5
"E00021603",108,4,66,33,1,0,3,1
"E00021604",154,4,131,7,1,0,3,8
"E00021605",157,2,65,26,10,0,50,4
"E00021606",175,4,120,42,0,0,4,5
"E00021607",119,0,72,21,0,0,22,4
"E00021608",116,6,100,7,0,0,1,2
"E00021610",152,3,118,20,0,0,4,7
"E00021611",155,3,83,46,0,0,15,8
"E00021612",139,12,4,122,0,0,1,0
"E00021613",125,7,7,102,1,0,6,2
"E00021614",160,9,72,74,1,0,2,2
"E00021615",146,13,25,108,0,0,0,0
"E00021616",122,2,93,7,0,0,4,16
"E00021617",109,7,47,50,0,0,2,3
"E00021618",95,1,83,5,0,0,2,4
"E00021619",162,0,131,6,1,0,8,16
"E00021620",125,2,81,26,3,0,7,6
"E00021621",121,1,96,10,0,0,6,8
"E00021622",134,1,124,3,0,0,1,5
"E00021623",91,2,73,10,0,0,2,4
"E00021624",171,7,61,95,0,0,1,7
"E00021625",247,7,99,133,2,0,1,5
"E00021626",212,7,101,23,11,0,59,11
"E00021627",201,14,67,114,0,0,4,2
"E00021628",108,5,65,10,4,0,19,5
"E00021629",125,12,32,72,0,0,7,2
"E00021630",129,3,103,14,0,0,3,6
"E00021631",144,23,9,112,0,0,0,0
"E00021632",119,3,86,23,1,0,2,4
"E00021633",114,6,75,27,0,0,1,5
"E00021634",136,5,88,34,2,0,2,5
"E00021635",117,0,91,21,1,0,0,4
"E00021636",114,0,96,3,0,0,8,7
"E00021637",174,8,140,8,0,0,7,11
"E00021639",93,5,54,13,0,0,12,9
"E00021640",149,5,52,21,13,0,48,10
"E00021641",135,4,87,32,0,0,6,6
"E00021642",127,1,81,11,6,0,15,13
"E00021643",91,0,55,10,4,0,13,9
"E00021644",138,1,77,11,3,0,32,14
"E00021646",155,1,125,8,0,0,7,14
"E00021648",102,4,12,83,0,0,1,2
"E00021649",127,0,101,14,1,0,3,8
"E00021650",105,3,69,25,0,0,2,6
"E00021651",139,9,28,100,0,0,2,0
"E00021652",148,0,131,10,1,0,1,5
"E00021653",175,3,140,12,0,0,8,12
"E00021654",144,1,118,4,0,0,11,10
"E00021655",80,1,60,7,0,0,4,8
"E00021656",159,2,97,17,3,0,34,6
"E00021657",112,4,5,99,0,0,4,0
"E00021658",93,2,41,48,0,0,0,2
"E00021659",136,6,95,21,0,0,11,3
"E00021660",117,1,76,13,3,1,21,2
"E00021661",207,15,80,74,7,0,23,8
"E00021662",179,2,154,2,1,0,8,12
"E00021663",138,1,4,126,0,0,7,0
"E00021665",149,1,74,13,6,0,47,8
"E00021666",221,16,119,72,0,0,8,6
"E00021667",142,1,111,2,0,0,12,16
"E00021668",248,10,117,101,0,0,10,10
"E00021669",133,7,95,3,1,0,11,16
"E00021670",123,1,82,13,1,0,18,8
"E00021671",101,1,80,8,0,0,5,7
"E00021672",142,3,112,10,0,0,11,6
"E00021673",139,3,97,26,3,0,3,7
"E00021674",155,9,79,54,0,1,2,10
"E00021675",162,4,128,5,0,0,7,18
"E00021676",168,11,100,49,0,0,5,3
"E00021677",120,2,99,5,0,0,3,11
"E00021678",166,1,136,23,0,0,0,6
"E00021679",58,0,51,4,0,0,2,1
"E00021680",194,6,141,28,1,0,3,15
"E00021681",147,1,118,7,0,0,6,15
"E00021682",160,0,134,8,2,0,7,9
"E00021683",156,2,127,12,1,0,4,10
"E00021685",220,11,117,69,0,0,5,18
"E00021686",182,18,102,45,0,0,11,6
"E00021687",189,9,137,26,3,0,10,4
"E00021688",142,1,109,15,0,0,10,7
"E00021689",162,17,71,71,0,0,0,3
"E00021690",218,17,127,58,0,0,4,12
"E00021691",139,1,116,12,0,1,5,4
"E00021692",156,3,100,38,0,0,4,11
"E00021693",199,5,153,30,0,0,4,7
"E00021694",162,9,113,17,1,0,9,13
"E00021695",154,3,117,24,0,0,5,5
"E00021696",186,11,104,60,0,0,4,7
"E00021697",143,0,130,2,0,0,6,5
"E00021698",159,6,134,12,1,0,3,3
"E00021699",172,3,135,13,0,0,9,12
"E00021700",222,1,177,28,0,0,5,11
"E00021701",184,8,117,35,3,0,16,5
"E00021702",124,5,97,6,0,0,8,8
"E00021703",123,6,96,13,0,0,4,4
"E00021704",157,4,96,42,1,0,7,7
"E00021705",175,1,117,31,1,0,9,16
"E00021706",111,2,69,21,2,0,10,7
"E00021707",143,5,86,37,0,0,6,9
"E00021708",130,1,106,7,0,0,9,7
"E00021709",111,3,95,3,1,0,2,7
"E00021710",116,4,97,4,0,0,5,6
"E00021711",200,12,123,41,2,0,6,16
"E00021712",150,6,76,41,1,0,18,8
"E00021713",98,0,82,6,0,0,3,7
"E00021714",100,3,64,16,0,0,7,10
"E00021715",135,1,85,37,0,0,4,8
"E00021716",165,3,71,21,6,0,54,10
"E00021717",109,2,83,9,0,0,8,7
"E00021718",155,7,104,31,1,0,7,5
"E00021719",56,0,47,0,0,0,2,7
"E00021722",158,10,127,7,0,0,2,12
"E00021723",110,0,88,8,0,0,3,11
"E00021724",120,2,108,4,1,0,1,4
"E00021725",116,2,104,6,0,0,0,4
"E00021726",108,0,87,10,0,0,7,4
"E00021727",111,3,94,8,0,0,2,4
"E00021728",114,2,53,10,13,0,34,2
"E00021729",72,1,58,5,1,0,2,5
"E00021730",163,4,123,7,0,0,14,15
"E00021731",156,4,97,34,0,0,13,8
"E00021732",98,1,86,2,0,0,3,6
"E00021733",250,9,143,55,5,0,33,5
"E00021734",208,1,165,13,0,0,10,19
"E00021735",138,1,108,9,0,0,9,11
"E00021736",135,6,107,7,1,0,3,11
"E00021737",104,0,54,31,1,0,12,6
"E00021738",112,1,90,6,0,0,4,11
"E00021739",126,7,86,21,0,0,6,6
"E00021740",168,4,69,56,3,0,31,5
"E00021741",124,12,3,104,0,0,1,4
"E00021742",211,22,145,24,1,0,7,12
"E00021743",141,0,110,9,0,0,9,13
"E00021744",244,17,117,88,4,0,7,11
"E00021745",98,2,45,10,1,0,38,2
"E00021746",143,22,27,88,0,0,5,1
"E00021748",200,2,156,22,0,1,11,8
"E00021750",119,1,93,12,0,0,3,10
"E00021752",138,1,101,14,1,0,10,11
"E00021753",115,1,83,19,2,0,8,2
"E00021754",87,2,37,14,4,0,25,5
"E00021755",125,0,97,11,1,0,11,5
"E00021756",102,7,62,27,0,0,5,1
"E00021757",96,4,50,7,2,0,28,5
"E00021758",134,2,79,16,3,0,27,7
"E00021759",110,0,57,12,2,0,28,11
"E00021760",115,4,91,6,1,0,4,9
"E00021761",102,3,80,9,0,0,2,8
"E00021762",105,4,71,20,0,0,2,8
"E00021763",133,1,100,3,0,0,20,9
"E00021764",109,1,87,8,0,0,6,7
"E00021766",107,1,83,10,1,0,4,8
"E00021767",126,0,96,3,2,1,14,10
"E00167078",120,1,74,36,0,0,2,7
"E00167079",116,5,39,51,1,0,12,8
"E00167080",145,0,90,33,8,0,10,4
"E00167081",120,3,62,47,0,0,1,7
"E00167082",138,1,78,31,0,1,20,7
"E00167083",122,1,99,8,0,0,5,9
"E00167084",113,5,10,94,0,0,2,2
"E00167085",126,3,80,36,0,0,4,3
"E00167086",140,17,68,42,1,0,6,6
"E00167087",144,0,126,10,0,0,2,6
"E00167088",112,5,20,84,0,0,1,2
"E00167089",92,0,77,9,0,1,2,3
"E00167090",100,0,81,9,0,0,2,8
"E00167091",144,7,27,101,1,0,6,2
"E00167092",122,6,44,60,0,2,4,6
"E00167093",97,0,7,90,0,0,0,0
"E00167094",130,6,38,78,0,0,4,4
"E00167095",109,1,68,35,0,0,2,3
"E00167096",66,0,57,6,0,0,0,3
"E00167097",133,11,8,104,0,0,5,5
"E00167098",76,3,6,65,0,0,2,0
"E00167099",73,6,19,42,0,0,2,4
"E00167100",226,19,12,188,0,0,7,0
"E00167101",148,23,10,112,0,0,3,0
"E00167102",130,8,25,74,0,1,13,9
"E00167103",126,13,7,103,0,0,0,3
"E00167104",121,0,82,35,0,0,0,4
"E00167105",132,2,94,27,0,0,3,6
"E00167106",161,14,35,109,1,0,1,1
"E00167107",120,9,15,92,0,0,2,2
"E00167108",165,8,107,43,0,0,3,4
"E00167109",124,5,20,81,1,0,15,2
"E00167110",124,10,52,55,0,0,4,3
"E00167111",149,9,7,116,0,1,11,5
"E00167112",403,2,294,57,1,0,16,33
"E00167113",165,1,37,84,1,0,36,6
"E00167114",140,2,95,24,0,0,10,9
"E00167115",386,1,102,178,36,0,61,8
"E00167116",112,0,52,40,1,0,15,4
"E00167117",50,0,21,22,0,0,6,1
"E00167118",137,4,6,119,0,0,4,4
"E00167119",137,10,44,77,0,0,2,4
"E00167120",139,9,9,119,0,0,1,1
"E00167121",139,8,12,101,0,0,13,5
"E00167122",125,6,21,81,1,1,7,8
"E00167123",116,0,89,14,0,0,8,5
"E00167124",137,2,98,20,1,0,6,10
"E00167125",92,2,65,17,0,0,0,8
"E00167126",177,12,85,71,0,0,1,8
"E00167127",122,4,96,13,0,0,2,7
"E00167128",95,1,68,7,2,0,3,14
"E00167129",321,3,79,154,15,0,58,12
"E00167130",466,12,28,354,21,0,47,4
"E00167131",63,1,27,13,2,0,17,3
"E00167132",289,9,22,175,14,0,64,5
"E00167133",82,1,23,28,0,0,27,3
"E00167134",137,9,1,110,1,0,11,5
"E00167135",130,3,110,8,0,0,0,9
"E00167136",57,0,48,2,1,0,2,4
"E00167137",135,9,6,112,0,0,8,0
"E00167138",134,3,28,78,1,0,15,9
"E00167139",212,4,24,158,1,0,18,7
"E00167140",131,8,30,81,0,0,8,4
"E00167141",169,4,48,96,0,0,13,8
"E00167142",216,21,35,125,7,4,13,11
"E00167143",114,3,82,19,0,0,3,7
"E00167144",120,3,76,16,1,0,14,10
"E00167145",103,11,13,73,0,1,3,2
"E00167146",161,3,131,20,0,0,1,6
"E00167147",109,6,3,97,0,0,3,0
