"GeographyCode","KS202EW0001","KS202EW0002","KS202EW0003","KS202EW0004","KS202EW0005","KS202EW0006","KS202EW0007","KS202EW0008","KS202EW0009","KS202EW0010","KS202EW0011","KS202EW0012","KS202EW0013","KS202EW0014","KS202EW0015","KS202EW0016","KS202EW0017","KS202EW0018","KS202EW0019","KS202EW0020","KS202EW0021","KS202EW0022","KS202EW0023","KS202EW0024","KS202EW0025","KS202EW0026","KS202EW0027","KS202EW0028","KS202EW0029","KS202EW0030","KS202EW0031","KS202EW0032","KS202EW0033","KS202EW0034","KS202EW0035","KS202EW0036","KS202EW0037","KS202EW0038","KS202EW0039","KS202EW0040","KS202EW0041","KS202EW0042","KS202EW0043","KS202EW0044","KS202EW0045","KS202EW0046","KS202EW0047","KS202EW0048","KS202EW0049","KS202EW0050","KS202EW0051","KS202EW0052","KS202EW0053","KS202EW0054","KS202EW0055","KS202EW0056","KS202EW0057","KS202EW0058","KS202EW0059","KS202EW0060","KS202EW0061","KS202EW0062","KS202EW0063","KS202EW0064","KS202EW0065","KS202EW0066","KS202EW0067","KS202EW0068","KS202EW0069","KS202EW0070","KS202EW0071","KS202EW0072","KS202EW0073","KS202EW0074"
"E01004207",1416,414,69,7,926,1416,5,0,2,1409,1416,11,0,0,1405,1416,8,1,2,1405,1416,567,122,727,1416,0,0,0,1416,1416,17,2,0,0,2,0,1395,1416,285,53,1078,29.2372881355932,4.8728813559322,0.494350282485876,65.3954802259887,0.353107344632768,0,0.141242937853107,99.5056497175141,0.77683615819209,0,0,99.2231638418079,0.564971751412429,0.0706214689265537,0.141242937853107,99.2231638418079,40.0423728813559,8.61581920903955,51.3418079096045,0,0,0,100,1.20056497175141,0.141242937853107,0,0,0.141242937853107,0,98.5169491525424,20.1271186440678,3.74293785310734,76.1299435028249
"E01004208",1976,433,91,21,1431,1976,16,3,5,1952,1976,18,7,0,1951,1976,8,1,1,1966,1976,761,139,1076,1976,0,0,0,1976,1976,20,1,0,0,0,0,1955,1976,587,46,1343,21.912955465587,4.60526315789474,1.06275303643725,72.419028340081,0.809716599190283,0.151821862348178,0.253036437246964,98.7854251012146,0.910931174089069,0.354251012145749,0,98.7348178137652,0.404858299595142,0.0506072874493927,0.0506072874493927,99.4939271255061,38.5121457489879,7.03441295546559,54.4534412955466,0,0,0,100,1.01214574898785,0.0506072874493927,0,0,0,0,98.9372469635628,29.7064777327935,2.32793522267206,67.9655870445344
"E01004209",1366,242,33,15,1076,1366,2,0,0,1364,1366,9,0,0,1357,1366,4,0,0,1362,1366,790,54,522,1366,0,0,0,1366,1366,7,0,0,0,1,0,1358,1366,252,32,1082,17.7159590043924,2.41581259150805,1.09809663250366,78.7701317715959,0.146412884333821,0,0,99.8535871156662,0.658857979502196,0,0,99.3411420204978,0.292825768667643,0,0,99.7071742313324,57.8330893118594,3.95314787701318,38.2137628111274,0,0,0,100,0.512445095168375,0,0,0,0.0732064421669107,0,99.4143484626647,18.4480234260615,2.34260614934114,79.2093704245974
"E01004211",1463,397,85,13,968,1463,4,1,1,1457,1463,26,4,1,1432,1463,8,1,0,1454,1463,538,118,807,1463,1,0,0,1462,1463,24,2,0,0,1,0,1436,1463,363,34,1066,27.136021872864,5.80997949419002,0.888585099111415,66.1654135338346,0.273410799726589,0.0683526999316473,0.0683526999316473,99.5898838004101,1.77717019822283,0.273410799726589,0.0683526999316473,97.8810663021189,0.546821599453178,0.0683526999316473,0,99.3848257006152,36.7737525632262,8.06561859193438,55.1606288448394,0.0683526999316473,0,0,99.9316473000683,1.64046479835954,0.136705399863295,0,0,0.0683526999316473,0,98.1544771018455,24.812030075188,2.32399179767601,72.863978127136
"E01004212",1780,337,51,26,1366,1780,3,1,1,1775,1780,11,4,0,1765,1780,7,0,2,1771,1780,662,76,1042,1780,0,0,0,1780,1780,28,1,0,0,2,1,1748,1780,664,37,1079,18.9325842696629,2.86516853932584,1.46067415730337,76.7415730337079,0.168539325842697,0.0561797752808989,0.0561797752808989,99.7191011235955,0.617977528089888,0.224719101123596,0,99.1573033707865,0.393258426966292,0,0.112359550561798,99.4943820224719,37.1910112359551,4.26966292134831,58.5393258426966,0,0,0,100,1.57303370786517,0.0561797752808989,0,0,0.112359550561798,0.0561797752808989,98.2022471910112,37.3033707865169,2.07865168539326,60.6179775280899
"E01004214",1669,579,55,7,1028,1669,2,1,0,1666,1669,12,2,0,1655,1669,5,1,1,1662,1669,702,93,874,1669,0,0,0,1669,1669,9,0,0,0,0,0,1660,1669,272,37,1360,34.6914319952067,3.29538645895746,0.419412822049131,61.5937687237867,0.11983223487118,0.0599161174355902,0,99.8202516476932,0.718993409227082,0.11983223487118,0,99.1611743559017,0.299580587177951,0.0599161174355902,0.0599161174355902,99.5805871779509,42.0611144397843,5.57219892150989,52.3666866387058,0,0,0,100,0.539245056920312,0,0,0,0,0,99.4607549430797,16.2971839424805,2.21689634511684,81.4859197124026
"E01004215",2756,743,78,20,1915,2756,8,0,0,2748,2756,17,3,0,2736,2756,4,0,1,2751,2756,893,117,1746,2756,0,0,0,2756,2756,27,1,0,0,0,0,2728,2756,957,52,1747,26.9593613933237,2.83018867924528,0.725689404934688,69.4847605224964,0.290275761973875,0,0,99.7097242380261,0.616835994194485,0.108853410740203,0,99.2743105950653,0.145137880986938,0,0.0362844702467344,99.8185776487663,32.4020319303338,4.24528301886792,63.3526850507983,0,0,0,100,0.979680696661829,0.0362844702467344,0,0,0,0,98.9840348330914,34.7242380261248,1.88679245283019,63.388969521045
"E01004216",1619,501,72,24,1022,1619,8,5,1,1605,1619,24,4,3,1588,1619,1,3,0,1615,1619,379,118,1122,1619,1,0,0,1618,1619,14,1,0,0,5,0,1599,1619,565,54,1000,30.9450277949351,4.44718962322421,1.48239654107474,63.1253860407659,0.494132180358246,0.308832612723904,0.0617665225447807,99.1352686843731,1.48239654107474,0.247066090179123,0.185299567634342,98.0852378011118,0.0617665225447807,0.185299567634342,0,99.7529339098209,23.4095120444719,7.28844966028413,69.302038295244,0.0617665225447807,0,0,99.9382334774552,0.86473131562693,0.0617665225447807,0,0,0.308832612723904,0,98.7646695491044,34.8980852378011,3.33539221741816,61.7665225447807
"E01004217",1745,685,88,15,957,1745,6,2,3,1734,1745,10,3,3,1729,1745,5,1,1,1738,1745,489,123,1133,1745,0,0,0,1745,1745,16,0,0,0,1,1,1727,1745,418,32,1295,39.2550143266476,5.04297994269341,0.859598853868195,54.8424068767908,0.343839541547278,0.114613180515759,0.171919770773639,99.3696275071633,0.573065902578797,0.171919770773639,0.171919770773639,99.0830945558739,0.286532951289398,0.0573065902578797,0.0573065902578797,99.5988538681949,28.0229226361032,7.0487106017192,64.9283667621776,0,0,0,100,0.916905444126074,0,0,0,0.0573065902578797,0.0573065902578797,98.9684813753582,23.9541547277937,1.83381088825215,74.2120343839541
"E01004218",1750,563,98,39,1050,1750,10,3,3,1734,1750,9,2,5,1734,1750,5,1,3,1741,1750,443,159,1148,1750,0,0,2,1748,1750,11,2,0,0,3,0,1734,1750,538,70,1142,32.1714285714286,5.6,2.22857142857143,60,0.571428571428571,0.171428571428571,0.171428571428571,99.0857142857143,0.514285714285714,0.114285714285714,0.285714285714286,99.0857142857143,0.285714285714286,0.0571428571428571,0.171428571428571,99.4857142857143,25.3142857142857,9.08571428571429,65.6,0,0,0.114285714285714,99.8857142857143,0.628571428571429,0.114285714285714,0,0,0.171428571428571,0,99.0857142857143,30.7428571428571,4,65.2571428571429
"E01004219",2294,375,47,23,1849,2294,4,0,0,2290,2294,4,2,2,2286,2294,3,1,2,2288,2294,1083,123,1088,2294,0,0,0,2294,2294,18,1,0,0,0,1,2274,2294,691,81,1522,16.3469921534438,2.04882301656495,1.00261551874455,80.6015693112467,0.1743679163034,0,0,99.8256320836966,0.1743679163034,0.0871839581517001,0.0871839581517001,99.6512641673932,0.13077593722755,0.04359197907585,0.0871839581517001,99.7384481255449,47.2101133391456,5.36181342632956,47.4280732345248,0,0,0,100,0.784655623365301,0.04359197907585,0,0,0,0.04359197907585,99.128160418483,30.1220575414124,3.53095030514385,66.3469921534438
"E01004221",1881,531,69,29,1252,1881,13,1,1,1866,1881,17,5,1,1858,1881,10,0,0,1871,1881,611,109,1161,1881,0,0,0,1881,1881,36,0,0,0,3,0,1842,1881,564,59,1258,28.2296650717703,3.66826156299841,1.54173312068049,66.5603402445508,0.691121743753323,0.0531632110579479,0.0531632110579479,99.2025518341308,0.903774587985114,0.26581605528974,0.0531632110579479,98.7772461456672,0.531632110579479,0,0,99.4683678894205,32.4827219564062,5.79479000531632,61.7224880382775,0,0,0,100,1.91387559808612,0,0,0,0.159489633173844,0,97.92663476874,29.9840510366826,3.13662945241893,66.8793195108985
"E01004222",2480,1017,112,15,1336,2480,8,3,2,2467,2480,21,4,2,2453,2480,17,1,2,2460,2480,945,153,1382,2480,0,0,0,2480,2480,18,8,2,0,1,0,2451,2480,306,41,2133,41.008064516129,4.51612903225806,0.604838709677419,53.8709677419355,0.32258064516129,0.120967741935484,0.0806451612903226,99.4758064516129,0.846774193548387,0.161290322580645,0.0806451612903226,98.9112903225806,0.685483870967742,0.0403225806451613,0.0806451612903226,99.1935483870968,38.1048387096774,6.16935483870968,55.7258064516129,0,0,0,100,0.725806451612903,0.32258064516129,0.0806451612903226,0,0.0403225806451613,0,98.8306451612903,12.3387096774194,1.65322580645161,86.008064516129
"E01004223",2079,866,82,14,1117,2079,8,3,4,2064,2079,22,5,2,2050,2079,10,1,2,2066,2079,725,129,1225,2079,0,0,0,2079,2079,27,0,0,0,0,0,2052,2079,309,43,1727,41.6546416546417,3.94420394420394,0.673400673400673,53.7277537277537,0.384800384800385,0.144300144300144,0.192400192400192,99.2784992784993,1.05820105820106,0.240500240500241,0.0962000962000962,98.6050986050986,0.481000481000481,0.0481000481000481,0.0962000962000962,99.3746993746994,34.8725348725349,6.20490620490621,58.9225589225589,0,0,0,100,1.2987012987013,0,0,0,0,0,98.7012987012987,14.8629148629149,2.06830206830207,83.0687830687831
"E01004224",2000,697,123,20,1160,2000,10,1,2,1987,2000,15,2,5,1978,2000,9,1,1,1989,2000,731,161,1108,2000,0,0,1,1999,2000,33,0,0,0,0,0,1967,2000,362,43,1595,34.85,6.15,1,58,0.5,0.05,0.1,99.35,0.75,0.1,0.25,98.9,0.45,0.05,0.05,99.45,36.55,8.05,55.4,0,0,0.05,99.95,1.65,0,0,0,0,0,98.35,18.1,2.15,79.75
"E01004225",2178,813,167,34,1164,2178,27,6,3,2142,2178,29,3,8,2138,2178,10,2,1,2165,2178,579,217,1382,2178,0,0,0,2178,2178,43,0,0,0,1,0,2134,2178,485,49,1644,37.3278236914601,7.66758494031221,1.56106519742883,53.4435261707989,1.2396694214876,0.275482093663912,0.137741046831956,98.3471074380165,1.33149678604224,0.137741046831956,0.367309458218549,98.1634527089072,0.459136822773186,0.0918273645546373,0.0459136822773186,99.4031221303949,26.5840220385675,9.96326905417815,63.4527089072544,0,0,0,100,1.9742883379247,0,0,0,0.0459136822773186,0,97.979797979798,22.2681359044995,2.24977043158861,75.4820936639118
"E01004226",1738,618,73,17,1030,1738,9,0,2,1727,1738,14,2,3,1719,1738,2,0,0,1736,1738,661,105,972,1738,0,0,0,1738,1738,13,1,0,0,3,0,1721,1738,317,38,1383,35.5581127733026,4.20023014959724,0.978135788262371,59.2635212888377,0.517836593785961,0,0.115074798619102,99.3670886075949,0.805523590333717,0.115074798619102,0.172612197928654,98.9067894131185,0.115074798619102,0,0,99.8849252013809,38.0322209436133,6.04142692750288,55.9263521288838,0,0,0,100,0.747986191024166,0.0575373993095512,0,0,0.172612197928654,0,99.0218642117376,18.2393555811277,2.18642117376295,79.5742232451093
"E01004228",1857,822,126,20,889,1857,14,7,2,1834,1857,19,7,5,1826,1857,9,2,1,1845,1857,529,170,1158,1857,0,0,0,1857,1857,33,1,0,0,3,1,1819,1857,280,34,1543,44.264943457189,6.78513731825525,1.07700592353258,47.8729133010232,0.753904146472806,0.376952073236403,0.107700592353258,98.7614431879375,1.02315562735595,0.376952073236403,0.269251480883145,98.3306408185245,0.484652665589661,0.107700592353258,0.053850296176629,99.3537964458804,28.4868066774367,9.15455035002693,62.3586429725364,0,0,0,100,1.77705977382876,0.053850296176629,0,0,0.161550888529887,0.053850296176629,97.9536887452881,15.0780829294561,1.83091007000539,83.0910070005385
"E01004229",1484,475,63,13,933,1484,8,2,0,1474,1484,5,1,4,1474,1484,3,1,0,1480,1484,605,89,790,1484,0,0,0,1484,1484,16,0,0,0,0,0,1468,1484,292,25,1167,32.0080862533693,4.24528301886792,0.876010781671159,62.8706199460916,0.539083557951483,0.134770889487871,0,99.3261455525606,0.336927223719677,0.0673854447439353,0.269541778975741,99.3261455525606,0.202156334231806,0.0673854447439353,0,99.7304582210243,40.7681940700809,5.99730458221024,53.2345013477089,0,0,0,100,1.07816711590297,0,0,0,0,0,98.921832884097,19.6765498652291,1.68463611859838,78.6388140161725
"E01004230",2101,750,94,26,1231,2101,7,3,2,2089,2101,20,6,5,2070,2101,9,0,3,2089,2101,711,150,1240,2101,1,0,0,2100,2101,35,1,0,0,2,1,2062,2101,432,62,1607,35.6972870061875,4.47405997144217,1.23750594954783,58.5911470728225,0.333174678724417,0.14278914802475,0.0951927653498334,99.428843407901,0.951927653498334,0.2855782960495,0.237981913374584,98.5245121370776,0.42836744407425,0,0.14278914802475,99.428843407901,33.8410280818658,7.13945740123751,59.0195145168967,0.0475963826749167,0,0,99.9524036173251,1.66587339362208,0.0475963826749167,0,0,0.0951927653498334,0.0475963826749167,98.1437410756782,20.561637315564,2.95097572584484,76.4873869585912
"E01004231",1793,531,63,6,1193,1793,5,2,2,1784,1793,1,2,2,1788,1793,0,0,2,1791,1793,745,92,956,1793,0,0,0,1793,1793,12,0,1,0,2,0,1778,1793,414,28,1351,29.6151701059677,3.51366424986057,0.334634690462911,66.5365309537089,0.278862242052426,0.11154489682097,0.11154489682097,99.4980479643056,0.0557724484104852,0.11154489682097,0.11154489682097,99.7211377579476,0,0,0.11154489682097,99.888455103179,41.5504740658115,5.13106525376464,53.3184606804239,0,0,0,100,0.669269380925823,0,0.0557724484104852,0,0.11154489682097,0,99.1634132738427,23.0897936419409,1.56162855549359,75.3485778025655
"E01004232",1665,617,120,27,901,1665,16,4,6,1639,1665,14,5,7,1639,1665,5,0,1,1659,1665,523,169,973,1665,0,0,0,1665,1665,30,3,0,0,1,0,1631,1665,300,55,1310,37.0570570570571,7.20720720720721,1.62162162162162,54.1141141141141,0.960960960960961,0.24024024024024,0.36036036036036,98.4384384384384,0.840840840840841,0.3003003003003,0.42042042042042,98.4384384384384,0.3003003003003,0,0.0600600600600601,99.6396396396396,31.4114114114114,10.1501501501502,58.4384384384384,0,0,0,100,1.8018018018018,0.18018018018018,0,0,0.0600600600600601,0,97.957957957958,18.018018018018,3.3033033033033,78.6786786786787
"E01004233",1821,652,39,9,1121,1821,5,0,2,1814,1821,16,3,6,1796,1821,7,2,0,1812,1821,763,80,978,1821,0,0,0,1821,1821,25,1,0,0,0,0,1795,1821,293,33,1495,35.8045030203185,2.14168039538715,0.494233937397035,61.5595826468973,0.274574409665019,0,0.109829763866008,99.615595826469,0.878638110928062,0.164744645799012,0.329489291598023,98.6271279516749,0.384404173531027,0.109829763866008,0,99.505766062603,41.9000549148819,4.39319055464031,53.7067545304778,0,0,0,100,1.3728720483251,0.0549148819330038,0,0,0,0,98.5722130697419,16.0900604063701,1.81219110378913,82.0977484898408
"E01004234",2218,943,154,48,1073,2218,14,9,5,2190,2218,25,7,10,2176,2218,3,3,5,2207,2218,642,216,1360,2218,0,0,0,2218,2218,42,0,0,0,4,2,2170,2218,345,58,1815,42.5157799819657,6.94319206492336,2.16411181244364,48.3769161406673,0.631199278629396,0.405770964833183,0.225428313796213,98.7376014427412,1.12714156898106,0.315599639314698,0.450856627592426,98.1064021641118,0.135256988277728,0.135256988277728,0.225428313796213,99.5040577096483,28.9449954914337,9.73850315599639,61.3165013525699,0,0,0,100,1.89359783588819,0,0,0,0.18034265103697,0.0901713255184851,97.8358881875563,15.5545536519387,2.61496844003607,81.8304779080252
"E01004235",1372,269,38,6,1059,1372,2,0,1,1369,1372,5,0,0,1367,1372,3,0,0,1369,1372,756,67,549,1372,0,0,0,1372,1372,6,0,0,0,0,0,1366,1372,265,32,1075,19.6064139941691,2.76967930029155,0.43731778425656,77.1865889212828,0.145772594752187,0,0.0728862973760933,99.7813411078717,0.364431486880466,0,0,99.6355685131195,0.21865889212828,0,0,99.7813411078717,55.1020408163265,4.88338192419825,40.0145772594752,0,0,0,100,0.43731778425656,0,0,0,0,0,99.5626822157434,19.3148688046647,2.33236151603499,78.3527696793003
"E01004236",1679,285,38,13,1343,1679,3,0,0,1676,1679,7,1,1,1670,1679,1,0,0,1678,1679,972,68,639,1679,0,0,0,1679,1679,6,0,0,0,0,0,1673,1679,332,38,1309,16.97438951757,2.263251935676,0.774270399047052,79.988088147707,0.178677784395473,0,0,99.8213222156045,0.416914830256105,0.0595592614651578,0.0595592614651578,99.4639666468136,0.0595592614651578,0,0,99.9404407385348,57.8916021441334,4.05002977963073,38.0583680762359,0,0,0,100,0.357355568790947,0,0,0,0,0,99.642644431209,19.7736748064324,2.263251935676,77.9630732578916
"E01004237",1158,277,57,12,812,1158,2,0,0,1156,1158,10,2,4,1142,1158,1,0,1,1156,1158,515,81,562,1158,0,0,0,1158,1158,16,1,0,0,0,0,1141,1158,266,26,866,23.9205526770294,4.92227979274611,1.03626943005181,70.1208981001727,0.172711571675302,0,0,99.8272884283247,0.863557858376511,0.172711571675302,0.345423143350604,98.6183074265976,0.0863557858376511,0,0.0863557858376511,99.8272884283247,44.4732297063903,6.99481865284974,48.5319516407599,0,0,0,100,1.38169257340242,0.0863557858376511,0,0,0,0,98.5319516407599,22.9706390328152,2.24525043177893,74.7841105354059
"E01004238",2733,471,97,21,2144,2733,3,1,1,2728,2733,16,1,0,2716,2733,3,0,1,2729,2733,1395,150,1188,2733,0,0,0,2733,2733,15,0,0,0,1,0,2717,2733,680,61,1992,17.2338090010977,3.5492133186974,0.768386388583974,78.4485912916209,0.109769484083425,0.0365898280278083,0.0365898280278083,99.817050859861,0.585437248444932,0.0365898280278083,0,99.3779729235273,0.109769484083425,0,0.0365898280278083,99.8536406878888,51.0428100987925,5.48847420417124,43.4687156970362,0,0,0,100,0.548847420417124,0,0,0,0.0365898280278083,0,99.4145627515551,24.8810830589096,2.2319795096963,72.8869374313941
"E01004239",1649,442,58,12,1137,1649,1,1,1,1646,1649,6,0,0,1643,1649,6,1,0,1642,1649,829,75,745,1649,0,0,0,1649,1649,18,0,0,0,1,0,1630,1649,278,26,1345,26.8041237113402,3.51728320194057,0.727713765918739,68.9508793208005,0.0606428138265616,0.0606428138265616,0.0606428138265616,99.8180715585203,0.363856882959369,0,0,99.6361431170406,0.363856882959369,0.0606428138265616,0,99.5755003032141,50.2728926622195,4.54821103699212,45.1788963007884,0,0,0,100,1.09157064887811,0,0,0,0.0606428138265616,0,98.8477865372953,16.8587022437841,1.5767131594906,81.5645845967253
"E01004240",1815,466,65,17,1267,1815,3,3,1,1808,1815,2,5,1,1807,1815,2,0,0,1813,1815,915,110,790,1815,0,0,0,1815,1815,10,0,0,0,1,0,1804,1815,307,44,1464,25.6749311294766,3.58126721763085,0.9366391184573,69.8071625344353,0.165289256198347,0.165289256198347,0.0550964187327824,99.6143250688705,0.110192837465565,0.275482093663912,0.0550964187327824,99.5592286501377,0.110192837465565,0,0,99.8898071625344,50.4132231404959,6.06060606060606,43.5261707988981,0,0,0,100,0.550964187327824,0,0,0,0.0550964187327824,0,99.3939393939394,16.9146005509642,2.42424242424242,80.6611570247934
"E01004241",1621,430,44,11,1136,1621,3,0,1,1617,1621,11,1,1,1608,1621,4,0,0,1617,1621,793,87,741,1621,0,0,0,1621,1621,7,0,0,0,2,0,1612,1621,286,45,1290,26.52683528686,2.7143738433066,0.67859346082665,70.0801974090068,0.185070943861814,0,0.0616903146206046,99.7532387415176,0.67859346082665,0.0616903146206046,0.0616903146206046,99.1980259099321,0.246761258482418,0,0,99.7532387415176,48.9204194941394,5.3670573719926,45.712523133868,0,0,0,100,0.431832202344232,0,0,0,0.123380629241209,0,99.4447871684146,17.6434299814929,2.77606415792721,79.5805058605799
