"GeographyCode","QS204EW0001","QS204EW0002","QS204EW0003","QS204EW0004","QS204EW0005","QS204EW0006","QS204EW0007","QS204EW0008","QS204EW0009","QS204EW0010","QS204EW0011","QS204EW0012","QS204EW0013","QS204EW0014","QS204EW0015","QS204EW0016","QS204EW0017","QS204EW0018","QS204EW0019","QS204EW0020","QS204EW0021","QS204EW0022","QS204EW0023","QS204EW0024","QS204EW0025","QS204EW0026","QS204EW0027","QS204EW0028","QS204EW0029","QS204EW0030","QS204EW0031","QS204EW0032","QS204EW0033","QS204EW0034","QS204EW0035","QS204EW0036","QS204EW0037","QS204EW0038","QS204EW0039","QS204EW0040","QS204EW0041","QS204EW0042","QS204EW0043","QS204EW0044","QS204EW0045","QS204EW0046","QS204EW0047","QS204EW0048","QS204EW0049","QS204EW0050","QS204EW0051","QS204EW0052","QS204EW0053","QS204EW0054","QS204EW0055","QS204EW0056","QS204EW0057","QS204EW0058","QS204EW0059","QS204EW0060","QS204EW0061","QS204EW0062","QS204EW0063","QS204EW0064","QS204EW0065","QS204EW0066","QS204EW0067","QS204EW0068","QS204EW0069","QS204EW0070","QS204EW0071","QS204EW0072","QS204EW0073","QS204EW0074","QS204EW0075","QS204EW0076","QS204EW0077","QS204EW0078","QS204EW0079","QS204EW0080","QS204EW0081","QS204EW0082","QS204EW0083","QS204EW0084","QS204EW0085","QS204EW0086","QS204EW0087","QS204EW0088","QS204EW0089","QS204EW0090","QS204EW0091","QS204EW0092","QS204EW0093","QS204EW0094","QS204EW0095","QS204EW0096","QS204EW0097","QS204EW0098","QS204EW0099","QS204EW0100","QS204EW0101","QS204EW0102","QS204EW0103","QS204EW0104"
"E00021156",225,158,0,0,0,0,0,0,0,0,0,1,3,2,9,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,5,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,33,0,0,0,0,32,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021157",314,185,0,0,0,0,0,0,0,0,0,0,0,1,12,1,2,2,0,0,1,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,97,0,0,0,0,95,1,0,0,1,0,0,0,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"E00021158",323,174,0,0,0,0,0,0,0,0,0,6,0,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,114,0,0,0,0,114,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021159",550,378,0,0,0,0,0,0,0,0,0,6,11,9,35,10,7,1,0,0,1,1,1,2,2,4,0,3,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,2,9,1,1,0,1,0,0,0,90,0,0,2,0,85,0,0,0,1,0,0,0,2,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"E00021160",311,200,0,0,0,0,0,0,0,0,0,5,5,8,9,4,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,69,0,0,0,0,68,0,0,0,0,0,0,0,1,8,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021161",374,268,0,0,0,0,0,0,0,0,0,1,4,13,24,2,3,10,1,2,0,0,0,4,0,0,0,0,0,1,0,0,1,0,3,1,0,0,0,2,0,0,0,4,1,3,0,0,0,0,0,0,51,0,0,1,0,48,1,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021162",358,197,0,0,0,0,0,0,0,0,0,7,3,10,24,7,4,3,0,0,0,4,0,1,0,2,1,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,1,92,0,1,4,0,85,0,0,0,0,0,0,0,2,8,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021163",343,212,0,0,0,0,0,0,0,0,0,6,0,4,11,1,1,2,0,1,1,0,1,0,0,1,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,6,0,2,4,0,0,80,0,0,0,0,79,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,18,0,0,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"E00021164",267,142,0,0,0,0,0,0,0,0,0,1,12,10,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,2,0,0,0,1,0,0,5,0,0,5,0,0,68,0,0,0,0,65,0,0,0,0,0,0,3,0,7,0,0,2,1,0,1,0,0,3,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021165",326,197,0,0,0,0,0,0,0,0,0,1,1,3,21,7,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,82,0,0,0,0,82,0,0,0,0,0,0,0,0,8,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"E00021166",376,240,0,0,0,0,0,0,0,0,0,5,2,12,30,15,2,1,0,0,0,1,0,4,0,5,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,64,0,0,0,0,64,0,0,0,0,0,0,0,0,14,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,5,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"E00021167",293,199,1,0,0,0,0,0,0,0,0,0,6,11,7,3,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,1,0,1,0,0,52,4,0,0,0,48,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"E00021168",373,319,0,0,0,0,0,0,0,0,0,9,3,8,20,7,5,2,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021169",448,317,0,0,0,0,0,0,0,0,0,3,0,7,13,2,4,3,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,97,0,0,0,0,96,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021170",432,270,0,0,0,0,0,0,0,0,0,4,2,4,9,1,1,3,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,122,0,0,0,0,113,2,0,0,0,7,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,1,0,5,0,0,0,0,0,0,1,1,0,1,3,1,0,0,0,0,0,0
"E00021171",627,335,0,0,0,0,0,0,0,0,0,8,8,12,34,5,5,9,0,0,1,3,0,0,0,5,2,4,0,0,0,0,0,0,4,0,0,2,0,2,0,0,0,0,1,2,3,1,0,2,0,0,189,0,0,0,0,189,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,27,2,0,23,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"E00021172",275,233,0,0,0,0,0,0,0,0,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,29,0,0,0,0,29,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021173",350,271,0,0,0,0,0,0,0,0,0,1,2,2,10,2,0,1,1,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,1,0,40,1,0,0,0,39,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"E00021174",222,190,1,0,0,0,0,0,0,0,0,10,5,2,11,2,4,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021175",292,212,3,0,0,0,0,0,0,0,0,5,1,0,13,1,2,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,43,0,0,0,0,42,0,0,0,1,0,0,0,0,5,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021176",288,224,0,1,0,1,0,0,0,0,0,3,2,5,9,0,0,4,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,39,0,0,0,0,37,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021177",408,227,0,0,0,0,0,0,0,0,0,5,2,7,24,5,10,5,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,0,0,0,4,0,115,0,0,0,0,115,0,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,11,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"E00021179",322,232,0,0,0,0,0,0,0,0,0,9,3,4,16,2,1,1,0,1,1,1,0,0,3,2,0,0,1,0,2,0,1,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,39,0,0,0,0,39,0,0,0,0,0,0,0,0,10,0,0,1,6,0,1,2,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"E00021180",414,219,0,0,0,0,0,0,0,0,0,9,11,7,19,7,2,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,6,7,1,0,0,0,0,1,111,0,0,1,0,109,0,0,0,0,0,0,0,1,9,4,0,0,0,1,4,0,0,0,0,0,0,0,0,0,13,0,0,8,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"E00021181",223,154,0,0,0,0,0,0,0,0,0,2,4,2,10,5,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,44,0,0,0,0,42,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021182",333,259,0,0,0,0,0,0,0,0,0,12,3,6,26,8,4,2,0,0,0,2,0,1,0,2,1,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,1,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021183",229,191,0,0,0,0,0,0,0,0,0,10,0,3,9,6,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0,0,0,0,1,4,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,6,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"E00021184",162,102,0,0,0,0,0,0,0,0,0,2,2,0,9,4,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,35,0,0,1,0,31,0,0,0,0,2,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021185",295,231,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,44,0,0,0,0,42,0,0,0,0,0,0,0,2,5,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,6,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021186",425,197,0,0,0,0,0,0,0,0,0,6,3,4,10,3,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,196,0,2,2,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021187",289,136,0,0,0,0,0,0,0,0,0,4,0,0,8,4,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,111,0,0,0,0,109,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,23,2,0,20,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"E00021188",291,226,0,0,0,0,0,0,0,0,0,2,0,0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,47,0,0,1,0,45,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021189",384,224,0,0,0,0,0,0,0,0,0,7,0,12,20,8,0,1,0,0,0,0,0,0,4,3,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,101,0,0,0,0,98,1,0,0,0,0,0,0,2,12,0,7,2,0,2,0,1,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021190",459,294,0,0,0,0,0,0,0,0,0,4,3,13,34,14,8,1,1,0,0,1,0,1,0,3,0,2,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,102,0,0,0,0,100,0,0,0,0,0,0,0,2,4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021191",372,192,0,0,0,0,0,0,0,0,0,3,2,5,9,4,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,154,1,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"E00021192",308,143,0,0,0,0,0,0,0,0,0,1,4,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,141,3,0,0,0,126,0,0,0,0,0,0,9,3,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021193",318,257,0,0,0,0,0,0,0,0,0,6,4,6,21,2,8,5,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,3,1,0,0,1,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021194",539,295,1,0,0,0,0,0,0,0,0,5,3,2,12,4,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,1,0,0,1,0,0,0,0,6,2,2,0,0,0,0,2,197,1,3,0,0,191,0,0,0,0,0,0,0,2,5,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"E00021195",382,219,0,0,0,0,0,0,0,0,0,3,3,3,15,8,3,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,1,0,0,0,0,114,0,0,0,0,114,0,0,0,0,0,0,0,0,7,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"E00021196",359,226,0,0,0,0,0,0,0,0,0,2,0,0,9,6,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,110,0,0,0,0,110,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0
"E00021197",502,323,0,0,0,0,0,0,0,0,0,9,7,9,19,4,5,1,0,0,0,0,0,0,1,1,0,4,0,0,0,2,1,0,3,0,1,1,0,1,0,0,0,9,2,2,2,0,0,0,0,2,44,1,0,0,0,41,1,0,0,1,0,0,0,0,69,9,4,48,1,2,2,2,1,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021198",303,199,0,0,0,0,0,0,0,0,0,0,5,3,4,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,83,1,0,1,0,80,0,0,0,0,0,0,0,1,6,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00021199",172,123,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,35,0,0,0,0,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"E00021200",310,149,0,0,0,0,0,0,0,0,0,6,7,9,26,18,2,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,95,5,0,1,0,86,0,0,0,0,3,0,0,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
