"GeographyCode","QS203EW0001","QS203EW0002","QS203EW0003","QS203EW0004","QS203EW0005","QS203EW0006","QS203EW0007","QS203EW0008","QS203EW0009","QS203EW0010","QS203EW0011","QS203EW0012","QS203EW0013","QS203EW0014","QS203EW0015","QS203EW0016","QS203EW0017","QS203EW0018","QS203EW0019","QS203EW0020","QS203EW0021","QS203EW0022","QS203EW0023","QS203EW0024","QS203EW0025","QS203EW0026","QS203EW0027","QS203EW0028","QS203EW0029","QS203EW0030","QS203EW0031","QS203EW0032","QS203EW0033","QS203EW0034","QS203EW0035","QS203EW0036","QS203EW0037","QS203EW0038","QS203EW0039","QS203EW0040","QS203EW0041","QS203EW0042","QS203EW0043","QS203EW0044","QS203EW0045","QS203EW0046","QS203EW0047","QS203EW0048","QS203EW0049","QS203EW0050","QS203EW0051","QS203EW0052","QS203EW0053","QS203EW0054","QS203EW0055","QS203EW0056","QS203EW0057","QS203EW0058","QS203EW0059","QS203EW0060","QS203EW0061","QS203EW0062","QS203EW0063","QS203EW0064","QS203EW0065","QS203EW0066","QS203EW0067","QS203EW0068","QS203EW0069","QS203EW0070","QS203EW0071","QS203EW0072","QS203EW0073","QS203EW0074","QS203EW0075","QS203EW0076","QS203EW0077","QS203EW0078"
"E01004207",1416,956,857,830,8,13,6,0,0,0,1,0,0,20,78,70,47,9,13,3,2,9,11,23,1,11,4,7,8,4,4,47,14,10,6,2,2,23,0,11,0,1,11,0,369,6,1,5,53,42,1,10,295,264,20,10,1,0,14,0,14,1,31,11,6,5,0,8,12,5,7,13,0,13,11,2,0,0
"E01004208",1976,1362,1095,1017,20,35,23,0,0,0,0,0,2,21,244,218,175,33,18,36,8,32,48,43,2,13,1,27,26,5,21,65,12,22,3,8,11,31,3,9,10,2,7,0,430,13,4,9,68,41,12,15,314,285,23,6,0,0,35,5,30,0,61,34,18,16,4,16,7,2,5,58,0,56,48,8,2,0
"E01004209",1366,858,758,740,3,13,2,0,0,1,1,0,0,11,87,82,57,10,8,22,4,7,6,25,8,4,1,12,5,0,5,72,11,8,3,3,2,53,0,37,3,0,13,0,421,3,0,3,7,3,0,4,400,394,2,2,1,1,11,0,11,0,13,3,3,0,0,4,6,2,4,2,0,2,2,0,0,0
"E01004211",1463,1060,870,816,13,32,9,0,0,0,1,0,0,26,163,143,116,34,10,30,6,12,24,27,2,16,0,9,20,7,13,63,8,11,5,0,6,44,5,12,9,3,15,0,217,11,6,5,23,6,3,14,170,159,3,7,0,1,11,1,10,2,71,35,25,10,2,22,12,7,5,52,0,52,39,13,0,0
"E01004212",1780,1093,826,786,11,20,9,0,0,0,0,0,0,23,244,197,139,25,15,37,8,19,35,58,9,16,4,29,47,5,42,91,14,21,4,14,3,55,2,30,9,0,14,1,466,15,3,12,116,87,13,16,301,266,21,11,2,1,31,0,31,3,88,34,23,11,4,33,17,1,16,42,0,42,32,10,0,0
"E01004214",1669,1201,1067,1038,6,15,8,0,0,0,0,0,0,11,123,105,44,5,8,12,0,12,7,61,32,9,3,17,18,7,11,91,7,34,4,15,15,50,2,19,10,1,18,0,348,10,3,7,11,8,2,1,283,251,15,7,0,10,44,0,44,0,26,5,4,1,1,10,10,6,4,3,0,1,0,1,2,0
"E01004215",2756,1778,1399,1347,9,31,12,0,0,0,0,0,0,24,355,302,170,45,30,38,10,18,29,132,18,36,15,63,53,10,43,187,20,57,8,17,32,108,5,47,41,1,14,2,630,25,4,21,170,116,25,29,349,238,90,10,6,5,83,5,78,3,110,44,35,9,6,49,11,4,7,51,0,51,23,28,0,0
"E01004216",1619,1097,840,795,5,28,11,0,1,1,0,0,0,15,241,206,91,10,23,24,3,12,19,115,16,35,7,57,35,10,25,79,8,14,6,6,2,56,3,0,38,8,7,1,339,12,3,9,107,77,22,8,179,72,96,7,1,3,41,5,36,0,50,15,8,7,4,22,9,1,8,54,0,53,34,19,1,0
"E01004217",1745,1319,1124,1088,8,14,12,0,2,0,0,0,1,17,177,149,59,11,15,10,0,10,13,90,19,28,8,35,28,1,27,46,2,13,5,5,3,31,3,4,17,5,2,0,314,9,5,4,66,35,20,11,198,134,55,5,4,0,37,0,37,4,41,16,11,5,1,20,4,1,3,25,0,25,15,10,0,0
"E01004218",1750,1328,1021,973,10,18,18,2,0,0,0,0,0,18,289,247,126,26,21,17,1,18,43,121,20,39,8,54,42,8,34,73,9,15,3,3,9,49,4,0,24,5,16,0,257,27,9,18,61,41,9,11,129,63,54,9,0,3,37,2,35,3,50,20,13,7,7,11,12,4,8,42,0,41,27,14,1,0
"E01004219",2294,1353,1098,1072,5,10,5,2,4,0,0,1,0,17,237,215,105,18,10,22,14,14,27,110,27,29,8,46,22,8,14,143,10,48,13,29,6,85,6,52,8,3,16,0,718,18,3,15,108,64,24,20,514,429,65,8,4,8,69,17,52,9,64,20,16,4,3,26,15,2,13,16,0,11,7,4,5,0
"E01004221",1881,1372,1065,989,19,37,20,0,0,0,0,0,0,28,279,228,130,30,23,26,14,10,27,98,5,35,14,44,51,14,37,88,5,21,8,6,7,61,6,18,22,6,9,1,318,10,10,0,46,27,6,13,227,157,54,11,4,1,29,2,27,6,60,22,16,6,4,19,15,3,12,43,0,42,25,17,1,0
"E01004222",2480,1931,1785,1701,21,48,15,0,0,0,1,0,0,35,110,99,61,9,10,16,6,11,9,38,7,9,1,21,11,3,8,148,7,39,8,18,13,102,2,59,12,6,23,0,288,7,1,6,15,5,6,4,249,232,4,7,2,4,17,5,12,0,96,18,13,5,1,12,65,19,46,17,0,17,9,8,0,0
"E01004223",2079,1666,1481,1422,13,34,10,0,2,0,0,0,0,28,157,136,70,14,16,16,4,5,15,66,5,21,4,36,21,6,15,100,13,27,7,11,9,60,1,27,7,7,18,0,203,4,0,4,15,9,3,3,173,164,6,0,3,0,11,6,5,0,86,23,20,3,0,14,49,23,26,24,0,24,16,8,0,0
"E01004224",2000,1575,1345,1288,13,22,22,0,0,0,0,0,0,37,193,163,91,13,15,22,2,12,27,72,7,17,5,43,30,14,16,90,13,25,5,7,13,52,2,21,14,6,9,0,254,6,0,6,8,4,4,0,217,197,11,8,1,0,22,2,20,1,62,19,8,11,2,13,28,9,19,19,0,18,8,10,1,0
"E01004225",2178,1805,1521,1419,17,48,37,0,0,1,2,1,0,40,240,218,160,30,28,32,11,22,37,58,8,23,7,20,22,6,16,63,6,16,0,11,5,41,4,8,20,3,6,0,173,19,5,14,30,4,7,19,89,60,25,3,1,0,34,5,29,1,89,36,26,10,8,33,12,3,9,48,0,47,32,15,1,0
"E01004226",1738,1337,1144,1111,4,16,13,0,0,0,1,0,0,16,176,163,85,13,17,20,8,12,15,78,17,20,1,40,13,5,8,59,6,24,7,7,10,29,0,23,3,1,2,0,276,7,0,7,13,4,6,3,246,232,12,2,0,0,10,5,5,0,49,11,6,5,2,7,29,10,19,17,0,16,9,7,1,0
"E01004228",1857,1599,1418,1349,12,32,25,0,0,2,0,0,0,34,145,122,78,20,11,12,8,8,19,44,10,16,0,18,23,7,16,39,4,4,2,1,1,31,2,8,13,1,7,0,121,16,4,12,18,5,10,3,77,64,8,4,0,1,8,1,7,2,60,25,17,8,1,18,16,5,11,38,0,38,22,16,0,0
"E01004229",1484,1030,918,895,5,9,9,0,0,0,0,0,1,20,91,83,55,10,5,14,8,9,9,28,0,16,1,11,8,2,6,58,9,7,0,5,2,42,6,23,2,0,11,0,327,2,0,2,20,12,4,4,288,265,11,10,0,2,13,1,12,4,54,8,5,3,2,22,22,7,15,15,0,15,11,4,0,0
"E01004230",2101,1612,1388,1332,10,30,15,0,1,1,0,0,0,33,190,163,104,15,12,25,9,24,19,59,6,37,0,16,27,15,12,88,13,25,4,14,7,50,1,24,12,3,10,0,291,1,0,1,24,12,2,10,240,221,14,2,2,1,22,8,14,4,84,16,7,9,2,11,55,18,37,26,0,25,16,9,1,0
"E01004231",1793,1199,1048,1030,3,5,10,0,0,0,1,0,0,10,140,128,62,11,8,11,5,13,14,66,10,19,7,30,12,1,11,89,10,17,3,7,7,61,1,45,4,2,9,1,444,5,1,4,44,31,8,5,373,342,21,7,2,1,17,5,12,5,45,2,1,1,0,16,27,5,22,16,0,14,10,4,2,0
"E01004232",1665,1334,1160,1092,9,31,28,0,0,0,0,0,2,37,135,118,93,34,21,13,3,10,12,25,6,3,3,13,17,1,16,45,0,7,1,5,1,38,4,15,13,2,4,0,207,9,1,8,24,9,12,3,148,112,25,5,2,4,25,7,18,1,50,26,18,8,1,14,9,3,6,29,0,28,18,10,1,0
"E01004233",1821,1340,1188,1143,12,26,7,0,0,0,0,2,1,27,122,93,54,9,6,14,3,8,14,39,6,11,2,20,29,14,15,100,4,34,3,10,21,62,2,33,11,2,14,0,313,9,2,7,8,1,4,3,278,262,12,2,1,1,13,4,9,5,57,14,7,7,0,22,21,9,12,11,0,11,8,3,0,0
"E01004234",2218,1883,1680,1592,15,46,27,0,0,4,1,0,0,38,160,137,101,22,15,30,4,9,21,36,2,13,1,20,23,7,16,66,3,28,8,15,5,34,4,6,14,2,8,1,151,6,1,5,24,6,8,10,103,93,9,0,0,1,12,3,9,6,74,40,35,5,1,11,22,10,12,44,0,44,29,15,0,0
"E01004235",1372,825,766,737,6,14,8,0,1,0,0,0,0,4,55,41,19,3,1,7,1,3,4,22,8,6,0,8,14,9,5,86,9,24,13,5,6,53,4,27,0,2,20,0,414,10,1,9,17,10,5,2,380,368,7,2,1,2,7,0,7,0,43,7,4,3,6,1,29,9,20,4,0,4,3,1,0,0
"E01004236",1679,1048,937,918,3,9,3,0,4,0,0,0,0,7,104,82,51,10,4,13,0,7,17,31,5,7,4,15,22,11,11,81,10,26,13,7,6,45,1,33,2,0,9,0,517,1,1,0,14,7,5,2,485,465,9,8,1,2,16,0,16,1,28,3,1,2,0,5,20,3,17,5,0,5,5,0,0,0
"E01004237",1158,784,677,652,2,17,5,0,1,0,2,1,0,15,89,81,37,8,3,9,3,13,1,44,19,14,0,11,8,2,6,84,13,19,5,5,9,51,2,29,6,5,9,1,239,13,0,13,25,12,2,11,180,162,10,2,0,6,18,6,12,3,38,7,4,3,1,13,17,4,13,13,0,13,11,2,0,0
"E01004238",2733,1646,1399,1358,4,28,9,0,0,0,0,0,0,22,225,192,96,17,18,23,5,13,20,96,8,46,12,30,33,7,26,171,12,72,21,34,17,86,5,40,17,4,20,1,837,23,1,22,61,42,12,7,706,628,48,22,3,5,47,8,39,0,64,17,12,5,0,31,16,3,13,15,0,15,13,2,0,0
"E01004239",1649,1088,994,970,9,8,6,0,1,0,0,0,0,19,75,62,26,5,3,5,1,7,5,36,7,15,5,9,13,2,11,89,5,21,4,13,4,63,10,44,2,2,5,0,412,5,0,5,32,23,7,2,348,326,11,8,0,3,27,4,23,0,51,4,4,0,1,3,43,17,26,9,0,9,6,3,0,0
"E01004240",1815,1219,1129,1109,7,8,5,0,0,0,0,0,0,13,77,62,32,8,3,10,0,9,2,30,6,14,0,10,15,5,10,87,8,27,13,10,4,50,4,20,6,10,10,2,462,9,1,8,16,8,5,3,410,391,4,5,3,7,24,3,21,3,42,9,4,5,0,16,17,6,11,5,0,5,4,1,0,0
"E01004241",1621,1023,912,891,3,14,4,0,0,0,0,0,1,9,101,74,33,9,5,2,7,2,8,41,13,16,1,11,27,11,16,93,9,32,13,11,8,52,1,40,3,0,8,0,461,6,3,3,21,10,5,6,392,378,7,5,0,2,38,7,31,4,43,6,4,2,1,16,20,6,14,1,0,1,0,1,0,0
"E01004242",2453,1579,1371,1321,11,18,20,0,1,0,0,0,0,17,191,168,91,23,8,6,7,11,36,77,9,33,4,31,23,11,12,139,12,49,12,29,8,78,2,44,11,8,13,0,633,11,1,10,53,35,10,8,532,494,16,14,7,1,35,3,32,2,83,13,8,5,7,17,46,19,27,19,0,19,11,8,0,0
"E01004243",1789,1206,1080,1062,2,12,4,0,0,0,0,0,0,8,118,93,42,10,2,10,3,9,8,51,19,12,3,17,25,6,19,84,12,22,4,11,7,50,0,32,4,4,10,0,440,11,3,8,29,21,5,3,385,361,10,13,0,1,15,2,13,0,45,5,5,0,0,12,28,11,17,14,0,14,10,4,0,0
"E01004244",1885,1276,1127,1092,5,23,7,0,0,0,0,0,0,25,124,110,50,13,5,12,1,3,16,60,21,8,2,29,14,4,10,141,13,50,12,17,21,77,3,57,12,0,5,1,401,9,1,8,22,11,8,3,345,322,16,4,0,3,22,0,22,3,59,8,6,2,0,19,32,13,19,8,0,8,5,3,0,0
"E01004245",1539,1009,938,921,3,9,4,0,1,0,1,0,0,6,64,58,30,1,5,4,9,1,10,28,6,6,1,15,6,3,3,98,8,26,10,11,5,64,4,56,0,0,4,0,415,3,2,1,7,5,1,1,383,366,4,12,0,1,18,4,14,4,16,3,1,2,0,5,8,3,5,1,0,1,1,0,0,0
"E01004246",1977,1424,1204,1160,7,22,15,0,0,0,1,0,1,17,201,171,67,17,7,11,4,13,15,104,12,37,10,45,30,14,16,80,10,22,9,4,9,48,2,24,12,4,6,0,399,6,2,4,45,22,12,11,308,266,25,12,0,5,40,15,25,0,63,12,5,7,0,40,11,2,9,11,0,11,8,3,0,0
"E01004247",1934,1242,1035,1008,6,17,4,0,0,0,1,0,0,13,193,158,70,6,12,15,6,13,18,88,14,30,8,36,35,12,23,99,9,29,3,10,16,61,3,37,2,0,19,0,532,6,1,5,49,36,8,5,441,383,33,8,4,13,26,2,24,10,51,5,3,2,2,24,20,6,14,10,0,10,6,4,0,0
"E01004248",1344,939,880,857,2,15,6,0,0,0,0,0,0,10,49,42,18,1,6,0,3,3,5,24,1,9,2,12,7,4,3,63,4,25,10,10,5,32,3,23,1,0,5,2,305,1,0,1,12,2,8,2,276,263,4,8,0,1,16,0,16,0,36,1,0,1,0,4,31,14,17,1,0,1,0,1,0,0
"E01004249",2049,1383,1186,1156,9,19,2,0,0,1,0,0,0,11,185,158,65,9,6,11,16,11,12,93,10,33,10,40,27,11,16,139,9,58,17,27,14,72,3,45,3,6,15,0,476,10,2,8,24,15,8,1,409,382,18,0,3,6,30,2,28,3,44,10,6,4,0,10,24,4,20,7,0,7,4,3,0,0
"E01004250",2342,1682,1537,1496,6,21,14,0,0,0,1,0,0,15,129,109,55,6,16,7,4,4,18,54,18,21,2,13,20,8,12,106,20,30,9,10,11,56,3,39,2,2,10,0,501,7,0,7,21,15,5,1,434,407,11,8,0,8,34,3,31,5,43,8,7,1,2,13,20,4,16,10,0,10,9,1,0,0
"E01004251",2082,1380,1212,1182,7,17,5,1,0,0,2,0,0,22,144,122,56,6,4,13,7,20,6,66,8,32,3,23,22,5,17,85,13,20,3,7,10,52,2,30,2,2,16,0,564,14,4,10,35,20,10,5,475,436,22,5,1,11,35,7,28,5,44,8,5,3,0,20,16,5,11,9,0,9,6,3,0,0
"E01004252",2707,1806,1500,1448,14,25,12,0,1,1,0,0,0,18,287,259,154,30,21,29,9,29,36,105,18,29,11,47,28,5,23,147,19,26,10,5,11,101,6,36,25,10,24,1,641,17,2,15,58,35,11,12,528,477,34,8,7,2,35,9,26,3,89,27,14,13,1,27,34,15,19,24,0,24,13,11,0,0
"E01004253",2340,1682,1462,1431,4,17,10,0,0,0,0,0,0,15,205,174,79,12,8,18,9,15,17,95,21,24,13,37,31,12,19,117,18,30,7,7,16,67,8,24,7,5,23,2,471,4,1,3,54,37,10,7,388,344,22,16,4,2,20,0,20,5,62,6,5,1,1,28,27,6,21,8,0,8,5,3,0,0
"E01004254",2120,1512,1076,991,16,47,22,0,0,0,2,0,0,27,407,335,233,63,42,37,17,16,58,102,10,30,14,48,72,22,50,96,16,17,4,4,9,63,3,3,43,1,13,0,349,22,5,17,98,55,29,14,182,118,54,4,6,0,44,3,41,3,86,48,36,12,4,25,9,0,9,77,0,77,50,27,0,0
"E01004255",1618,975,806,780,3,21,2,0,0,0,0,0,0,20,149,115,63,11,9,15,3,14,11,52,6,13,6,27,34,11,23,102,9,41,14,18,9,52,1,18,8,1,24,0,479,12,2,10,56,35,12,9,367,327,26,7,2,5,43,1,42,1,47,6,3,3,1,23,17,3,14,15,0,15,11,4,0,0
"E01004256",1729,1098,926,899,7,17,3,0,0,0,0,0,0,13,159,129,57,8,6,12,3,12,16,72,17,19,1,35,30,10,20,72,10,27,5,9,13,35,0,15,9,1,10,0,509,7,5,2,40,23,5,12,430,415,13,2,0,0,27,5,22,5,47,1,0,1,0,28,18,9,9,3,0,3,3,0,0,0
"E01004257",1884,1266,1101,1076,5,8,9,0,3,0,0,0,0,10,155,137,60,19,1,13,1,8,18,77,32,20,4,21,18,4,14,79,4,28,11,7,10,47,4,32,1,2,8,0,484,0,0,0,29,16,7,6,422,398,13,7,0,4,26,3,23,7,45,11,9,2,2,13,19,2,17,10,0,10,8,2,0,0
"E01004258",1506,1117,902,858,10,20,14,0,0,0,0,0,0,22,193,171,116,28,26,13,2,11,36,55,6,16,1,32,22,8,14,53,9,21,12,7,2,23,3,7,6,0,7,0,234,10,4,6,40,19,11,10,144,120,19,1,2,2,39,5,34,1,62,29,18,11,2,14,17,6,11,40,0,40,25,15,0,0
"E01004259",1723,1299,1083,1025,8,33,15,0,2,0,0,0,0,22,194,179,151,22,19,31,12,22,45,28,6,9,2,11,15,3,12,68,5,10,0,4,6,51,3,15,10,2,21,2,227,8,1,7,22,6,2,14,174,151,18,1,4,0,22,4,18,1,84,38,24,14,3,31,12,2,10,45,0,44,31,13,1,0
"E01004260",1790,1283,1048,1016,11,17,4,0,0,1,2,0,0,23,209,165,122,23,9,30,6,26,28,43,14,20,1,8,44,7,37,61,4,17,5,7,5,40,6,23,6,0,5,0,363,17,2,15,16,11,1,4,320,297,13,6,0,4,10,3,7,0,66,18,11,7,1,39,8,5,3,17,0,17,14,3,0,0
"E01004261",2525,1589,1274,1223,11,13,27,0,0,2,0,0,0,12,301,270,179,25,33,33,7,19,62,91,1,13,21,56,31,3,28,116,12,59,0,54,5,45,5,18,6,1,15,0,721,35,12,23,150,98,21,31,467,414,22,20,10,1,49,2,47,20,78,48,29,19,0,17,13,7,6,21,0,21,20,1,0,0
"E01004262",1742,1184,969,931,9,10,19,0,0,0,2,0,2,13,198,157,103,12,29,26,4,5,27,54,10,11,2,31,41,8,33,54,12,14,1,12,1,28,1,14,4,1,8,0,454,13,1,12,90,52,19,19,301,252,24,19,2,4,40,6,34,10,42,24,20,4,0,7,11,4,7,8,0,8,3,5,0,0
"E01004263",1419,1071,967,949,3,12,3,0,0,1,0,0,0,21,82,72,53,4,6,23,4,7,9,19,4,8,1,6,10,2,8,60,14,16,3,7,6,28,0,22,2,0,4,2,248,7,0,7,10,6,1,3,222,214,4,2,1,1,7,2,5,2,23,7,4,3,0,6,10,1,9,17,0,17,13,4,0,0
"E01004264",1537,850,753,742,1,6,3,0,1,0,0,0,2,3,92,80,46,13,4,12,0,15,2,34,2,11,1,20,12,8,4,73,5,11,1,6,4,57,1,37,2,4,13,0,565,3,0,3,23,19,3,1,514,484,11,19,0,0,19,1,18,6,43,6,4,2,1,20,16,1,15,6,0,6,6,0,0,0
"E01004266",1545,1257,1112,1083,6,14,9,0,0,1,0,0,0,21,123,101,67,17,5,23,3,10,9,34,6,15,2,11,22,7,15,42,7,10,1,5,4,25,0,12,2,3,8,0,177,5,0,5,14,10,2,2,150,148,1,1,0,0,8,0,8,0,39,18,12,6,0,9,12,7,5,30,0,30,20,10,0,0
"E01004267",1767,1279,1131,1093,5,15,18,0,0,1,4,0,0,31,112,102,76,16,5,22,1,14,18,26,3,11,1,11,10,1,9,92,15,23,9,12,2,54,4,23,8,2,17,0,326,18,5,13,41,26,5,10,261,228,27,3,1,2,5,0,5,1,49,6,3,3,2,14,27,9,18,21,0,21,15,6,0,0
"E01004268",1784,1136,975,953,4,16,2,0,0,1,0,0,0,18,142,124,71,19,11,13,5,5,18,53,4,10,2,37,18,5,13,99,19,37,12,9,16,42,0,25,2,2,13,1,474,11,3,8,33,28,2,3,408,378,19,8,3,0,22,2,20,0,60,10,9,1,3,12,35,19,16,15,0,15,13,2,0,0
"E01004269",1975,1303,1090,1048,9,22,9,2,0,0,0,1,0,13,199,175,100,12,13,31,6,17,21,75,21,23,3,28,24,4,20,85,6,31,11,13,7,47,1,26,5,2,13,1,487,15,1,14,45,33,5,7,386,342,28,10,4,2,35,4,31,6,77,23,12,11,0,22,32,8,24,23,0,22,17,5,1,0
"E01004270",2236,1554,1253,1192,9,40,12,0,0,0,0,0,0,26,275,253,160,28,23,46,9,24,30,93,9,52,4,28,22,5,17,93,6,23,12,6,5,63,11,34,10,4,4,1,479,25,3,22,54,16,11,27,344,296,33,10,0,5,29,8,21,27,69,19,10,9,3,33,14,7,7,41,0,41,24,17,0,0
"E01004271",1589,985,887,862,4,13,5,1,2,1,0,0,0,9,88,82,35,7,2,11,1,9,5,47,4,27,2,14,6,2,4,99,7,30,2,17,11,62,1,31,6,3,21,0,459,7,0,7,21,15,2,4,402,374,20,4,4,0,24,10,14,5,41,5,1,4,0,12,24,5,19,5,0,5,5,0,0,0
"E01004272",2099,1260,1154,1135,2,10,3,0,4,0,0,0,0,12,94,79,53,20,2,17,1,10,3,26,10,10,2,4,15,2,13,100,6,42,10,19,13,51,3,31,4,1,12,1,710,7,3,4,9,6,2,1,684,648,13,19,0,4,7,3,4,3,25,0,0,0,0,9,16,5,11,4,0,4,1,3,0,0
"E01004273",1904,1175,1061,1038,2,10,8,0,3,0,0,0,0,13,101,82,36,4,3,9,2,14,4,46,15,15,5,11,19,4,15,111,15,37,10,14,13,59,2,44,5,1,7,0,560,6,0,6,18,11,2,5,524,496,12,15,1,0,12,2,10,0,53,9,6,3,1,12,31,13,18,5,0,5,3,2,0,0
"E01004274",1973,1264,1066,1034,4,17,11,0,0,0,1,0,0,9,188,166,82,8,10,24,4,14,22,84,10,22,7,45,22,6,16,80,6,32,5,15,12,41,1,7,22,3,8,1,548,12,4,8,75,60,10,5,406,347,45,11,1,2,50,7,43,5,59,18,12,6,0,23,18,7,11,22,0,20,14,6,2,0
"E01004275",1879,1471,1193,1129,7,34,23,0,0,0,0,0,0,17,261,212,123,22,27,15,9,15,35,89,16,36,8,29,49,15,34,65,8,16,2,8,6,41,2,12,19,2,6,0,262,14,4,10,58,35,6,17,135,74,54,6,0,1,47,8,39,8,50,23,17,6,3,20,4,1,3,31,0,31,19,12,0,0
"E01004276",2024,1434,1014,915,15,57,27,0,0,0,1,0,0,33,386,317,186,54,25,32,10,14,51,131,15,44,16,56,69,24,45,89,5,15,0,12,3,69,3,0,38,8,20,0,345,15,3,12,113,73,20,20,170,15,139,10,6,0,38,6,32,9,98,50,33,17,3,28,17,2,15,58,0,57,34,23,1,0
"E01004277",1630,966,631,571,11,34,14,0,1,2,0,0,0,24,309,230,182,37,41,32,3,17,52,48,4,16,1,27,79,18,61,60,8,9,0,9,0,43,1,1,27,8,6,0,427,24,6,18,214,153,35,26,114,12,84,11,6,1,62,7,55,13,114,89,71,18,0,21,4,0,4,63,0,62,40,22,1,0
"E01004280",1879,1280,1036,1006,5,14,10,0,1,1,0,0,0,16,227,173,98,25,18,11,3,8,33,75,5,21,10,39,54,21,33,91,26,26,5,15,6,39,4,8,18,2,7,0,419,11,0,11,58,33,12,13,311,247,57,1,6,0,35,1,34,4,66,23,19,4,3,26,14,5,9,23,0,23,10,13,0,0
