"GeographyCode","QS605EW0001","QS605EW0002","QS605EW0003","QS605EW0004","QS605EW0005","QS605EW0006","QS605EW0007","QS605EW0008","QS605EW0009","QS605EW0010","QS605EW0011","QS605EW0012","QS605EW0013","QS605EW0014","QS605EW0015","QS605EW0016","QS605EW0017","QS605EW0018","QS605EW0019","QS605EW0020","QS605EW0021","QS605EW0022","QS605EW0023","QS605EW0024","QS605EW0025","QS605EW0026","QS605EW0027","QS605EW0028"
"E01004235",501,0,0,12,1,6,0,0,0,1,4,0,4,17,83,24,81,26,28,9,33,35,21,45,55,28,0,0
"E01004236",528,0,0,17,1,2,0,0,2,5,7,1,2,14,97,31,79,23,23,15,28,25,26,51,53,43,0,0
"E01004237",521,0,0,16,3,5,1,0,0,0,7,0,3,11,79,28,49,38,39,5,53,39,21,57,49,34,0,0
"E01004238",1183,0,1,23,3,7,0,2,1,4,6,2,5,30,167,56,179,93,105,22,106,65,53,113,104,56,2,1
"E01004239",595,0,0,20,0,8,0,0,1,3,8,0,2,43,92,38,73,18,29,16,29,38,30,64,70,31,0,2
"E01004240",630,1,0,26,4,7,0,2,4,3,6,1,1,26,88,41,82,33,35,15,37,51,25,62,64,41,0,1
"E01004241",533,1,0,11,1,1,0,0,1,1,7,0,4,21,84,30,82,24,18,11,34,40,29,60,56,28,0,0
"E01004242",942,0,1,30,5,13,1,0,1,2,8,0,2,29,94,60,139,50,94,17,89,67,36,77,94,61,2,0
"E01004243",607,0,0,16,4,6,0,0,1,3,2,0,2,26,92,38,105,33,38,12,33,38,23,73,38,37,1,2
"E01004244",593,0,0,10,2,3,0,1,0,2,2,0,6,37,68,24,93,25,49,12,39,40,26,62,60,41,0,1
"E01004245",417,0,1,11,1,3,0,0,1,2,4,1,4,15,42,33,66,9,23,15,24,34,12,58,46,23,0,0
"E01004246",928,0,0,26,6,3,2,2,1,3,9,4,4,45,89,40,118,52,96,21,93,56,36,95,78,72,1,2
"E01004247",700,0,0,15,2,3,0,1,3,0,6,0,4,42,90,46,120,44,59,12,41,61,17,69,49,29,0,2
"E01004248",386,0,0,19,3,6,0,2,1,1,6,0,3,18,67,23,65,7,12,9,26,22,13,49,29,22,1,1
"E01004249",727,1,0,26,4,8,0,2,3,1,8,2,4,49,83,47,100,38,46,15,44,60,26,79,66,40,1,0
"E01004250",824,1,0,21,0,4,0,4,4,2,7,0,8,53,108,51,104,25,70,8,67,41,40,105,79,41,0,2
"E01004251",808,1,0,21,2,5,0,0,3,4,7,2,3,48,125,53,116,41,70,24,62,38,31,84,44,39,3,3
"E01004252",1256,0,1,31,3,6,0,2,4,6,10,1,3,62,134,65,142,70,176,18,151,74,57,128,93,44,3,3
"E01004253",856,0,0,17,1,4,0,0,2,1,9,1,3,70,86,53,127,43,67,11,53,74,33,95,79,43,0,1
"E01004254",1554,0,1,18,5,2,0,3,1,2,5,4,1,29,84,25,69,160,530,15,276,51,37,85,96,62,2,9
"E01004255",692,0,0,10,0,3,0,0,1,1,5,0,0,19,74,34,95,42,108,9,59,48,27,48,71,39,4,5
"E01004256",665,0,0,19,3,7,1,1,1,2,4,1,1,28,88,34,147,26,50,18,41,41,27,60,49,24,4,7
"E01004257",663,0,0,19,5,4,0,2,2,1,5,2,2,41,95,32,130,24,31,15,37,37,27,85,55,30,0,1
"E01004258",884,0,1,12,2,1,0,2,2,2,3,3,3,30,61,26,44,66,257,12,146,35,30,57,49,45,1,6
"E01004259",1014,0,1,15,2,8,0,3,0,0,2,5,1,30,90,15,114,117,75,14,152,48,41,98,108,86,0,4
"E01004260",743,0,1,17,3,4,1,0,3,1,5,0,4,19,85,31,97,73,52,16,85,34,29,89,59,48,2,2
"E01004261",620,1,0,12,0,4,0,1,0,0,7,0,3,11,112,24,134,30,16,6,36,42,20,83,43,45,2,0
"E01004262",591,0,0,14,1,2,0,0,1,4,6,2,1,22,90,28,117,43,11,11,30,43,18,80,45,36,0,0
"E01004263",543,0,0,23,6,5,4,1,0,3,4,1,6,25,65,28,62,23,29,13,54,29,26,62,56,40,0,1
"E01004264",495,0,0,21,2,10,0,0,1,2,6,0,1,13,71,17,105,22,18,12,32,29,26,61,43,23,1,0
"E01004266",772,0,0,15,2,4,1,1,1,2,4,1,1,30,100,34,60,70,34,14,121,31,40,92,71,54,1,3
"E01004267",912,1,0,16,1,4,0,0,2,4,5,3,2,27,101,32,80,83,82,11,115,48,41,103,89,76,0,2
"E01004268",656,0,0,16,2,3,0,0,0,1,10,2,4,26,90,27,103,31,37,14,60,38,19,88,69,30,0,2
"E01004269",799,0,2,23,3,7,1,0,1,1,10,1,0,27,109,38,123,62,39,16,71,50,31,77,71,57,1,1
"E01004270",1149,0,1,13,3,5,1,1,0,2,1,1,4,28,130,32,158,104,86,16,169,49,50,131,97,77,3,0
"E01004271",542,0,0,10,0,4,0,1,1,2,2,0,2,15,86,30,85,19,18,11,39,36,27,63,62,39,0,0
"E01004272",657,0,0,25,9,5,0,1,2,1,7,1,1,16,82,39,141,31,31,17,35,38,25,75,68,31,0,1
"E01004273",611,0,0,14,3,6,0,0,0,0,5,0,0,19,97,34,86,33,37,12,36,43,24,71,75,28,1,1
"E01004274",844,1,0,17,0,3,1,1,3,3,6,0,1,35,85,31,116,69,138,20,80,38,38,71,62,38,1,3
"E01004275",1057,0,1,23,3,2,0,2,1,6,9,2,2,47,82,33,81,104,197,20,167,51,34,89,58,58,0,8
"E01004276",1549,0,1,24,1,2,0,9,1,8,3,3,0,45,92,31,59,168,468,22,280,54,58,89,85,57,1,12
"E01004277",1189,1,6,17,0,3,0,5,0,4,5,3,0,37,45,14,29,83,557,19,203,29,25,38,51,24,1,7
"E01004280",934,0,3,22,2,2,0,5,4,5,4,1,4,30,79,45,62,76,229,22,125,30,39,72,47,41,0,7
"E01004281",1166,0,2,21,1,2,0,4,2,6,6,4,0,37,91,43,77,132,300,9,167,47,38,74,72,42,1,9
"E01004283",850,0,1,12,0,4,0,0,0,1,7,1,0,28,124,38,131,47,35,18,75,55,35,112,83,54,0,1
"E01004284",1032,0,1,19,1,6,0,0,0,2,10,3,0,27,91,34,85,70,83,16,102,52,55,163,179,52,0,0
"E01004285",696,1,0,14,1,2,0,0,2,2,7,2,2,23,97,42,104,30,31,20,47,47,33,93,71,37,2,0
"E01004286",860,1,2,31,2,12,0,5,0,3,9,0,0,33,98,53,87,58,79,16,76,39,38,100,92,53,0,4
"E01004287",829,0,0,25,2,7,0,2,1,4,9,3,0,24,108,49,112,48,76,15,67,48,37,85,94,37,1,0
"E01004288",533,0,1,11,1,7,0,1,2,0,0,0,1,28,67,35,59,23,41,11,40,31,16,84,62,23,0,0
"E01004289",718,0,0,16,5,5,0,0,0,2,4,0,1,17,86,30,97,43,57,16,79,44,29,93,68,39,3,0
"E01004290",662,0,0,12,2,2,0,0,2,2,4,1,0,16,72,23,78,61,57,14,87,27,31,69,47,64,0,3
"E01004291",1281,1,3,32,9,1,0,2,2,8,10,4,0,23,73,30,49,128,364,17,255,56,44,70,78,51,0,3
"E01004292",1285,0,1,34,4,4,1,3,4,9,9,3,3,28,69,26,30,136,432,15,232,43,45,76,56,49,1,6
"E01004293",1468,0,3,22,2,4,0,1,1,5,9,6,2,43,78,22,30,115,453,18,311,52,61,90,84,75,0,3
"E01004294",1093,0,1,28,2,8,0,1,1,5,11,3,1,23,72,40,53,91,303,15,194,51,52,63,53,45,2,3
"E01004295",515,0,1,18,1,10,0,1,3,0,3,1,2,12,89,24,85,23,38,9,38,22,22,56,44,27,3,1
"E01004296",803,0,0,15,2,3,0,2,3,3,2,1,1,28,60,41,70,52,131,12,136,42,44,73,66,30,0,1
"E01004297",1280,1,2,24,2,4,0,2,0,6,10,1,0,30,78,35,62,116,339,28,269,54,35,85,63,54,1,3
"E01004298",656,0,1,22,1,9,1,0,2,4,5,1,1,17,93,36,90,38,61,11,83,25,27,63,56,30,0,1
"E01004300",497,0,0,19,3,4,0,2,0,2,8,0,1,13,63,27,76,20,35,5,35,35,15,75,52,24,2,0
"E01004301",497,0,0,13,3,7,0,0,0,0,3,0,1,18,78,23,57,32,47,9,69,34,24,37,30,25,0,0
"E01004302",730,1,0,21,2,12,0,1,0,3,3,3,0,19,95,38,131,36,89,11,48,37,37,66,63,31,0,4
"E01004303",1068,0,1,25,1,10,0,2,3,2,7,1,1,28,124,33,89,94,157,23,151,61,43,86,100,47,1,3
"E01004304",672,0,2,13,2,6,0,0,1,0,4,1,1,18,95,26,112,37,49,7,73,38,25,67,59,48,0,1
"E01004305",715,1,1,16,1,10,0,0,1,0,4,0,3,38,104,30,92,39,75,10,72,41,21,73,59,39,0,1
"E01004306",967,0,0,19,0,12,0,3,1,0,3,0,0,11,112,31,104,82,148,12,197,30,47,67,53,52,0,2
"E01004307",1367,0,0,30,6,6,0,4,2,5,7,3,1,27,94,18,77,146,368,16,292,54,32,73,55,78,2,1
"E01004308",678,1,0,19,2,6,0,1,1,2,7,2,1,10,97,25,71,60,40,10,107,40,20,52,57,66,0,0
"E01004309",1137,0,1,23,2,13,0,1,2,0,5,3,6,14,170,26,175,74,132,12,155,54,41,92,82,73,0,4
"E01004310",949,2,0,25,2,9,0,2,0,4,8,2,1,19,124,35,88,76,135,18,144,48,26,62,65,79,0,0
"E01004311",651,0,1,16,1,5,0,2,0,0,8,2,1,22,71,29,73,59,47,10,107,28,28,52,56,47,1,1
"E01004312",680,0,1,27,3,7,0,3,3,0,11,0,2,11,119,29,72,52,51,11,94,37,22,59,50,42,1,0
"E01004313",933,0,2,29,7,6,0,4,4,2,6,0,2,19,117,30,91,86,95,13,150,44,28,93,70,63,0,1
"E01004314",670,0,0,21,0,5,0,2,0,3,11,5,0,19,71,10,36,84,53,6,157,18,22,50,43,74,0,1
"E01004315",887,0,1,23,4,6,0,0,1,1,11,1,1,23,98,27,69,94,82,15,158,41,30,81,63,77,3,0
"E01004316",565,0,0,20,3,8,0,0,0,4,5,2,0,19,77,18,38,50,36,3,106,21,20,49,47,59,0,0
"E01004317",1702,0,3,37,6,15,0,2,1,1,12,0,0,22,168,39,109,190,227,19,417,71,48,117,101,131,1,2
"E01004318",666,0,1,12,1,4,0,1,1,3,2,0,3,26,103,26,65,43,36,8,94,29,28,80,63,48,0,1
"E01004319",720,0,0,15,3,7,0,1,0,0,4,0,0,14,112,33,107,42,80,13,84,38,20,80,56,23,2,1
"E01004321",784,1,2,10,1,3,0,2,0,3,1,0,0,14,101,35,95,37,59,15,86,29,41,65,153,41,0,0
"E01004322",502,1,0,10,0,1,0,1,1,2,5,0,1,20,57,15,61,43,40,4,52,29,15,44,78,30,1,1
"E01004323",685,0,0,20,5,6,1,1,1,2,4,3,3,13,86,25,74,70,42,14,88,35,29,65,67,50,0,1
"E01004324",600,0,0,12,0,5,0,3,0,1,3,4,3,16,102,36,92,28,49,9,43,36,28,68,48,25,0,1
"E01004325",1564,0,2,28,5,4,0,2,3,5,9,0,1,23,138,27,113,157,355,11,329,78,27,104,99,65,1,6
"E01004326",694,0,1,16,2,7,0,1,1,3,2,2,0,15,78,23,102,58,63,12,92,35,27,57,72,40,0,1
"E01032764",830,0,2,25,0,8,0,1,2,2,12,2,1,24,69,20,68,74,86,27,135,32,43,80,85,55,1,1
"E01032765",784,0,0,18,2,3,0,1,3,2,7,3,6,24,96,34,62,65,80,14,113,38,27,79,82,39,2,2
"E01032766",799,0,3,11,1,3,0,1,1,0,5,2,0,14,70,23,54,79,175,12,147,40,23,48,64,33,0,1
"E01032767",1220,1,4,19,4,2,0,6,0,2,5,4,1,14,70,22,44,97,451,15,268,50,39,53,34,34,0,0
"E01032768",974,0,3,19,3,1,1,5,0,6,3,2,1,11,34,22,22,93,381,20,164,32,29,42,59,31,0,9
"E01032769",792,0,1,7,0,0,0,1,2,3,1,1,0,10,52,20,45,91,245,12,121,22,36,48,30,46,1,4
"E01032770",723,1,1,8,1,1,1,0,1,1,3,0,1,17,51,11,28,67,259,2,133,22,17,30,42,27,3,3
"E01032771",624,1,1,6,0,0,0,4,0,0,2,7,0,7,35,13,26,48,279,10,97,23,9,25,24,10,0,3
"E01032772",591,0,0,13,0,2,0,0,1,4,6,0,1,20,44,15,43,48,170,14,82,36,15,31,36,21,0,2
"E01032773",932,0,0,19,5,5,0,0,0,4,5,1,0,14,62,23,41,69,332,22,144,47,26,49,60,21,1,1
"E01032774",651,0,0,10,1,2,0,1,1,0,5,1,0,21,57,23,50,47,183,15,81,32,20,38,28,40,1,4
"E01032775",788,1,0,16,5,0,0,3,1,4,3,0,0,27,67,22,33,72,260,10,120,29,24,38,33,24,1,11
"E01032776",763,0,2,12,2,1,1,0,1,4,3,1,2,21,43,13,29,72,300,4,121,31,24,32,26,25,0,5
"E01032777",691,0,2,14,2,2,0,1,1,3,5,0,1,13,47,12,46,58,156,17,96,36,33,57,79,21,0,3
"E01032778",721,0,1,10,0,0,0,2,1,3,4,2,0,15,51,10,28,92,260,10,117,26,16,27,35,20,0,1
"E01032779",698,0,1,6,0,1,0,0,2,2,1,1,1,9,34,10,26,82,263,7,112,28,23,29,37,27,0,2
"E01032780",985,0,0,16,1,4,0,2,1,5,3,2,2,19,45,13,40,85,389,18,152,26,42,36,49,44,2,5
"E01032781",1108,0,2,17,1,3,0,3,2,2,6,6,1,24,64,15,37,111,422,26,168,37,37,43,47,44,0,7
"E01032782",817,0,4,13,2,2,0,2,0,4,3,3,2,17,59,20,42,69,299,11,115,24,18,43,42,34,0,2
"E01032783",865,0,0,16,2,2,0,0,1,4,7,0,2,27,71,39,67,99,211,14,115,36,25,63,41,34,1,4
"E01032784",896,0,1,22,2,4,0,2,1,2,11,1,3,25,99,14,59,97,106,18,135,56,30,93,78,57,1,1
"E01032785",851,0,3,14,1,4,0,4,1,2,2,1,1,13,89,22,41,96,97,13,161,36,30,95,93,45,1,0
"E01032786",704,0,2,14,4,3,1,0,3,1,2,0,2,23,90,38,91,51,36,14,66,34,28,90,75,47,1,2
"E01032787",959,2,0,22,3,6,0,2,0,8,3,0,2,25,169,52,130,68,49,23,73,56,39,96,89,62,2,0
