"GeographyCode","QS204EW0001","QS204EW0002","QS204EW0003","QS204EW0004","QS204EW0005","QS204EW0006","QS204EW0007","QS204EW0008","QS204EW0009","QS204EW0010","QS204EW0011","QS204EW0012","QS204EW0013","QS204EW0014","QS204EW0015","QS204EW0016","QS204EW0017","QS204EW0018","QS204EW0019","QS204EW0020","QS204EW0021","QS204EW0022","QS204EW0023","QS204EW0024","QS204EW0025","QS204EW0026","QS204EW0027","QS204EW0028","QS204EW0029","QS204EW0030","QS204EW0031","QS204EW0032","QS204EW0033","QS204EW0034","QS204EW0035","QS204EW0036","QS204EW0037","QS204EW0038","QS204EW0039","QS204EW0040","QS204EW0041","QS204EW0042","QS204EW0043","QS204EW0044","QS204EW0045","QS204EW0046","QS204EW0047","QS204EW0048","QS204EW0049","QS204EW0050","QS204EW0051","QS204EW0052","QS204EW0053","QS204EW0054","QS204EW0055","QS204EW0056","QS204EW0057","QS204EW0058","QS204EW0059","QS204EW0060","QS204EW0061","QS204EW0062","QS204EW0063","QS204EW0064","QS204EW0065","QS204EW0066","QS204EW0067","QS204EW0068","QS204EW0069","QS204EW0070","QS204EW0071","QS204EW0072","QS204EW0073","QS204EW0074","QS204EW0075","QS204EW0076","QS204EW0077","QS204EW0078","QS204EW0079","QS204EW0080","QS204EW0081","QS204EW0082","QS204EW0083","QS204EW0084","QS204EW0085","QS204EW0086","QS204EW0087","QS204EW0088","QS204EW0089","QS204EW0090","QS204EW0091","QS204EW0092","QS204EW0093","QS204EW0094","QS204EW0095","QS204EW0096","QS204EW0097","QS204EW0098","QS204EW0099","QS204EW0100","QS204EW0101","QS204EW0102","QS204EW0103","QS204EW0104"
"E01004207",1357,908,0,0,0,0,0,0,0,0,0,5,2,14,33,4,10,8,0,1,1,1,0,0,2,3,1,0,0,1,0,0,0,1,2,0,0,0,0,2,0,0,0,3,4,13,1,0,1,0,0,0,284,4,3,3,0,266,1,1,1,1,1,0,0,3,65,5,1,41,4,1,9,3,0,0,1,0,0,0,0,0,22,2,3,13,0,2,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
"E01004208",1918,1289,1,0,0,0,0,0,0,0,0,27,19,38,116,33,23,11,1,1,1,2,0,1,4,15,1,14,1,1,3,2,2,0,9,0,3,0,0,6,0,0,0,3,4,9,3,1,0,2,0,0,325,0,1,0,0,319,1,0,0,1,0,0,0,3,64,1,6,33,9,2,8,4,0,1,0,1,0,0,0,0,9,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"E01004209",1297,674,0,0,0,0,0,0,0,0,0,11,5,8,50,22,6,4,1,1,1,7,3,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,3,15,2,1,0,0,1,0,465,1,0,0,0,459,0,0,0,0,0,0,0,5,11,0,0,5,0,3,1,0,2,0,0,0,0,0,0,0,44,3,1,36,0,0,1,0,0,1,0,0,0,1,0,1,6,6,0,0,0,0
"E01004211",1425,1054,0,0,0,0,0,0,0,0,0,35,15,19,71,27,6,13,2,1,0,2,0,2,0,6,1,8,1,2,0,0,0,0,7,0,1,0,0,6,0,0,0,3,6,2,6,0,5,0,0,1,172,9,0,1,0,159,0,0,0,0,0,0,1,2,16,0,1,5,5,3,2,0,0,0,0,0,0,0,0,0,17,3,2,11,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0
"E01004212",1718,944,1,1,1,0,0,0,0,0,0,33,23,35,108,33,11,11,2,2,2,8,0,0,6,19,0,6,0,2,0,2,3,1,10,0,2,4,0,4,0,0,0,24,7,13,10,0,0,1,0,9,353,10,1,3,0,327,2,1,0,1,5,0,0,3,122,14,9,81,2,4,7,3,2,0,0,0,0,0,0,0,31,3,0,25,0,2,0,0,1,0,0,0,0,0,0,0,2,2,1,1,0,0
"E01004214",1568,1025,0,0,0,0,0,0,0,0,0,9,4,17,73,8,8,12,0,0,3,26,2,4,4,3,1,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,10,7,0,0,7,0,0,314,1,0,2,0,306,0,0,0,0,0,0,1,4,50,2,13,7,1,0,26,0,0,0,1,0,0,0,0,0,45,6,3,15,0,0,0,4,2,1,0,0,5,2,5,2,1,1,2,2,0,0
"E01004215",2632,1714,0,0,0,0,0,0,0,0,0,64,23,49,181,31,24,23,3,1,17,14,1,18,26,10,2,4,0,2,0,2,2,1,7,0,5,2,0,0,0,0,0,19,14,28,13,0,3,7,0,3,293,8,14,4,0,260,0,4,0,0,2,0,0,1,165,14,11,96,12,0,16,5,4,0,7,0,0,0,0,0,57,0,1,32,0,6,0,0,0,0,1,0,5,3,6,3,3,3,2,2,0,0
"E01004216",1522,1062,0,0,0,0,0,0,0,0,0,12,12,25,139,23,14,29,4,2,7,13,5,13,13,4,1,4,1,0,0,2,3,1,6,2,2,2,0,0,0,0,0,14,7,7,4,1,0,3,0,0,119,4,11,0,0,84,1,0,3,11,0,0,2,3,103,9,9,70,3,5,5,1,0,1,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,4,0,0,1,3,3,0,0,0,0
"E01004217",1645,1224,0,0,0,0,0,0,0,0,0,11,14,10,104,10,11,26,1,4,5,17,1,6,14,3,0,3,1,1,0,0,1,0,11,4,2,1,0,4,0,0,0,17,1,1,3,0,0,2,0,1,182,3,14,3,0,151,0,0,3,1,3,0,0,4,61,6,11,24,4,8,3,4,1,0,0,0,0,0,0,0,6,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"E01004218",1673,1228,0,0,0,0,0,0,0,0,0,31,4,28,163,16,14,37,4,7,8,17,3,10,16,13,4,8,1,4,0,0,0,1,6,0,6,0,0,0,0,0,0,24,6,9,17,3,6,8,0,0,91,8,5,3,0,68,0,0,1,6,0,0,0,0,61,10,2,32,2,1,9,2,2,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0
"E01004219",2149,1199,1,1,0,0,0,0,0,0,1,25,23,29,128,21,10,26,4,5,8,24,3,7,5,11,1,3,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,27,12,16,14,0,0,8,0,6,498,9,16,2,0,453,0,2,2,2,2,0,5,5,106,10,16,48,1,10,10,0,1,10,0,0,1,0,0,0,60,0,1,43,0,2,4,1,1,0,0,0,2,5,0,1,1,1,5,5,0,0
"E01004221",1802,1255,1,0,0,0,0,0,0,0,0,33,22,22,137,24,15,35,0,6,13,3,1,17,2,10,5,1,2,2,0,0,0,1,7,1,4,2,0,0,0,0,0,30,9,1,13,0,1,11,0,1,205,5,6,1,0,178,2,1,3,5,0,0,1,3,43,3,7,20,5,4,3,0,0,1,0,0,0,0,0,0,23,1,0,13,0,2,0,0,0,0,0,0,4,0,1,2,0,0,1,1,0,0
"E01004222",2370,1859,0,0,0,0,0,0,0,0,0,11,7,18,50,14,9,8,0,1,0,5,2,0,2,3,0,3,0,2,0,0,0,1,2,2,0,0,0,0,0,0,0,2,8,10,4,0,3,1,0,0,300,7,0,3,0,285,1,0,0,0,0,0,1,3,36,1,7,8,2,0,10,0,3,4,1,0,0,0,0,0,61,5,1,40,0,2,3,0,3,0,0,0,0,1,3,3,1,1,1,1,0,0
"E01004223",1972,1580,0,0,0,0,0,0,0,0,0,17,14,8,78,14,11,21,6,1,3,5,3,2,0,3,1,7,1,0,0,0,0,0,7,1,0,5,0,1,0,0,0,3,10,10,0,0,0,0,0,0,185,0,0,2,0,179,0,0,0,2,0,1,0,1,15,3,0,5,2,1,0,0,0,4,0,0,0,0,0,0,42,4,1,25,0,1,1,0,4,0,0,5,0,0,1,0,3,3,0,0,0,0
"E01004224",1944,1506,0,0,0,0,0,0,0,0,0,15,12,14,100,20,10,16,5,5,2,6,5,11,1,6,2,6,3,1,0,0,1,0,5,0,0,1,2,2,0,0,0,8,20,10,0,0,0,0,0,0,214,3,0,3,0,205,0,0,3,0,0,0,0,0,14,1,2,6,0,0,4,1,0,0,0,0,0,1,0,1,25,0,0,18,0,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0
"E01004225",2090,1767,1,0,0,0,0,0,0,0,0,28,33,31,108,23,19,21,1,3,4,7,2,1,1,6,2,10,4,1,0,1,0,2,2,1,0,0,0,1,0,0,0,7,6,5,3,1,1,0,0,1,56,0,0,1,0,47,2,0,0,1,4,0,0,1,30,0,1,4,11,3,4,4,1,2,0,0,0,0,0,0,11,0,0,5,0,0,3,2,0,0,0,0,1,0,0,0,2,2,0,0,0,0
"E01004226",1637,1229,0,0,0,0,0,0,0,0,0,12,7,14,88,14,9,17,1,3,0,17,1,6,7,0,2,6,2,0,1,0,1,1,2,1,0,0,0,1,0,0,0,6,6,7,0,0,0,0,0,0,226,1,0,2,0,223,0,0,0,0,0,0,0,0,14,0,1,4,4,0,3,0,0,2,0,0,0,1,0,1,23,1,0,19,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
"E01004228",1781,1548,0,0,0,0,0,0,0,0,0,16,19,9,55,12,9,11,0,1,0,6,0,5,1,4,1,1,1,3,0,0,0,0,3,0,0,0,0,3,0,0,0,11,8,5,3,1,0,2,0,0,82,4,2,7,0,67,2,0,0,0,0,0,0,0,9,0,2,3,1,0,1,0,1,1,0,0,0,0,0,0,11,2,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
"E01004229",1410,986,0,0,0,0,0,0,0,0,0,14,18,22,41,14,4,16,0,1,1,0,1,2,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,2,4,5,0,0,0,1,4,261,8,3,0,0,249,0,0,0,0,0,0,0,1,23,1,4,9,0,2,6,0,1,0,0,0,0,0,0,0,31,0,0,26,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
"E01004230",2009,1505,0,0,0,0,0,0,0,0,0,19,19,25,92,23,11,34,0,1,0,3,1,3,2,3,6,2,0,1,1,0,1,0,4,2,0,1,0,1,0,0,0,3,14,10,7,0,2,0,0,5,251,2,0,3,0,241,1,0,0,2,0,0,0,2,32,1,2,10,3,1,2,2,0,7,4,0,0,0,0,0,26,0,2,18,0,2,0,2,0,0,0,0,1,1,0,0,2,2,0,0,0,0
"E01004231",1693,1086,0,0,0,0,0,0,0,0,0,8,9,21,78,12,7,18,1,0,7,11,1,9,2,1,0,2,0,1,2,1,2,1,7,5,0,0,0,2,0,0,0,13,3,5,4,0,2,0,0,2,365,3,8,2,0,348,0,0,0,2,1,0,1,0,49,6,2,26,3,2,1,3,0,3,3,0,0,0,0,0,41,0,0,39,0,0,1,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0
"E01004232",1610,1310,1,1,1,0,0,0,0,0,0,32,10,10,54,12,15,4,1,2,2,5,0,2,2,2,1,3,0,0,0,3,0,0,4,1,3,0,0,0,0,0,0,6,2,0,3,0,0,1,2,0,134,2,1,5,0,124,0,0,0,1,0,0,1,0,26,2,6,9,1,0,0,6,0,2,0,0,0,0,0,0,15,1,0,10,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,1
"E01004233",1730,1193,0,0,0,0,0,0,0,0,0,9,26,9,54,14,3,15,1,0,2,4,0,2,1,3,2,1,0,0,1,0,4,1,7,5,0,1,0,1,1,0,1,5,15,4,6,2,0,4,0,0,345,1,0,5,0,335,1,0,0,0,0,0,0,3,12,0,5,1,0,1,3,1,0,1,0,0,0,0,0,0,40,2,1,30,0,2,0,4,0,0,0,0,0,0,0,1,4,4,0,0,0,0
"E01004234",2113,1857,0,0,0,0,0,0,0,0,0,20,7,11,63,28,7,10,0,0,0,0,0,2,1,1,1,4,2,1,4,0,1,1,1,0,0,0,0,1,0,0,0,7,11,4,3,0,0,0,1,2,88,0,3,0,0,84,1,0,0,0,0,0,0,0,20,0,4,5,5,0,0,1,0,1,4,0,0,0,0,0,19,2,0,4,0,1,0,0,5,0,0,0,0,4,0,3,2,2,0,0,0,0
"E01004235",1282,760,0,0,0,0,0,0,0,0,0,3,3,6,26,7,1,6,0,0,0,8,0,1,0,2,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,9,4,6,1,4,1,0,0,399,0,1,0,0,394,0,0,0,0,2,0,0,2,18,2,9,4,1,1,0,1,0,0,0,0,0,0,0,0,41,6,0,25,1,3,0,0,0,2,0,1,0,0,0,3,2,2,1,1,0,0
"E01004236",1592,892,0,1,0,0,0,0,0,1,0,15,1,9,49,14,2,7,3,0,4,5,0,4,1,5,1,2,1,0,0,0,0,0,5,3,0,2,0,0,0,0,0,2,11,3,0,0,0,0,0,0,537,8,1,2,0,514,0,1,0,1,0,0,4,6,18,3,3,7,1,0,2,2,0,0,0,0,0,0,0,0,44,0,1,29,0,3,0,0,0,0,0,0,0,2,1,8,5,5,0,0,0,0
"E01004237",1092,739,0,2,2,0,0,0,0,0,0,11,11,14,52,10,4,11,1,0,0,19,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,16,11,2,4,4,0,1,169,0,1,0,0,161,2,0,0,0,1,0,1,3,31,6,2,11,3,0,3,0,1,4,1,0,0,0,0,0,25,0,0,18,0,2,0,0,0,0,0,1,0,1,0,3,1,1,2,2,0,0
"E01004238",2547,1457,0,0,0,0,0,0,0,0,0,20,26,20,117,18,13,43,4,0,5,6,2,2,1,4,2,7,0,1,4,2,3,0,6,3,0,0,1,2,0,0,0,11,14,24,2,0,1,1,0,0,724,9,3,2,0,692,1,0,3,4,0,1,5,4,67,5,9,29,4,0,6,7,2,2,3,0,0,0,0,0,55,1,0,27,1,9,8,2,3,0,1,0,2,1,0,0,3,3,1,1,0,0
"E01004239",1563,1041,0,1,0,0,0,0,0,1,0,6,1,8,33,4,1,12,0,1,4,6,0,0,3,0,0,1,1,0,0,0,0,0,3,2,0,1,0,0,0,0,0,3,6,6,2,1,0,1,0,0,361,5,4,4,0,345,1,0,0,0,0,0,0,2,42,6,12,10,0,2,5,0,0,3,4,0,0,0,0,0,49,1,1,36,0,2,0,0,1,0,0,0,0,1,2,5,0,0,1,0,1,0
"E01004240",1727,1090,0,0,0,0,0,0,0,0,0,6,5,19,28,6,0,12,0,0,0,3,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,11,14,7,0,0,7,0,0,451,0,0,1,0,447,0,0,0,0,0,0,0,3,34,5,2,6,0,3,16,0,0,1,1,0,0,0,0,0,48,1,1,27,0,4,2,1,0,0,2,0,1,0,2,7,1,1,1,1,0,0
"E01004241",1531,929,0,1,0,0,0,1,0,0,0,7,16,5,40,2,4,13,0,0,1,9,0,0,0,0,0,0,3,1,0,2,4,1,4,3,0,1,0,0,0,0,0,4,16,6,7,0,2,0,0,5,406,0,0,3,0,391,3,0,0,0,0,0,2,7,40,3,15,5,3,0,8,0,0,6,0,0,0,0,0,0,50,2,0,37,0,5,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0
"E01004242",2292,1400,2,0,0,0,0,0,0,0,0,37,16,19,80,4,6,29,1,2,1,9,1,2,7,2,1,2,10,1,1,0,1,0,0,0,0,0,0,0,0,0,0,12,13,13,3,0,3,0,0,0,572,9,6,3,0,544,0,0,1,0,0,4,0,5,66,7,7,26,8,1,12,0,3,2,0,0,0,1,1,0,52,3,2,39,0,2,0,0,0,0,0,2,0,1,1,2,2,2,4,4,0,0
"E01004243",1689,1019,0,0,0,0,0,0,0,0,0,10,11,9,56,10,1,9,2,2,3,15,1,0,5,1,0,1,0,3,0,0,1,2,8,8,0,0,0,0,0,0,0,9,7,9,4,0,1,3,0,0,461,13,2,0,0,433,3,0,0,0,0,0,1,9,34,7,5,11,1,0,8,1,0,1,0,0,0,0,0,0,50,0,0,38,0,1,2,0,1,0,3,1,0,3,1,0,1,1,1,1,0,0
"E01004244",1810,1226,1,0,0,0,0,0,0,0,0,18,14,3,66,9,5,6,1,0,1,20,2,5,6,5,1,1,1,0,0,0,3,0,1,1,0,0,0,0,0,0,0,3,4,9,5,0,1,1,1,2,368,2,1,3,0,360,1,0,0,0,1,0,0,0,29,4,5,8,1,0,10,0,0,0,1,0,0,0,0,0,61,0,2,46,0,0,1,0,1,2,0,0,6,1,0,2,1,1,1,0,1,0
"E01004245",1448,851,0,0,0,0,0,0,0,0,0,5,12,1,33,5,4,7,0,0,1,6,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,6,0,0,4,1,1,453,10,0,5,0,436,0,0,0,0,0,0,0,2,19,0,4,3,1,0,6,3,0,1,1,0,0,0,0,0,56,1,0,51,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"E01004246",1884,1258,1,0,0,0,0,0,0,0,0,16,23,24,107,10,3,34,3,4,7,12,6,5,13,2,2,2,0,0,3,0,1,0,2,1,0,0,0,1,0,0,0,9,15,12,7,0,0,7,0,0,328,6,8,0,0,310,0,0,1,0,0,0,0,3,56,8,7,14,0,4,4,1,3,9,6,0,0,0,0,0,24,1,1,18,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2,2,0,0
"E01004247",1831,1046,0,2,0,0,0,0,0,2,0,15,20,18,99,13,6,28,1,0,5,10,3,19,7,5,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,19,8,10,24,0,4,1,10,9,450,0,3,0,0,426,6,0,0,0,4,3,2,6,63,2,10,35,0,0,13,0,3,0,0,0,0,0,0,0,56,3,0,36,0,4,0,0,0,0,0,0,0,2,2,9,0,0,0,0,0,0
"E01004248",1269,852,0,1,0,0,0,0,0,1,0,2,7,4,18,0,4,7,1,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,317,3,0,2,0,309,0,0,0,0,0,0,0,3,21,0,8,1,2,0,10,0,0,0,0,0,0,0,0,0,33,2,0,27,0,3,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"E01004249",1940,1207,0,0,0,0,0,0,0,0,0,13,18,12,85,8,4,29,1,0,4,10,2,0,22,3,0,1,1,0,0,0,0,0,3,0,0,2,0,1,0,0,0,4,12,19,7,0,2,1,1,3,453,0,2,8,0,434,3,0,0,0,0,1,0,5,48,4,6,18,0,1,19,0,0,0,0,0,0,0,0,0,59,2,0,44,0,0,5,1,1,0,0,0,0,1,3,2,0,0,0,0,0,0
"E01004250",2208,1489,0,0,0,0,0,0,0,0,0,6,11,4,50,9,3,12,0,2,1,12,2,1,3,3,0,1,0,1,0,0,0,0,5,5,0,0,0,0,0,0,0,6,8,14,9,0,0,0,3,6,502,5,2,1,0,477,5,0,0,0,0,0,6,6,50,2,13,20,0,1,11,0,0,2,1,0,0,0,0,0,49,4,0,35,0,1,1,2,1,0,0,0,0,2,0,3,4,4,1,1,0,0
"E01004251",1965,1239,0,0,0,0,0,0,0,0,0,9,14,24,68,10,2,25,3,2,2,8,1,6,3,1,2,1,0,1,0,0,0,1,6,4,1,1,0,0,0,0,0,11,4,8,13,0,1,5,6,1,465,1,6,0,0,452,1,0,0,1,0,0,0,4,57,2,7,21,3,0,16,1,0,7,0,0,0,0,0,0,43,7,4,27,0,2,0,0,0,0,0,0,0,1,1,1,2,2,2,1,1,0
"E01004252",2553,1608,0,0,0,0,0,0,0,0,0,36,22,36,155,31,16,27,2,1,8,17,2,16,10,13,2,3,3,2,1,0,0,1,6,2,3,0,0,1,0,0,0,11,7,19,14,1,5,0,2,6,532,5,5,5,0,512,2,0,0,1,0,0,0,2,62,5,7,25,2,5,5,2,2,7,2,0,0,0,0,0,43,2,1,29,0,2,0,0,0,0,0,0,8,0,0,1,2,2,0,0,0,0
"E01004253",2193,1464,0,0,0,0,0,0,0,0,0,10,21,20,104,15,5,23,0,1,11,18,1,6,13,5,1,2,0,0,1,0,2,0,9,4,1,2,0,2,0,0,0,6,19,24,7,1,0,0,1,5,414,2,3,11,0,392,2,0,0,2,0,0,1,1,58,4,17,28,0,0,8,1,0,0,0,0,0,0,0,0,34,4,2,16,0,2,0,0,5,0,2,0,0,2,0,1,2,2,1,1,0,0
"E01004254",2024,1429,2,0,0,0,0,0,0,0,0,66,30,19,192,40,42,26,2,1,9,7,5,12,6,15,4,8,7,0,1,1,5,1,6,2,2,1,0,1,0,0,0,34,20,10,2,1,0,1,0,0,130,3,12,0,0,114,0,0,0,1,0,0,0,0,68,5,16,33,2,5,2,3,2,0,0,0,0,0,0,0,14,0,2,3,0,1,0,0,0,0,0,0,5,0,0,3,2,2,0,0,0,0
"E01004255",1549,890,0,0,0,0,0,0,0,0,0,18,20,18,69,13,7,11,2,1,4,6,6,1,9,6,2,0,0,0,0,0,0,1,6,2,1,1,1,1,0,0,0,16,13,10,8,0,2,2,2,2,377,1,4,3,0,358,3,0,0,1,0,1,0,6,66,10,20,16,1,2,15,0,0,1,1,0,0,0,0,0,32,5,0,21,0,2,0,0,1,1,0,0,0,0,0,2,2,2,4,3,1,0
"E01004256",1609,888,0,0,0,0,0,0,0,0,0,13,18,27,81,10,6,16,2,0,1,13,7,5,6,8,0,3,1,0,3,0,0,0,8,6,1,1,0,0,0,0,0,13,11,7,11,0,1,5,1,4,445,0,1,2,0,435,0,2,0,0,0,0,0,5,58,3,11,21,1,5,5,1,5,6,0,0,0,0,0,0,25,2,0,14,0,2,3,0,2,0,2,0,0,0,0,0,4,4,0,0,0,0
"E01004257",1768,1077,0,0,0,0,0,0,0,0,0,24,4,17,87,12,1,18,0,1,4,31,1,3,8,3,2,3,0,0,0,0,0,0,8,7,0,0,0,1,0,0,0,11,5,3,10,0,0,5,0,5,444,5,2,0,0,422,9,0,0,0,0,0,0,6,41,3,7,14,2,1,12,1,0,0,1,0,0,0,0,0,34,2,0,27,1,3,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0
